,trade_dt,fund_id,s_info_windcode,shares,s_dq_close,opdate
0,2025-09-24,61,688786.SH,68,28.38,2025-09-24 16:04:50
1,2025-09-24,61,688779.SH,1675,7.21,2025-09-24 16:04:50
2,2025-09-24,61,688778.SH,12,91.38,2025-09-24 16:04:50
3,2025-09-24,61,688777.SH,100,53.38,2025-09-24 16:04:50
4,2025-09-24,61,688776.SH,100,93.92,2025-09-24 16:04:50
5,2025-09-24,61,688757.SH,130,33.13,2025-09-24 16:04:50
6,2025-09-24,61,688750.SH,100,21.09,2025-09-24 16:04:50
7,2025-09-24,61,688733.SH,543,27.16,2025-09-24 16:04:50
8,2025-09-24,61,688711.SH,151,26.92,2025-09-24 16:04:50
9,2025-09-24,61,688708.SH,14,71.12,2025-09-24 16:04:50
10,2025-09-24,61,688700.SH,246,41.6,2025-09-24 16:04:50
11,2025-09-24,61,688690.SH,767,26.4,2025-09-24 16:04:50
12,2025-09-24,61,688678.SH,14,35.94,2025-09-24 16:04:50
13,2025-09-24,61,688668.SH,186,102.84,2025-09-24 16:04:50
14,2025-09-24,61,688665.SH,85,61.23,2025-09-24 16:04:50
15,2025-09-24,61,688660.SH,169,24.09,2025-09-24 16:04:50
16,2025-09-24,61,688658.SH,1620,23.77,2025-09-24 16:04:50
17,2025-09-24,61,688653.SH,40,13.62,2025-09-24 16:04:50
18,2025-09-24,61,688639.SH,198,32.2,2025-09-24 16:04:50
19,2025-09-24,61,688636.SH,611,34.26,2025-09-24 16:04:50
20,2025-09-24,61,688630.SH,174,162.39,2025-09-24 16:04:50
21,2025-09-24,61,688629.SH,641,102.99,2025-09-24 16:04:50
22,2025-09-24,61,688626.SH,50,51.5,2025-09-24 16:04:50
23,2025-09-24,61,688622.SH,2,106.79,2025-09-24 16:04:50
24,2025-09-24,61,688621.SH,136,72.78,2025-09-24 16:04:50
25,2025-09-24,61,688607.SH,169,31.57,2025-09-24 16:04:50
26,2025-09-24,61,688603.SH,54,78.98,2025-09-24 16:04:50
27,2025-09-24,61,688602.SH,43,8.49,2025-09-24 16:04:50
28,2025-09-24,61,688596.SH,293,40.68,2025-09-24 16:04:50
29,2025-09-24,61,688593.SH,0,23.21,2025-09-24 16:04:50
30,2025-09-24,61,688590.SH,132,22.75,2025-09-24 16:04:50
31,2025-09-24,61,688586.SH,65,10.91,2025-09-24 16:04:50
32,2025-09-24,61,688584.SH,749,26.62,2025-09-24 16:04:50
33,2025-09-24,61,688567.SH,918,20.83,2025-09-24 16:04:50
34,2025-09-24,61,688559.SH,513,45.82,2025-09-24 16:04:50
35,2025-09-24,61,688557.SH,594,38.18,2025-09-24 16:04:50
36,2025-09-24,61,688556.SH,2801,10.76,2025-09-24 16:04:50
37,2025-09-24,61,688553.SH,148,25.01,2025-09-24 16:04:50
38,2025-09-24,61,688552.SH,97,39.49,2025-09-24 16:04:50
39,2025-09-24,61,688549.SH,0,10.2,2025-09-24 16:04:50
40,2025-09-24,61,688548.SH,978,12.26,2025-09-24 16:04:50
41,2025-09-24,61,688538.SH,188,2.92,2025-09-24 16:04:50
42,2025-09-24,61,688536.SH,47,169.0,2025-09-24 16:04:50
43,2025-09-24,61,688526.SH,111,17.66,2025-09-24 16:04:50
44,2025-09-24,61,688523.SH,137,23.02,2025-09-24 16:04:50
45,2025-09-24,61,688520.SH,129,56.84,2025-09-24 16:04:50
46,2025-09-24,61,688510.SH,140,25.23,2025-09-24 16:04:50
47,2025-09-24,61,688503.SH,112,68.71,2025-09-24 16:04:50
48,2025-09-24,61,688499.SH,184,74.03,2025-09-24 16:04:50
49,2025-09-24,61,688498.SH,174,382.39,2025-09-24 16:04:50
50,2025-09-24,61,688496.SH,77,9.62,2025-09-24 16:04:50
51,2025-09-24,61,688488.SH,188,15.26,2025-09-24 16:04:50
52,2025-09-24,61,688486.SH,47,72.97,2025-09-24 16:04:50
53,2025-09-24,61,688484.SH,95,51.22,2025-09-24 16:04:50
54,2025-09-24,61,688475.SH,100,33.6,2025-09-24 16:04:50
55,2025-09-24,61,688472.SH,1256,12.11,2025-09-24 16:04:50
56,2025-09-24,61,688428.SH,67,28.08,2025-09-24 16:04:50
57,2025-09-24,61,688418.SH,198,30.48,2025-09-24 16:04:50
