,trade_dt,fund_id,s_info_windcode,shares,s_dq_close,opdate
0,2025-10-17,61,688819.SH,418,29.19,2025-10-17 15:50:06
1,2025-10-17,61,688786.SH,404,31.66,2025-10-17 15:50:06
2,2025-10-17,61,688779.SH,2455,6.86,2025-10-17 15:50:06
3,2025-10-17,61,688778.SH,12,72.9,2025-10-17 15:50:06
4,2025-10-17,61,688777.SH,100,52.74,2025-10-17 15:50:06
5,2025-10-17,61,688776.SH,100,84.0,2025-10-17 15:50:06
6,2025-10-17,61,688772.SH,190,22.41,2025-10-17 15:50:06
7,2025-10-17,61,688766.SH,116,112.6,2025-10-17 15:50:06
8,2025-10-17,61,688757.SH,130,26.86,2025-10-17 15:50:06
9,2025-10-17,61,688750.SH,100,20.37,2025-10-17 15:50:06
10,2025-10-17,61,688728.SH,274,15.88,2025-10-17 15:50:06
11,2025-10-17,61,688719.SH,370,39.39,2025-10-17 15:50:06
12,2025-10-17,61,688717.SH,141,67.05,2025-10-17 15:50:06
13,2025-10-17,61,688708.SH,14,73.62,2025-10-17 15:50:06
14,2025-10-17,61,688700.SH,420,34.22,2025-10-17 15:50:06
15,2025-10-17,61,688691.SH,0,131.1,2025-10-17 15:50:06
16,2025-10-17,61,688690.SH,184,26.65,2025-10-17 15:50:06
17,2025-10-17,61,688678.SH,544,27.61,2025-10-17 15:50:06
18,2025-10-17,61,688676.SH,1000,62.82,2025-10-17 15:50:06
19,2025-10-17,61,688668.SH,186,86.42,2025-10-17 15:50:06
20,2025-10-17,61,688665.SH,85,55.92,2025-10-17 15:50:06
21,2025-10-17,61,688663.SH,170,40.77,2025-10-17 15:50:06
22,2025-10-17,61,688660.SH,0,19.34,2025-10-17 15:50:06
23,2025-10-17,61,688658.SH,829,21.62,2025-10-17 15:50:06
24,2025-10-17,61,688653.SH,40,12.81,2025-10-17 15:50:06
25,2025-10-17,61,688639.SH,429,31.1,2025-10-17 15:50:06
26,2025-10-17,61,688636.SH,199,33.2,2025-10-17 15:50:06
27,2025-10-17,61,688630.SH,174,120.45,2025-10-17 15:50:06
28,2025-10-17,61,688629.SH,262,81.05,2025-10-17 15:50:06
29,2025-10-17,61,688626.SH,50,49.48,2025-10-17 15:50:06
30,2025-10-17,61,688622.SH,2,125.85,2025-10-17 15:50:06
31,2025-10-17,61,688621.SH,136,60.1,2025-10-17 15:50:06
32,2025-10-17,61,688612.SH,270,39.01,2025-10-17 15:50:06
33,2025-10-17,61,688611.SH,410,37.0,2025-10-17 15:50:06
34,2025-10-17,61,688607.SH,169,27.06,2025-10-17 15:50:06
35,2025-10-17,61,688603.SH,54,65.21,2025-10-17 15:50:06
36,2025-10-17,61,688602.SH,43,8.05,2025-10-17 15:50:06
