,unitId,symbol,holdQty
552,203800310001,600330,4300
553,203800310001,600326,200
554,203800310001,600323,100
555,203800310001,600322,2500
556,203800310001,600315,1200
557,203800310001,600313,2200
558,203800310001,600310,100
559,203800310001,600301,1100
560,203800310001,600300,400
561,203800310001,600292,200
562,203800310001,600284,1200
563,203800310001,600266,2400
564,203800310001,600259,300
565,203800310001,600256,6900
566,203800310001,600251,2500
567,203800310001,600246,1900
568,203800310001,600239,28800
569,203800310001,600231,3300
570,203800310001,600222,1200
571,203800310001,600221,6500
572,203800310001,600219,2300
573,203800310001,600215,1100
574,203800310001,600210,800
575,203800310001,600207,4000
576,203800310001,600206,100
577,203800310001,600203,200
578,203800310001,600179,12400
579,203800310001,600170,7700
580,203800310001,600169,44900
581,203800310001,600167,1500
582,203800310001,600166,3500
583,203800310001,600162,7700
584,203800310001,600152,1900
585,203800310001,600116,100
586,203800310001,600114,300
587,203800310001,600110,300
588,203800310001,600104,700
589,203800310001,600103,8000
590,203800310001,600095,1900
591,203800310001,600067,4600
592,203800310001,600063,400
593,203800310001,600059,2000
594,203800310001,600057,700
595,203800310001,600052,2200
596,203800310001,600035,100
597,203800310001,600033,500
598,203800310001,600022,3800
599,203800310001,600020,200
600,203800310001,600011,1200
601,203800310001,600010,5600
602,203800310001,380763,4
603,203800310001,301626,100
604,203800310001,301607,200
605,203800310001,301606,100
606,203800310001,301565,300
607,203800310001,301558,500
608,203800310001,301551,200
609,203800310001,301526,500
610,203800310001,301518,400
611,203800310001,301511,1200
612,203800310001,301500,1100
613,203800310001,301487,500
614,203800310001,301486,100
615,203800310001,301397,100
616,203800310001,301396,100
617,203800310001,301386,300
618,203800310001,301382,300
619,203800310001,301377,100
620,203800310001,301363,400
621,203800310001,301330,100
622,203800310001,301327,100
623,203800310001,301325,100
624,203800310001,301316,100
625,203800310001,301307,400
626,203800310001,301306,100
627,203800310001,301292,200
628,203800310001,301256,900
629,203800310001,301230,100
630,203800310001,301229,600
631,203800310001,301216,1400
632,203800310001,301201,200
633,203800310001,301200,100
634,203800310001,301190,200
635,203800310001,301187,100
636,203800310001,301177,200
637,203800310001,301171,300
638,203800310001,301150,300
639,203800310001,301148,400
640,203800310001,301120,1500
641,203800310001,301108,100
642,203800310001,301107,100
643,203800310001,301105,300
644,203800310001,301096,100
645,203800310001,301077,100
646,203800310001,301076,100
647,203800310001,301069,200
648,203800310001,301063,700
649,203800310001,301056,200
650,203800310001,301055,600
651,203800310001,301048,1200
652,203800310001,301043,200
653,203800310001,301038,100
654,203800310001,301015,1400
655,203800310001,301007,500
656,203800310001,301000,100
657,203800310001,300997,1000
658,203800310001,300993,500
659,203800310001,300990,200
660,203800310001,300969,100
661,203800310001,300953,100
662,203800310001,300952,200
663,203800310001,300950,100
664,203800310001,300940,200
665,203800310001,300933,600
666,203800310001,300918,400
667,203800310001,300913,100
668,203800310001,300911,1100
669,203800310001,300907,100
670,203800310001,300903,400
671,203800310001,300897,100
672,203800310001,300890,300
673,203800310001,300885,200
674,203800310001,300878,300
675,203800310001,300877,100
676,203800310001,300872,400
677,203800310001,300870,100
678,203800310001,300867,1100
679,203800310001,300856,1600
680,203800310001,300852,200
681,203800310001,300850,200
682,203800310001,300842,200
683,203800310001,300841,300
684,203800310001,300836,100
685,203800310001,300830,900
686,203800310001,300827,1600
687,203800310001,300824,100
688,203800310001,300818,300
689,203800310001,300815,400
690,203800310001,300809,100
691,203800310001,300806,1500
692,203800310001,300802,100
693,203800310001,300797,800
694,203800310001,300792,300
695,203800310001,300790,1200
696,203800310001,300773,600
697,203800310001,300772,1600
698,203800310001,300769,300
699,203800310001,300765,200
700,203800310001,300763,100
701,203800310001,300761,700
702,203800310001,300758,400
703,203800310001,300755,300
704,203800310001,300748,200
705,203800310001,300747,900
706,203800310001,300746,300
707,203800310001,300738,400
708,203800310001,300725,300
709,203800310001,300722,200
710,203800310001,300711,200
711,203800310001,300709,300
712,203800310001,300707,700
713,203800310001,300697,1000
714,203800310001,300696,100
715,203800310001,300693,1500
716,203800310001,300684,1200
717,203800310001,300682,1000
718,203800310001,300681,500
719,203800310001,300680,800
720,203800310001,300670,900
721,203800310001,300666,200
722,203800310001,300657,400
723,203800310001,300655,1500
724,203800310001,300648,100
725,203800310001,300647,400
726,203800310001,300642,1200
727,203800310001,300619,300
728,203800310001,300615,100
729,203800310001,300609,100
730,203800310001,300607,300
731,203800310001,300602,900
732,203800310001,300596,400
733,203800310001,300593,1300
734,203800310001,300587,100
735,203800310001,300586,1000
736,203800310001,300582,800
737,203800310001,300570,300
738,203800310001,300569,800
739,203800310001,300568,1800
740,203800310001,300559,100
741,203800310001,300548,300
742,203800310001,300547,600
743,203800310001,300541,2000
744,203800310001,300534,1900
745,203800310001,300528,1200
746,203800310001,300521,400
747,203800310001,300515,600
748,203800310001,300511,1300
749,203800310001,300509,700
750,203800310001,300505,302
751,203800310001,300501,200
752,203800310001,300499,600
753,203800310001,300497,2800
754,203800310001,300493,1000
755,203800310001,300490,2000
756,203800310001,300486,200
757,203800310001,300485,800
758,203800310001,300475,100
759,203800310001,300469,200
760,203800310001,300468,400
761,203800310001,300465,900
762,203800310001,300464,2300
763,203800310001,300459,2900
764,203800310001,300457,900
765,203800310001,300456,1200
766,203800310001,300453,400
767,203800310001,300452,1200
768,203800310001,300448,4200
769,203800310001,300444,4400
770,203800310001,300438,1300
771,203800310001,300435,2600
772,203800310001,300432,3000
773,203800310001,300428,500
774,203800310001,300422,1100
775,203800310001,300420,800
776,203800310001,300418,400
777,203800310001,300415,400
778,203800310001,300410,100
779,203800310001,300409,1300
780,203800310001,300408,600
781,203800310001,300400,400
782,203800310001,300395,500
783,203800310001,300389,1400
784,203800310001,300382,200
785,203800310001,300374,100
786,203800310001,300364,200
787,203800310001,300363,900
788,203800310001,300348,300
789,203800310001,300346,300
790,203800310001,300345,900
791,203800310001,300331,600
792,203800310001,300328,1600
793,203800310001,300324,600
794,203800310001,300316,800
795,203800310001,300304,3700
796,203800310001,300302,5600
797,203800310001,300296,5400
798,203800310001,300291,1100
799,203800310001,300289,9100
800,203800310001,300276,400
801,203800310001,300266,1200
802,203800310001,300260,400
803,203800310001,300236,200
804,203800310001,300232,900
805,203800310001,300231,100
806,203800310001,300229,700
807,203800310001,300222,1600
808,203800310001,300221,400
809,203800310001,300218,200
810,203800310001,300215,500
811,203800310001,300213,300
812,203800310001,300201,1200
813,203800310001,300199,1100
814,203800310001,300192,1100
815,203800310001,300190,1500
816,203800310001,300185,8600
817,203800310001,300184,1400
818,203800310001,300182,4100
819,203800310001,300173,100
820,203800310001,300172,300
821,203800310001,300168,600
822,203800310001,300158,2100
823,203800310001,300153,200
824,203800310001,300150,900
825,203800310001,300149,700
826,203800310001,300145,2200
827,203800310001,300138,900
828,203800310001,300128,1600
829,203800310001,300127,300
830,203800310001,300126,100
831,203800310001,300121,200
832,203800310001,300119,800
833,203800310001,300118,1800
834,203800310001,300110,1600
835,203800310001,300101,700
836,203800310001,300100,300
837,203800310001,300098,2500
838,203800310001,300092,1100
839,203800310001,300082,100
840,203800310001,300079,1600
841,203800310001,300078,2800
842,203800310001,300077,200
843,203800310001,300071,1100
844,203800310001,300068,1800
845,203800310001,300066,1800
846,203800310001,300055,4500
847,203800310001,300049,500
848,203800310001,300043,1600
849,203800310001,300041,100
850,203800310001,300035,300
851,203800310001,300032,600
852,203800310001,300027,500
853,203800310001,300019,200
854,203800310001,300018,1400
855,203800310001,300009,800
856,203800310001,300007,300
857,203800310001,300006,100
858,203800310001,300005,3300
859,203800310001,300003,400
860,203800310001,003816,2400
861,203800310001,003041,500
862,203800310001,003040,100
863,203800310001,003036,300
864,203800310001,003020,200
865,203800310001,003019,1000
866,203800310001,003016,100
867,203800310001,003006,100
868,203800310001,002998,1600
869,203800310001,002989,700
870,203800310001,002988,100
871,203800310001,002987,300
872,203800310001,002975,100
873,203800310001,002967,100
874,203800310001,002965,500
875,203800310001,002960,1300
876,203800310001,002956,500
877,203800310001,002947,200
878,203800310001,002943,100
879,203800310001,002938,500
880,203800310001,002936,500
881,203800310001,002935,1200
882,203800310001,002925,700
883,203800310001,002923,300
884,203800310001,002922,1700
885,203800310001,002915,400
886,203800310001,002911,700
887,203800310001,002910,1200
888,203800310001,002905,400
889,203800310001,002897,100
890,203800310001,002896,100
891,203800310001,002891,100
892,203800310001,002887,100
893,203800310001,002885,1000
894,203800310001,002871,500
895,203800310001,002870,2500
896,203800310001,002867,300
897,203800310001,002866,100
898,203800310001,002865,300
899,203800310001,002857,300
900,203800310001,002846,200
901,203800310001,002843,100
902,203800310001,002842,1200
903,203800310001,002831,900
904,203800310001,002829,100
905,203800310001,002815,600
906,203800310001,002812,300
907,203800310001,002811,800
908,203800310001,002805,800
909,203800310001,002796,900
910,203800310001,002792,1600
911,203800310001,002787,2800
912,203800310001,002785,400
913,203800310001,002782,2300
914,203800310001,002772,8400
915,203800310001,002765,800
916,203800310001,002755,300
917,203800310001,002749,300
918,203800310001,002748,100
919,203800310001,002745,1200
920,203800310001,002743,200
921,203800310001,002733,300
922,203800310001,002731,1500
923,203800310001,002723,300
924,203800310001,002708,300
925,203800310001,002706,4100
926,203800310001,002703,1400
927,203800310001,002701,7400
928,203800310001,002695,500
929,203800310001,002691,1600
930,203800310001,002690,1200
931,203800310001,002689,1200
932,203800310001,002688,200
933,203800310001,002677,1700
934,203800310001,002676,1200
935,203800310001,002674,1900
936,203800310001,002667,800
937,203800310001,002664,600
938,203800310001,002662,8700
939,203800310001,002645,700
940,203800310001,002643,200
941,203800310001,002638,5800
942,203800310001,002637,2300
943,203800310001,002632,800
944,203800310001,002631,4100
945,203800310001,002628,200
946,203800310001,002627,2400
947,203800310001,002626,300
948,203800310001,002625,100
949,203800310001,002624,900
950,203800310001,002623,100
951,203800310001,002622,7100
952,203800310001,002617,4300
953,203800310001,002596,1400
954,203800310001,002583,400
955,203800310001,002582,2800
956,203800310001,002579,400
957,203800310001,002574,1800
958,203800310001,002573,200
959,203800310001,002565,1100
960,203800310001,002562,1800
961,203800310001,002560,600
962,203800310001,002547,4700
963,203800310001,002546,100
964,203800310001,002545,1900
965,203800310001,002537,1100
966,203800310001,002536,600
967,203800310001,002535,1600
968,203800310001,002534,900
969,203800310001,002533,200
970,203800310001,002530,100
971,203800310001,002523,7500
972,203800310001,002518,700
973,203800310001,002506,15300
974,203800310001,002501,3700
975,203800310001,002497,3400
976,203800310001,002492,2200
977,203800310001,002491,4600
978,203800310001,002487,400
979,203800310001,002484,400
980,203800310001,002483,800
981,203800310001,002478,4100
982,203800310001,002475,300
983,203800310001,002471,14100
984,203800310001,002468,1400
985,203800310001,002463,500
986,203800310001,002460,200
987,203800310001,002459,1300
988,203800310001,002456,1800
989,203800310001,002453,1900
990,203800310001,002452,1600
991,203800310001,002448,2600
992,203800310001,002436,1700
993,203800310001,002431,1400
994,203800310001,002430,200
995,203800310001,002428,300
996,203800310001,002426,3200
997,203800310001,002420,700
998,203800310001,002419,500
999,203800310001,002418,2100
1000,203800310001,002407,300
1001,203800310001,002396,700
1002,203800310001,002394,1600
1003,203800310001,002392,3000
1004,203800310001,002387,100
1005,203800310001,002385,700
1006,203800310001,002384,600
1007,203800310001,002380,400
1008,203800310001,002378,3800
1009,203800310001,002373,600
1010,203800310001,002372,600
1011,203800310001,002369,100
1012,203800310001,002367,700
1013,203800310001,002364,1000
1014,203800310001,002361,1100
1015,203800310001,002358,3800
1016,203800310001,002357,800
1017,203800310001,002354,2600
1018,203800310001,002353,100
1019,203800310001,002346,700
1020,203800310001,002345,1900
1021,203800310001,002338,400
1022,203800310001,002335,700
1023,203800310001,002334,2000
1024,203800310001,002323,1300
1025,203800310001,002307,700
1026,203800310001,002303,5600
1027,203800310001,002302,1100
1028,203800310001,002299,1000
1029,203800310001,002298,2300
1030,203800310001,002295,1300
1031,203800310001,002291,4500
1032,203800310001,002283,2100
1033,203800310001,002276,2600
1034,203800310001,002272,200
1035,203800310001,002269,6400
1036,203800310001,002263,4200
1037,203800310001,002258,1600
1038,203800310001,002256,2600
1039,203800310001,002248,100
1040,203800310001,002246,900
1041,203800310001,002245,1200
1042,203800310001,002239,3600
1043,203800310001,002237,2000
1044,203800310001,002233,700
1045,203800310001,002225,2300
1046,203800310001,002219,9600
1047,203800310001,002215,800
1048,203800310001,002212,1200
1049,203800310001,002206,2100
1050,203800310001,002205,1600
1051,203800310001,002204,4800
1052,203800310001,002201,300
1053,203800310001,002196,800
1054,203800310001,002195,1100
1055,203800310001,002186,600
1056,203800310001,002182,100
1057,203800310001,002174,1800
1058,203800310001,002172,2300
1059,203800310001,002164,2000
1060,203800310001,002163,1600
1061,203800310001,002162,1100
1062,203800310001,002161,800
1063,203800310001,002158,1100
1064,203800310001,002154,800
1065,203800310001,002148,300
1066,203800310001,002146,35300
1067,203800310001,002145,1200
1068,203800310001,002140,900
1069,203800310001,002137,300
1070,203800310001,002135,1200
1071,203800310001,002133,800
1072,203800310001,002131,2700
1073,203800310001,002129,1700
1074,203800310001,002126,1200
1075,203800310001,002125,700
1076,203800310001,002123,400
1077,203800310001,002121,100
1078,203800310001,002107,900
1079,203800310001,002091,800
1080,203800310001,002088,300
1081,203800310001,002081,1900
1082,203800310001,002080,200
1083,203800310001,002068,300
1084,203800310001,002067,3600
1085,203800310001,002066,100
1086,203800310001,002063,1000
1087,203800310001,002057,100
1088,203800310001,002055,800
1089,203800310001,002048,1100
1090,203800310001,002045,700
1091,203800310001,002042,1800
1092,203800310001,002040,2500
1093,203800310001,002036,2200
1094,203800310001,002030,1100
1095,203800310001,002027,1100
1096,203800310001,002026,1200
1097,203800310001,002021,2200
1098,203800310001,002020,1300
1099,203800310001,002015,1100
1100,203800310001,002010,1700
1101,203800310001,002008,100
1102,203800310001,002006,400
1103,203800310001,002004,9600
1104,203800310001,001914,400
1105,203800310001,001896,700
1106,203800310001,001390,700
1107,203800310001,001337,1400
1108,203800310001,001330,2000
1109,203800310001,001258,1400
1110,203800310001,001228,2100
1111,203800310001,001208,400
1112,203800310001,000990,1800
1113,203800310001,000985,100
1114,203800310001,000975,100
1115,203800310001,000973,900
1116,203800310001,000965,7600
1117,203800310001,000962,200
1118,203800310001,000960,1200
1119,203800310001,000959,2800
1120,203800310001,000957,1600
1121,203800310001,000955,3600
