,unitId,symbol,holdQty
0,203800310001,688819,418
1,203800310001,688786,204
2,203800310001,688779,1100
3,203800310001,688778,89
4,203800310001,688777,100
5,203800310001,688776,100
6,203800310001,688772,684
7,203800310001,688766,116
8,203800310001,688758,174
9,203800310001,688757,130
10,203800310001,688750,100
11,203800310001,688719,53
12,203800310001,688717,141
13,203800310001,688711,356
14,203800310001,688708,14
15,203800310001,688700,380
16,203800310001,688697,747
17,203800310001,688690,184
18,203800310001,688668,186
19,203800310001,688665,85
20,203800310001,688663,170
21,203800310001,688660,1629
22,203800310001,688658,629
23,203800310001,688653,40
24,203800310001,688639,98
25,203800310001,688636,199
26,203800310001,688630,174
27,203800310001,688629,190
28,203800310001,688626,50
29,203800310001,688622,2
30,203800310001,688621,136
31,203800310001,688620,1453
32,203800310001,688612,424
33,203800310001,688611,193
34,203800310001,688609,224
35,203800310001,688607,169
36,203800310001,688603,54
37,203800310001,688602,43
38,203800310001,688599,248
39,203800310001,688598,549
40,203800310001,688596,21
41,203800310001,688590,132
42,203800310001,688584,153
43,203800310001,688567,1125
44,203800310001,688559,290
45,203800310001,688556,1805
46,203800310001,688553,148
47,203800310001,688552,97
48,203800310001,688536,47
49,203800310001,688526,359
50,203800310001,688523,137
51,203800310001,688522,150
52,203800310001,688520,129
53,203800310001,688516,34
54,203800310001,688510,140
55,203800310001,688509,18837
56,203800310001,688503,112
57,203800310001,688499,774
58,203800310001,688498,174
59,203800310001,688496,77
60,203800310001,688488,188
61,203800310001,688486,47
62,203800310001,688484,161
63,203800310001,688480,163
64,203800310001,688475,100
65,203800310001,688472,806
66,203800310001,688469,1950
67,203800310001,688458,133
68,203800310001,688443,68
69,203800310001,688432,154
70,203800310001,688428,1458
71,203800310001,688425,3606
72,203800310001,688418,198
73,203800310001,688410,676
74,203800310001,688409,58
75,203800310001,688408,17
76,203800310001,688403,3787
77,203800310001,688401,97
78,203800310001,688400,14
79,203800310001,688398,26
80,203800310001,688392,10
81,203800310001,688390,180
82,203800310001,688389,188
83,203800310001,688387,477
84,203800310001,688383,90
85,203800310001,688382,470
86,203800310001,688378,44
87,203800310001,688373,2314
88,203800310001,688372,50
89,203800310001,688371,216
90,203800310001,688369,100
91,203800310001,688365,456
92,203800310001,688362,170
93,203800310001,688360,109
94,203800310001,688352,555
95,203800310001,688351,492
96,203800310001,688347,1028
97,203800310001,688343,246
98,203800310001,688339,256
99,203800310001,688337,15
100,203800310001,688336,55
101,203800310001,688335,32
102,203800310001,688334,36
103,203800310001,688333,50
104,203800310001,688331,145
105,203800310001,688328,79
106,203800310001,688327,795
107,203800310001,688325,133
108,203800310001,688322,249
109,203800310001,688321,433
110,203800310001,688319,627
111,203800310001,688317,23
112,203800310001,688313,172
113,203800310001,688312,51
114,203800310001,688311,167
115,203800310001,688310,248
116,203800310001,688309,98
117,203800310001,688307,121
118,203800310001,688306,1907
119,203800310001,688303,249
120,203800310001,688302,10
121,203800310001,688301,117
122,203800310001,688300,196
123,203800310001,688280,1435
124,203800310001,688270,38
125,203800310001,688267,92
126,203800310001,688266,141
127,203800310001,688262,157
128,203800310001,688261,80
129,203800310001,688258,76
130,203800310001,688257,161
131,203800310001,688249,368
132,203800310001,688248,231
133,203800310001,688247,108
134,203800310001,688246,78
135,203800310001,688238,108
136,203800310001,688236,39
137,203800310001,688235,38
138,203800310001,688234,227
139,203800310001,688233,142
140,203800310001,688226,184
141,203800310001,688223,4400
142,203800310001,688221,1090
143,203800310001,688219,1357
144,203800310001,688210,283
145,203800310001,688209,81
146,203800310001,688208,151
147,203800310001,688205,157
148,203800310001,688202,40
149,203800310001,688201,634
150,203800310001,688197,71
151,203800310001,688195,115
152,203800310001,688192,12
153,203800310001,688191,49
154,203800310001,688189,949
155,203800310001,688185,28
156,203800310001,688183,207
157,203800310001,688180,233
158,203800310001,688179,92
159,203800310001,688177,178
160,203800310001,688176,118
161,203800310001,688173,17
162,203800310001,688172,357
163,203800310001,688166,352
164,203800310001,688165,237
165,203800310001,688161,198
166,203800310001,688159,38
167,203800310001,688158,130
168,203800310001,688157,184
169,203800310001,688156,171
170,203800310001,688155,38
171,203800310001,688153,462
172,203800310001,688150,186
173,203800310001,688148,1552
174,203800310001,688147,11
175,203800310001,688146,39
176,203800310001,688141,248
177,203800310001,688136,67
178,203800310001,688135,45
179,203800310001,688131,150
180,203800310001,688127,357
181,203800310001,688126,283
182,203800310001,688123,171
183,203800310001,688122,49
184,203800310001,688117,148
185,203800310001,688115,118
186,203800310001,688112,87
187,203800310001,688110,855
188,203800310001,688108,792
189,203800310001,688107,136
190,203800310001,688106,103
191,203800310001,688102,529
192,203800310001,688100,161
193,203800310001,688098,1266
194,203800310001,688097,161
195,203800310001,688091,49
196,203800310001,688089,182
197,203800310001,688083,10
198,203800310001,688081,613
199,203800310001,688079,59
200,203800310001,688071,197
201,203800310001,688066,316
202,203800310001,688063,84
203,203800310001,688062,754
204,203800310001,688052,108
205,203800310001,688050,141
206,203800310001,688048,81
207,203800310001,688041,22
208,203800310001,688039,180
209,203800310001,688038,171
210,203800310001,688037,154
211,203800310001,688036,203
212,203800310001,688033,110
213,203800310001,688029,182
214,203800310001,688025,124
215,203800310001,688023,11
216,203800310001,688018,55
217,203800310001,688011,93
218,203800310001,688010,235
219,203800310001,688008,508
220,203800310001,688007,1537
221,203800310001,688006,895
222,203800310001,688005,1394
223,203800310001,688004,99
224,203800310001,688003,142
225,203800310001,688001,189
226,203800310001,605599,700
227,203800310001,605598,100
228,203800310001,605507,300
229,203800310001,605389,100
230,203800310001,605378,200
231,203800310001,605376,400
232,203800310001,605358,900
233,203800310001,605333,200
234,203800310001,605305,100
235,203800310001,605300,400
236,203800310001,605228,600
237,203800310001,605208,300
238,203800310001,605189,1800
239,203800310001,605188,200
240,203800310001,605168,100
241,203800310001,605128,400
242,203800310001,605111,400
243,203800310001,605099,200
244,203800310001,605068,200
245,203800310001,605055,200
246,203800310001,605050,400
247,203800310001,605028,100
248,203800310001,605020,600
249,203800310001,603998,200
250,203800310001,603992,600
251,203800310001,603988,300
252,203800310001,603980,2700
253,203800310001,603979,100
254,203800310001,603959,3300
255,203800310001,603950,500
256,203800310001,603936,1300
257,203800310001,603929,100
258,203800310001,603922,100
259,203800310001,603920,900
260,203800310001,603906,1600
261,203800310001,603900,300
262,203800310001,603889,400
263,203800310001,603881,200
264,203800310001,603878,1100
265,203800310001,603876,700
266,203800310001,603866,400
267,203800310001,603863,1600
268,203800310001,603859,500
269,203800310001,603848,500
270,203800310001,603839,100
271,203800310001,603829,300
272,203800310001,603823,600
273,203800310001,603817,200
274,203800310001,603810,4400
275,203800310001,603809,300
276,203800310001,603806,1000
277,203800310001,603803,1400
278,203800310001,603799,100
279,203800310001,603798,300
280,203800310001,603773,500
281,203800310001,603767,500
282,203800310001,603766,600
283,203800310001,603757,700
284,203800310001,603737,200
285,203800310001,603726,400
286,203800310001,603725,2100
287,203800310001,603712,200
288,203800310001,603708,200
289,203800310001,603696,100
290,203800310001,603693,200
291,203800310001,603686,200
292,203800310001,603667,400
293,203800310001,603660,400
294,203800310001,603659,200
295,203800310001,603633,2100
296,203800310001,603628,100
297,203800310001,603626,900
298,203800310001,603618,2000
299,203800310001,603617,100
300,203800310001,603613,400
301,203800310001,603612,500
302,203800310001,603601,600
303,203800310001,603595,600
304,203800310001,603590,300
305,203800310001,603588,6600
306,203800310001,603583,500
307,203800310001,603579,700
308,203800310001,603569,300
309,203800310001,603565,500
310,203800310001,603529,200
311,203800310001,603520,2700
312,203800310001,603518,100
313,203800310001,603507,300
314,203800310001,603500,2200
315,203800310001,603499,200
316,203800310001,603496,200
317,203800310001,603486,100
318,203800310001,603456,300
319,203800310001,603429,100
320,203800310001,603421,3800
321,203800310001,603381,600
322,203800310001,603380,200
323,203800310001,603378,300
324,203800310001,603359,1500
325,203800310001,603353,700
326,203800310001,603339,400
327,203800310001,603335,1200
328,203800310001,603330,400
329,203800310001,603329,1100
330,203800310001,603328,1700
331,203800310001,603326,600
332,203800310001,603319,600
333,203800310001,603316,100
334,203800310001,603307,300
335,203800310001,603306,200
336,203800310001,603305,1300
337,203800310001,603301,100
338,203800310001,603300,6800
339,203800310001,603286,800
340,203800310001,603283,300
341,203800310001,603281,300
342,203800310001,603278,600
343,203800310001,603273,500
344,203800310001,603269,1900
345,203800310001,603266,600
346,203800310001,603236,100
347,203800310001,603231,6100
348,203800310001,603229,300
349,203800310001,603228,600
350,203800310001,603222,400
351,203800310001,603216,600
352,203800310001,603212,1700
353,203800310001,603185,300
354,203800310001,603177,100
355,203800310001,603173,100
356,203800310001,603171,100
357,203800310001,603169,1900
358,203800310001,603166,600
359,203800310001,603162,300
360,203800310001,603127,200
361,203800310001,603125,100
362,203800310001,603119,400
363,203800310001,603118,600
364,203800310001,603115,1700
365,203800310001,603112,200
366,203800310001,603110,900
367,203800310001,603109,100
368,203800310001,603098,400
369,203800310001,603089,200
370,203800310001,603088,700
371,203800310001,603083,400
372,203800310001,603077,18300
373,203800310001,603067,2500
374,203800310001,603063,300
375,203800310001,603057,500
376,203800310001,603056,400
377,203800310001,603051,100
378,203800310001,603045,300
379,203800310001,603038,300
380,203800310001,603037,2300
381,203800310001,603032,700
382,203800310001,603031,200
383,203800310001,603030,4200
384,203800310001,603026,200
385,203800310001,603015,100
386,203800310001,603009,300
387,203800310001,603008,600
388,203800310001,603006,1500
389,203800310001,601996,200
390,203800310001,601975,22800
391,203800310001,601968,5300
392,203800310001,601963,600
393,203800310001,601929,8000
394,203800310001,601908,4500
395,203800310001,601900,400
396,203800310001,601899,600
397,203800310001,601872,700
398,203800310001,601865,300
399,203800310001,601857,1100
400,203800310001,601828,8000
401,203800310001,601798,1400
402,203800310001,601789,2600
403,203800310001,601778,4300
404,203800310001,601777,200
405,203800310001,601727,300
406,203800310001,601619,17500
407,203800310001,601618,18300
408,203800310001,601616,8000
409,203800310001,601609,800
410,203800310001,601600,100
411,203800310001,601598,1700
412,203800310001,601567,800
413,203800310001,601518,600
414,203800310001,601515,8300
415,203800310001,601399,3600
416,203800310001,601339,1100
417,203800310001,601311,600
418,203800310001,601279,200
419,203800310001,601231,2500
420,203800310001,601226,900
421,203800310001,601218,2400
422,203800310001,601208,2300
423,203800310001,601168,1200
424,203800310001,601156,100
425,203800310001,601137,900
426,203800310001,601126,1300
427,203800310001,601121,2900
428,203800310001,601083,100
429,203800310001,601069,100
430,203800310001,601061,1800
431,203800310001,601020,1400
432,203800310001,601012,900
433,203800310001,601003,3100
434,203800310001,600996,900
435,203800310001,600989,200
436,203800310001,600988,400
437,203800310001,600987,400
438,203800310001,600977,100
439,203800310001,600973,900
440,203800310001,600970,1100
441,203800310001,600968,100
442,203800310001,600962,200
443,203800310001,600961,3100
444,203800310001,600960,1800
445,203800310001,600935,2800
446,203800310001,600933,2300
447,203800310001,600894,100
448,203800310001,600888,1600
449,203800310001,600868,15900
450,203800310001,600866,1800
451,203800310001,600857,300
452,203800310001,600853,300
453,203800310001,600848,2100
454,203800310001,600834,1900
455,203800310001,600828,300
456,203800310001,600819,3000
457,203800310001,600797,1400
458,203800310001,600795,1800
459,203800310001,600782,3300
460,203800310001,600780,300
461,203800310001,600770,1200
462,203800310001,600759,1900
463,203800310001,600758,19900
464,203800310001,600733,3800
465,203800310001,600732,2100
466,203800310001,600728,3600
467,203800310001,600725,1900
468,203800310001,600724,600
469,203800310001,600721,2100
470,203800310001,600712,2300
471,203800310001,600710,1000
472,203800310001,600693,2400
473,203800310001,600691,2300
474,203800310001,600688,3500
475,203800310001,600686,100
476,203800310001,600684,800
477,203800310001,600676,1700
478,203800310001,600675,4400
479,203800310001,600667,6100
480,203800310001,600664,1000
481,203800310001,600662,800
482,203800310001,600658,2100
483,203800310001,600649,1200
484,203800310001,600642,1500
485,203800310001,600641,2000
486,203800310001,600638,8100
487,203800310001,600635,1700
488,203800310001,600633,100
489,203800310001,600629,100
490,203800310001,600623,700
491,203800310001,600622,1500
492,203800310001,600620,300
493,203800310001,600601,5800
494,203800310001,600596,1200
495,203800310001,600592,500
496,203800310001,600586,400
497,203800310001,600578,500
498,203800310001,600577,3600
499,203800310001,600575,900
500,203800310001,600571,400
501,203800310001,600547,200
502,203800310001,600545,2900
503,203800310001,600537,6900
504,203800310001,600535,300
505,203800310001,600533,1600
506,203800310001,600531,3000
507,203800310001,600527,6600
508,203800310001,600522,700
509,203800310001,600521,600
510,203800310001,600509,2400
511,203800310001,600507,1000
512,203800310001,600500,3300
513,203800310001,600499,1000
514,203800310001,600497,3400
515,203800310001,600496,20900
516,203800310001,600495,1300
517,203800310001,600490,2400
518,203800310001,600489,1100
519,203800310001,600481,2700
520,203800310001,600480,200
521,203800310001,600475,1100
522,203800310001,600470,8400
523,203800310001,600468,900
524,203800310001,600459,800
525,203800310001,600458,100
526,203800310001,600452,500
527,203800310001,600446,2500
528,203800310001,600438,300
529,203800310001,600428,1500
530,203800310001,600425,3400
531,203800310001,600418,200
532,203800310001,600415,1500
533,203800310001,600410,2800
534,203800310001,600406,200
535,203800310001,600400,8700
536,203800310001,600397,2800
537,203800310001,600395,200
538,203800310001,600388,400
539,203800310001,600380,500
540,203800310001,600379,400
541,203800310001,600367,300
542,203800310001,600362,600
543,203800310001,600361,1700
544,203800310001,600353,400
545,203800310001,600351,1500
546,203800310001,600345,900
547,203800310001,600340,5800
548,203800310001,600338,700
549,203800310001,600337,7300
550,203800310001,600335,300
551,203800310001,600331,900
