,trade_dt,fund_id,s_info_windcode,shares,s_dq_close,opdate
0,2025-09-10,61.0,688800.SH,59,70.68,2025-09-10 16:42:08
1,2025-09-10,61.0,688786.SH,68,27.74,2025-09-10 16:42:08
2,2025-09-10,61.0,688779.SH,0,7.47,2025-09-10 16:42:08
3,2025-09-10,61.0,688778.SH,7,82.11,2025-09-10 16:42:08
4,2025-09-10,61.0,688777.SH,100,49.26,2025-09-10 16:42:08
5,2025-09-10,61.0,688776.SH,100,85.79,2025-09-10 16:42:08
6,2025-09-10,61.0,688772.SH,1037,22.1,2025-09-10 16:42:08
7,2025-09-10,61.0,688766.SH,58,76.5,2025-09-10 16:42:08
8,2025-09-10,61.0,688757.SH,130,29.27,2025-09-10 16:42:08
9,2025-09-10,61.0,688750.SH,100,21.9,2025-09-10 16:42:08
10,2025-09-10,61.0,688722.SH,580,19.08,2025-09-10 16:42:08
11,2025-09-10,61.0,688719.SH,0,41.39,2025-09-10 16:42:08
12,2025-09-10,61.0,688711.SH,151,28.33,2025-09-10 16:42:08
13,2025-09-10,61.0,688708.SH,214,71.43,2025-09-10 16:42:08
14,2025-09-10,61.0,688700.SH,722,39.88,2025-09-10 16:42:08
15,2025-09-10,61.0,688690.SH,767,26.73,2025-09-10 16:42:08
16,2025-09-10,61.0,688678.SH,14,27.88,2025-09-10 16:42:08
17,2025-09-10,61.0,688668.SH,186,113.02,2025-09-10 16:42:08
18,2025-09-10,61.0,688665.SH,285,56.99,2025-09-10 16:42:08
19,2025-09-10,61.0,688660.SH,925,17.89,2025-09-10 16:42:08
20,2025-09-10,61.0,688658.SH,185,26.42,2025-09-10 16:42:08
21,2025-09-10,61.0,688655.SH,113,22.09,2025-09-10 16:42:08
22,2025-09-10,61.0,688639.SH,198,37.05,2025-09-10 16:42:08
23,2025-09-10,61.0,688638.SH,1533,47.8,2025-09-10 16:42:08
24,2025-09-10,61.0,688636.SH,523,32.13,2025-09-10 16:42:08
