,trade_dt,fund_id,s_info_windcode,shares,s_dq_close,opdate
0,2025-09-16,61,688786.SH,68,27.35,2025-09-16 15:40:23
1,2025-09-16,61,688778.SH,207,80.94,2025-09-16 15:40:23
2,2025-09-16,61,688777.SH,100,51.6,2025-09-16 15:40:23
3,2025-09-16,61,688776.SH,100,90.2,2025-09-16 15:40:23
4,2025-09-16,61,688766.SH,58,105.6,2025-09-16 15:40:23
5,2025-09-16,61,688757.SH,130,30.5,2025-09-16 15:40:23
6,2025-09-16,61,688750.SH,100,21.95,2025-09-16 15:40:23
7,2025-09-16,61,688733.SH,110,26.05,2025-09-16 15:40:23
8,2025-09-16,61,688722.SH,112,19.75,2025-09-16 15:40:23
9,2025-09-16,61,688711.SH,151,28.89,2025-09-16 15:40:23
10,2025-09-16,61,688708.SH,14,72.0,2025-09-16 15:40:23
11,2025-09-16,61,688700.SH,723,40.69,2025-09-16 15:40:23
12,2025-09-16,61,688690.SH,767,26.53,2025-09-16 15:40:23
13,2025-09-16,61,688678.SH,14,30.54,2025-09-16 15:40:23
14,2025-09-16,61,688668.SH,186,109.1,2025-09-16 15:40:23
15,2025-09-16,61,688665.SH,85,61.4,2025-09-16 15:40:23
16,2025-09-16,61,688660.SH,383,19.37,2025-09-16 15:40:23
17,2025-09-16,61,688658.SH,421,25.0,2025-09-16 15:40:23
18,2025-09-16,61,688655.SH,0,23.27,2025-09-16 15:40:23
19,2025-09-16,61,688653.SH,40,13.41,2025-09-16 15:40:23
20,2025-09-16,61,688639.SH,198,34.44,2025-09-16 15:40:23
21,2025-09-16,61,688636.SH,91,32.83,2025-09-16 15:40:23
22,2025-09-16,61,688630.SH,174,145.07,2025-09-16 15:40:23
23,2025-09-16,61,688629.SH,105,88.9,2025-09-16 15:40:23
24,2025-09-16,61,688626.SH,50,57.8,2025-09-16 15:40:23
25,2025-09-16,61,688622.SH,2,106.66,2025-09-16 15:40:23
26,2025-09-16,61,688621.SH,136,81.71,2025-09-16 15:40:23
27,2025-09-16,61,688619.SH,268,15.62,2025-09-16 15:40:23
28,2025-09-16,61,688612.SH,0,39.5,2025-09-16 15:40:23
29,2025-09-16,61,688607.SH,169,29.3,2025-09-16 15:40:23
30,2025-09-16,61,688603.SH,54,82.33,2025-09-16 15:40:23
31,2025-09-16,61,688602.SH,43,8.66,2025-09-16 15:40:23
32,2025-09-16,61,688590.SH,96,23.32,2025-09-16 15:40:23
33,2025-09-16,61,688586.SH,65,10.97,2025-09-16 15:40:23
34,2025-09-16,61,688567.SH,171,19.74,2025-09-16 15:40:23
