,trade_dt,fund_id,s_info_windcode,shares,s_dq_close,opdate
0,2025-10-10,61,688786.SH,68,29.55,2025-10-10 16:58:28
1,2025-10-10,61,688779.SH,2509,7.34,2025-10-10 16:58:28
2,2025-10-10,61,688778.SH,12,78.08,2025-10-10 16:58:28
3,2025-10-10,61,688777.SH,100,58.09,2025-10-10 16:58:28
4,2025-10-10,61,688776.SH,100,100.07,2025-10-10 16:58:28
5,2025-10-10,61,688766.SH,98,109.0,2025-10-10 16:58:28
6,2025-10-10,61,688757.SH,130,30.73,2025-10-10 16:58:28
7,2025-10-10,61,688750.SH,100,21.82,2025-10-10 16:58:28
8,2025-10-10,61,688711.SH,151,25.85,2025-10-10 16:58:28
9,2025-10-10,61,688708.SH,14,71.4,2025-10-10 16:58:28
10,2025-10-10,61,688700.SH,46,37.35,2025-10-10 16:58:28
11,2025-10-10,61,688690.SH,184,27.77,2025-10-10 16:58:28
12,2025-10-10,61,688687.SH,0,27.91,2025-10-10 16:58:28
13,2025-10-10,61,688678.SH,14,31.27,2025-10-10 16:58:28
14,2025-10-10,61,688668.SH,186,90.79,2025-10-10 16:58:28
15,2025-10-10,61,688665.SH,85,61.88,2025-10-10 16:58:28
16,2025-10-10,61,688663.SH,170,43.3,2025-10-10 16:58:28
17,2025-10-10,61,688660.SH,637,21.28,2025-10-10 16:58:28
18,2025-10-10,61,688658.SH,445,22.24,2025-10-10 16:58:28
19,2025-10-10,61,688653.SH,40,14.29,2025-10-10 16:58:28
20,2025-10-10,61,688639.SH,198,35.34,2025-10-10 16:58:28
21,2025-10-10,61,688636.SH,199,33.67,2025-10-10 16:58:28
22,2025-10-10,61,688630.SH,174,136.9,2025-10-10 16:58:28
23,2025-10-10,61,688629.SH,653,90.8,2025-10-10 16:58:28
24,2025-10-10,61,688626.SH,50,52.39,2025-10-10 16:58:28
25,2025-10-10,61,688622.SH,2,114.2,2025-10-10 16:58:28
26,2025-10-10,61,688621.SH,136,61.19,2025-10-10 16:58:28
27,2025-10-10,61,688619.SH,510,16.13,2025-10-10 16:58:28
28,2025-10-10,61,688612.SH,270,40.28,2025-10-10 16:58:28
29,2025-10-10,61,688607.SH,169,27.85,2025-10-10 16:58:28
30,2025-10-10,61,688603.SH,54,73.32,2025-10-10 16:58:28
31,2025-10-10,61,688602.SH,43,8.54,2025-10-10 16:58:28
32,2025-10-10,61,688596.SH,93,45.19,2025-10-10 16:58:28
33,2025-10-10,61,688593.SH,1024,20.83,2025-10-10 16:58:28
34,2025-10-10,61,688590.SH,132,22.3,2025-10-10 16:58:28
35,2025-10-10,61,688586.SH,65,11.1,2025-10-10 16:58:28
36,2025-10-10,61,688584.SH,153,24.53,2025-10-10 16:58:28
37,2025-10-10,61,688567.SH,367,18.4,2025-10-10 16:58:28
38,2025-10-10,61,688556.SH,0,11.52,2025-10-10 16:58:28
39,2025-10-10,61,688553.SH,148,21.33,2025-10-10 16:58:28
40,2025-10-10,61,688552.SH,97,41.67,2025-10-10 16:58:28
41,2025-10-10,61,688548.SH,0,12.45,2025-10-10 16:58:28
42,2025-10-10,61,688538.SH,0,2.89,2025-10-10 16:58:28
43,2025-10-10,61,688536.SH,47,160.98,2025-10-10 16:58:28
44,2025-10-10,61,688526.SH,111,17.86,2025-10-10 16:58:28
45,2025-10-10,61,688523.SH,137,23.27,2025-10-10 16:58:28
46,2025-10-10,61,688520.SH,129,54.59,2025-10-10 16:58:28
47,2025-10-10,61,688510.SH,140,25.38,2025-10-10 16:58:28
48,2025-10-10,61,688503.SH,112,71.3,2025-10-10 16:58:28
49,2025-10-10,61,688499.SH,184,61.7,2025-10-10 16:58:28
50,2025-10-10,61,688498.SH,174,385.01,2025-10-10 16:58:28
51,2025-10-10,61,688496.SH,77,8.9,2025-10-10 16:58:28
52,2025-10-10,61,688488.SH,188,14.5,2025-10-10 16:58:28
53,2025-10-10,61,688486.SH,47,73.0,2025-10-10 16:58:28
54,2025-10-10,61,688484.SH,95,50.08,2025-10-10 16:58:28
55,2025-10-10,61,688475.SH,100,35.23,2025-10-10 16:58:28
56,2025-10-10,61,688472.SH,1115,13.23,2025-10-10 16:58:28
57,2025-10-10,61,688469.SH,0,6.68,2025-10-10 16:58:28
58,2025-10-10,61,688449.SH,763,57.5,2025-10-10 16:58:28
59,2025-10-10,61,688443.SH,268,29.78,2025-10-10 16:58:28
60,2025-10-10,61,688418.SH,198,30.75,2025-10-10 16:58:28
61,2025-10-10,61,688410.SH,159,15.58,2025-10-10 16:58:28
62,2025-10-10,61,688409.SH,58,79.8,2025-10-10 16:58:28
63,2025-10-10,61,688408.SH,17,47.18,2025-10-10 16:58:28
64,2025-10-10,61,688403.SH,1744,19.19,2025-10-10 16:58:28
65,2025-10-10,61,688401.SH,97,48.6,2025-10-10 16:58:28
66,2025-10-10,61,688400.SH,308,43.75,2025-10-10 16:58:28
67,2025-10-10,61,688398.SH,26,19.2,2025-10-10 16:58:28
68,2025-10-10,61,688392.SH,10,92.35,2025-10-10 16:58:28
69,2025-10-10,61,688389.SH,347,14.74,2025-10-10 16:58:28
70,2025-10-10,61,688388.SH,276,35.24,2025-10-10 16:58:28
71,2025-10-10,61,688383.SH,90,72.51,2025-10-10 16:58:28
72,2025-10-10,61,688382.SH,733,28.07,2025-10-10 16:58:28
73,2025-10-10,61,688378.SH,256,24.68,2025-10-10 16:58:28
74,2025-10-10,61,688373.SH,1057,8.56,2025-10-10 16:58:28
75,2025-10-10,61,688372.SH,742,82.38,2025-10-10 16:58:28
76,2025-10-10,61,688371.SH,34,24.5,2025-10-10 16:58:28
77,2025-10-10,61,688369.SH,100,25.05,2025-10-10 16:58:28
78,2025-10-10,61,688362.SH,1403,35.34,2025-10-10 16:58:28
79,2025-10-10,61,688360.SH,109,23.59,2025-10-10 16:58:28
80,2025-10-10,61,688352.SH,6232,14.02,2025-10-10 16:58:28
81,2025-10-10,61,688351.SH,100,21.54,2025-10-10 16:58:28
82,2025-10-10,61,688347.SH,399,113.1,2025-10-10 16:58:28
83,2025-10-10,61,688343.SH,772,82.35,2025-10-10 16:58:28
84,2025-10-10,61,688337.SH,15,38.93,2025-10-10 16:58:28
85,2025-10-10,61,688336.SH,55,52.44,2025-10-10 16:58:28
86,2025-10-10,61,688334.SH,36,20.38,2025-10-10 16:58:28
