,trade_dt,fund_id,s_info_windcode,shares,s_dq_close,opdate
0,2025-09-30,61,688786.SH,68,28.98,2025-09-30 16:24:12
1,2025-09-30,61,688779.SH,2709,7.78,2025-09-30 16:24:12
2,2025-09-30,61,688778.SH,12,83.9,2025-09-30 16:24:12
3,2025-09-30,61,688777.SH,100,55.08,2025-09-30 16:24:12
4,2025-09-30,61,688776.SH,100,83.5,2025-09-30 16:24:12
5,2025-09-30,61,688766.SH,98,112.28,2025-09-30 16:24:12
6,2025-09-30,61,688757.SH,130,32.19,2025-09-30 16:24:12
7,2025-09-30,61,688750.SH,100,21.12,2025-09-30 16:24:12
8,2025-09-30,61,688711.SH,151,26.46,2025-09-30 16:24:12
9,2025-09-30,61,688708.SH,14,71.35,2025-09-30 16:24:12
10,2025-09-30,61,688700.SH,46,39.25,2025-09-30 16:24:12
11,2025-09-30,61,688690.SH,184,28.88,2025-09-30 16:24:12
12,2025-09-30,61,688687.SH,88,28.0,2025-09-30 16:24:12
13,2025-09-30,61,688678.SH,14,33.04,2025-09-30 16:24:12
14,2025-09-30,61,688668.SH,186,94.91,2025-09-30 16:24:12
15,2025-09-30,61,688665.SH,85,63.26,2025-09-30 16:24:12
16,2025-09-30,61,688663.SH,170,40.2,2025-09-30 16:24:12
17,2025-09-30,61,688660.SH,583,23.11,2025-09-30 16:24:12
18,2025-09-30,61,688658.SH,1231,22.15,2025-09-30 16:24:12
19,2025-09-30,61,688653.SH,40,13.63,2025-09-30 16:24:12
20,2025-09-30,61,688639.SH,198,33.7,2025-09-30 16:24:12
21,2025-09-30,61,688636.SH,199,34.38,2025-09-30 16:24:12
22,2025-09-30,61,688630.SH,174,141.34,2025-09-30 16:24:12
23,2025-09-30,61,688629.SH,28,98.4,2025-09-30 16:24:12
24,2025-09-30,61,688626.SH,50,51.1,2025-09-30 16:24:12
25,2025-09-30,61,688622.SH,2,103.37,2025-09-30 16:24:12
26,2025-09-30,61,688621.SH,136,66.04,2025-09-30 16:24:12
27,2025-09-30,61,688612.SH,270,41.01,2025-09-30 16:24:12
28,2025-09-30,61,688607.SH,169,27.47,2025-09-30 16:24:12
29,2025-09-30,61,688603.SH,54,76.04,2025-09-30 16:24:12
30,2025-09-30,61,688602.SH,43,8.68,2025-09-30 16:24:12
31,2025-09-30,61,688596.SH,93,43.37,2025-09-30 16:24:12
32,2025-09-30,61,688590.SH,132,23.17,2025-09-30 16:24:12
33,2025-09-30,61,688586.SH,65,10.87,2025-09-30 16:24:12
34,2025-09-30,61,688584.SH,153,25.74,2025-09-30 16:24:12
35,2025-09-30,61,688567.SH,367,21.39,2025-09-30 16:24:12
36,2025-09-30,61,688556.SH,3119,10.06,2025-09-30 16:24:12
37,2025-09-30,61,688553.SH,148,21.46,2025-09-30 16:24:12
38,2025-09-30,61,688552.SH,97,43.1,2025-09-30 16:24:12
39,2025-09-30,61,688548.SH,571,12.31,2025-09-30 16:24:12
40,2025-09-30,61,688538.SH,11093,2.9,2025-09-30 16:24:12
41,2025-09-30,61,688536.SH,47,173.34,2025-09-30 16:24:12
42,2025-09-30,61,688526.SH,111,17.72,2025-09-30 16:24:12
43,2025-09-30,61,688523.SH,137,23.82,2025-09-30 16:24:12
44,2025-09-30,61,688520.SH,129,55.8,2025-09-30 16:24:12
45,2025-09-30,61,688510.SH,140,26.15,2025-09-30 16:24:12
46,2025-09-30,61,688503.SH,112,81.94,2025-09-30 16:24:12
47,2025-09-30,61,688499.SH,184,72.23,2025-09-30 16:24:12
48,2025-09-30,61,688498.SH,174,429.0,2025-09-30 16:24:12
49,2025-09-30,61,688496.SH,77,9.29,2025-09-30 16:24:12
50,2025-09-30,61,688488.SH,188,14.38,2025-09-30 16:24:12
51,2025-09-30,61,688486.SH,47,74.34,2025-09-30 16:24:12
52,2025-09-30,61,688484.SH,95,51.59,2025-09-30 16:24:12
53,2025-09-30,61,688475.SH,100,33.87,2025-09-30 16:24:12
54,2025-09-30,61,688472.SH,897,13.44,2025-09-30 16:24:12
55,2025-09-30,61,688469.SH,4511,6.58,2025-09-30 16:24:12
56,2025-09-30,61,688443.SH,268,30.55,2025-09-30 16:24:12
57,2025-09-30,61,688428.SH,338,28.52,2025-09-30 16:24:12
58,2025-09-30,61,688418.SH,198,29.69,2025-09-30 16:24:12
59,2025-09-30,61,688410.SH,159,14.77,2025-09-30 16:24:12
60,2025-09-30,61,688409.SH,58,74.28,2025-09-30 16:24:12
61,2025-09-30,61,688408.SH,217,47.43,2025-09-30 16:24:12
62,2025-09-30,61,688403.SH,3232,19.35,2025-09-30 16:24:12
63,2025-09-30,61,688401.SH,97,49.22,2025-09-30 16:24:12
64,2025-09-30,61,688400.SH,0,47.87,2025-09-30 16:24:12
65,2025-09-30,61,688398.SH,26,19.01,2025-09-30 16:24:12
66,2025-09-30,61,688392.SH,10,96.07,2025-09-30 16:24:12
67,2025-09-30,61,688389.SH,347,13.82,2025-09-30 16:24:12
68,2025-09-30,61,688383.SH,90,74.8,2025-09-30 16:24:12
69,2025-09-30,61,688382.SH,223,31.11,2025-09-30 16:24:12
70,2025-09-30,61,688378.SH,0,24.72,2025-09-30 16:24:12
71,2025-09-30,61,688373.SH,0,9.11,2025-09-30 16:24:12
72,2025-09-30,61,688372.SH,190,89.13,2025-09-30 16:24:12
73,2025-09-30,61,688371.SH,34,25.03,2025-09-30 16:24:12
74,2025-09-30,61,688369.SH,100,27.04,2025-09-30 16:24:12
75,2025-09-30,61,688360.SH,109,23.43,2025-09-30 16:24:12
76,2025-09-30,61,688352.SH,9287,14.46,2025-09-30 16:24:12
77,2025-09-30,61,688351.SH,100,22.13,2025-09-30 16:24:12
78,2025-09-30,61,688347.SH,8,114.56,2025-09-30 16:24:12
79,2025-09-30,61,688343.SH,16,88.48,2025-09-30 16:24:12
80,2025-09-30,61,688337.SH,15,38.33,2025-09-30 16:24:12
81,2025-09-30,61,688336.SH,55,56.82,2025-09-30 16:24:12
82,2025-09-30,61,688334.SH,36,19.28,2025-09-30 16:24:12
83,2025-09-30,61,688333.SH,250,76.33,2025-09-30 16:24:12
84,2025-09-30,61,688331.SH,145,116.88,2025-09-30 16:24:12
85,2025-09-30,61,688328.SH,79,29.88,2025-09-30 16:24:12
86,2025-09-30,61,688327.SH,445,17.32,2025-09-30 16:24:12
87,2025-09-30,61,688322.SH,202,91.1,2025-09-30 16:24:12
88,2025-09-30,61,688321.SH,520,32.08,2025-09-30 16:24:12
89,2025-09-30,61,688317.SH,23,23.23,2025-09-30 16:24:12
90,2025-09-30,61,688312.SH,0,34.45,2025-09-30 16:24:12
91,2025-09-30,61,688311.SH,167,35.35,2025-09-30 16:24:12
92,2025-09-30,61,688309.SH,98,24.31,2025-09-30 16:24:12
93,2025-09-30,61,688307.SH,0,37.13,2025-09-30 16:24:12
94,2025-09-30,61,688306.SH,197,13.44,2025-09-30 16:24:12
95,2025-09-30,61,688303.SH,73,28.73,2025-09-30 16:24:12
96,2025-09-30,61,688302.SH,10,53.25,2025-09-30 16:24:12
97,2025-09-30,61,688301.SH,117,115.76,2025-09-30 16:24:12
98,2025-09-30,61,688300.SH,196,62.1,2025-09-30 16:24:12
99,2025-09-30,61,688277.SH,1088,18.37,2025-09-30 16:24:12
100,2025-09-30,61,688270.SH,38,65.3,2025-09-30 16:24:12
101,2025-09-30,61,688267.SH,92,27.8,2025-09-30 16:24:12
102,2025-09-30,61,688262.SH,157,31.47,2025-09-30 16:24:12
103,2025-09-30,61,688261.SH,80,76.67,2025-09-30 16:24:12
104,2025-09-30,61,688258.SH,76,73.28,2025-09-30 16:24:12
105,2025-09-30,61,688257.SH,161,19.85,2025-09-30 16:24:12
106,2025-09-30,61,688249.SH,0,34.85,2025-09-30 16:24:12
107,2025-09-30,61,688247.SH,108,10.92,2025-09-30 16:24:12
108,2025-09-30,61,688246.SH,78,30.42,2025-09-30 16:24:12
109,2025-09-30,61,688239.SH,0,43.99,2025-09-30 16:24:12
110,2025-09-30,61,688238.SH,108,7.87,2025-09-30 16:24:12
111,2025-09-30,61,688236.SH,39,24.91,2025-09-30 16:24:12
112,2025-09-30,61,688235.SH,38,306.9,2025-09-30 16:24:12
113,2025-09-30,61,688233.SH,761,50.77,2025-09-30 16:24:12
114,2025-09-30,61,688226.SH,68,50.0,2025-09-30 16:24:12
115,2025-09-30,61,688222.SH,184,24.67,2025-09-30 16:24:12
116,2025-09-30,61,688221.SH,2061,14.43,2025-09-30 16:24:12
117,2025-09-30,61,688210.SH,49,62.45,2025-09-30 16:24:12
118,2025-09-30,61,688209.SH,543,22.9,2025-09-30 16:24:12
119,2025-09-30,61,688208.SH,151,39.22,2025-09-30 16:24:12
120,2025-09-30,61,688206.SH,25,42.21,2025-09-30 16:24:12
121,2025-09-30,61,688205.SH,157,121.02,2025-09-30 16:24:12
122,2025-09-30,61,688202.SH,187,69.44,2025-09-30 16:24:12
123,2025-09-30,61,688201.SH,154,14.75,2025-09-30 16:24:12
124,2025-09-30,61,688197.SH,71,45.1,2025-09-30 16:24:12
125,2025-09-30,61,688195.SH,115,118.24,2025-09-30 16:24:12
126,2025-09-30,61,688192.SH,12,72.43,2025-09-30 16:24:12
127,2025-09-30,61,688191.SH,49,30.17,2025-09-30 16:24:12
128,2025-09-30,61,688189.SH,1198,11.37,2025-09-30 16:24:12
129,2025-09-30,61,688186.SH,178,27.26,2025-09-30 16:24:12
130,2025-09-30,61,688185.SH,28,79.52,2025-09-30 16:24:12
131,2025-09-30,61,688183.SH,10,78.5,2025-09-30 16:24:12
132,2025-09-30,61,688179.SH,92,13.03,2025-09-30 16:24:12
133,2025-09-30,61,688177.SH,378,28.93,2025-09-30 16:24:12
134,2025-09-30,61,688176.SH,118,10.68,2025-09-30 16:24:12
135,2025-09-30,61,688170.SH,546,38.6,2025-09-30 16:24:12
136,2025-09-30,61,688166.SH,130,59.8,2025-09-30 16:24:12
137,2025-09-30,61,688165.SH,400,25.26,2025-09-30 16:24:12
138,2025-09-30,61,688161.SH,198,32.9,2025-09-30 16:24:12
139,2025-09-30,61,688159.SH,38,71.1,2025-09-30 16:24:12
140,2025-09-30,61,688158.SH,130,27.04,2025-09-30 16:24:12
141,2025-09-30,61,688156.SH,171,20.09,2025-09-30 16:24:12
142,2025-09-30,61,688150.SH,186,24.68,2025-09-30 16:24:12
143,2025-09-30,61,688148.SH,43,6.88,2025-09-30 16:24:12
144,2025-09-30,61,688146.SH,239,43.96,2025-09-30 16:24:12
145,2025-09-30,61,688141.SH,80,58.05,2025-09-30 16:24:12
146,2025-09-30,61,688136.SH,67,39.02,2025-09-30 16:24:12
147,2025-09-30,61,688131.SH,150,82.6,2025-09-30 16:24:12
148,2025-09-30,61,688128.SH,133,31.64,2025-09-30 16:24:12
149,2025-09-30,61,688127.SH,157,32.43,2025-09-30 16:24:12
150,2025-09-30,61,688123.SH,135,162.47,2025-09-30 16:24:12
151,2025-09-30,61,688117.SH,148,40.91,2025-09-30 16:24:12
152,2025-09-30,61,688115.SH,118,56.43,2025-09-30 16:24:12
153,2025-09-30,61,688112.SH,87,37.69,2025-09-30 16:24:12
