,trade_dt,fund_id,s_info_windcode,shares,s_dq_close,opdate
0,2025-09-29,61,688786.SH,68,27.38,2025-09-29 15:23:02
1,2025-09-29,61,688779.SH,1790,7.49,2025-09-29 15:23:02
2,2025-09-29,61,688778.SH,12,81.89,2025-09-29 15:23:02
3,2025-09-29,61,688777.SH,100,53.66,2025-09-29 15:23:02
4,2025-09-29,61,688776.SH,100,81.57,2025-09-29 15:23:02
5,2025-09-29,61,688766.SH,98,101.8,2025-09-29 15:23:02
6,2025-09-29,61,688757.SH,130,31.61,2025-09-29 15:23:02
7,2025-09-29,61,688750.SH,100,20.92,2025-09-29 15:23:02
8,2025-09-29,61,688733.SH,0,26.79,2025-09-29 15:23:02
9,2025-09-29,61,688711.SH,151,25.89,2025-09-29 15:23:02
10,2025-09-29,61,688708.SH,14,67.9,2025-09-29 15:23:02
11,2025-09-29,61,688700.SH,46,39.0,2025-09-29 15:23:02
12,2025-09-29,61,688690.SH,184,28.45,2025-09-29 15:23:02
13,2025-09-29,61,688687.SH,288,27.86,2025-09-29 15:23:02
14,2025-09-29,61,688678.SH,14,34.53,2025-09-29 15:23:02
15,2025-09-29,61,688668.SH,186,97.88,2025-09-29 15:23:02
16,2025-09-29,61,688665.SH,85,61.69,2025-09-29 15:23:02
17,2025-09-29,61,688663.SH,968,40.25,2025-09-29 15:23:02
18,2025-09-29,61,688660.SH,204,22.66,2025-09-29 15:23:02
19,2025-09-29,61,688658.SH,484,22.75,2025-09-29 15:23:02
20,2025-09-29,61,688653.SH,40,13.4,2025-09-29 15:23:02
21,2025-09-29,61,688639.SH,198,33.0,2025-09-29 15:23:02
22,2025-09-29,61,688636.SH,199,33.47,2025-09-29 15:23:02
23,2025-09-29,61,688630.SH,174,145.66,2025-09-29 15:23:02
24,2025-09-29,61,688629.SH,228,99.22,2025-09-29 15:23:02
25,2025-09-29,61,688626.SH,50,51.02,2025-09-29 15:23:02
26,2025-09-29,61,688622.SH,2,102.25,2025-09-29 15:23:02
27,2025-09-29,61,688621.SH,136,66.8,2025-09-29 15:23:02
28,2025-09-29,61,688612.SH,270,41.22,2025-09-29 15:23:02
29,2025-09-29,61,688607.SH,169,27.31,2025-09-29 15:23:02
30,2025-09-29,61,688603.SH,54,76.27,2025-09-29 15:23:02
31,2025-09-29,61,688602.SH,43,8.68,2025-09-29 15:23:02
32,2025-09-29,61,688596.SH,93,42.53,2025-09-29 15:23:02
33,2025-09-29,61,688590.SH,132,22.84,2025-09-29 15:23:02
34,2025-09-29,61,688586.SH,65,10.67,2025-09-29 15:23:02
35,2025-09-29,61,688584.SH,153,25.81,2025-09-29 15:23:02
36,2025-09-29,61,688567.SH,367,20.86,2025-09-29 15:23:02
37,2025-09-29,61,688559.SH,0,42.79,2025-09-29 15:23:02
38,2025-09-29,61,688556.SH,3119,10.13,2025-09-29 15:23:02
39,2025-09-29,61,688553.SH,148,21.45,2025-09-29 15:23:02
40,2025-09-29,61,688552.SH,97,39.2,2025-09-29 15:23:02
41,2025-09-29,61,688548.SH,778,12.36,2025-09-29 15:23:02
42,2025-09-29,61,688538.SH,21915,2.85,2025-09-29 15:23:02
43,2025-09-29,61,688536.SH,47,167.08,2025-09-29 15:23:02
44,2025-09-29,61,688526.SH,111,17.48,2025-09-29 15:23:02
45,2025-09-29,61,688523.SH,137,23.03,2025-09-29 15:23:02
46,2025-09-29,61,688520.SH,129,55.41,2025-09-29 15:23:02
47,2025-09-29,61,688510.SH,140,26.3,2025-09-29 15:23:02
48,2025-09-29,61,688503.SH,112,83.0,2025-09-29 15:23:02
49,2025-09-29,61,688499.SH,184,71.85,2025-09-29 15:23:02
50,2025-09-29,61,688498.SH,174,410.23,2025-09-29 15:23:02
51,2025-09-29,61,688496.SH,77,9.4,2025-09-29 15:23:02
52,2025-09-29,61,688488.SH,188,14.39,2025-09-29 15:23:02
53,2025-09-29,61,688486.SH,47,72.8,2025-09-29 15:23:02
54,2025-09-29,61,688484.SH,95,50.13,2025-09-29 15:23:02
55,2025-09-29,61,688475.SH,100,33.25,2025-09-29 15:23:02
56,2025-09-29,61,688472.SH,1056,12.89,2025-09-29 15:23:02
57,2025-09-29,61,688469.SH,7960,6.45,2025-09-29 15:23:02
58,2025-09-29,61,688443.SH,268,30.9,2025-09-29 15:23:02
59,2025-09-29,61,688428.SH,711,27.74,2025-09-29 15:23:02
60,2025-09-29,61,688419.SH,0,31.0,2025-09-29 15:23:02
61,2025-09-29,61,688418.SH,198,29.51,2025-09-29 15:23:02
62,2025-09-29,61,688410.SH,159,14.56,2025-09-29 15:23:02
63,2025-09-29,61,688409.SH,58,72.75,2025-09-29 15:23:02
64,2025-09-29,61,688408.SH,217,46.12,2025-09-29 15:23:02
65,2025-09-29,61,688403.SH,4569,18.87,2025-09-29 15:23:02
66,2025-09-29,61,688401.SH,97,48.38,2025-09-29 15:23:02
67,2025-09-29,61,688400.SH,486,46.52,2025-09-29 15:23:02
68,2025-09-29,61,688398.SH,26,19.26,2025-09-29 15:23:02
69,2025-09-29,61,688392.SH,10,96.0,2025-09-29 15:23:02
70,2025-09-29,61,688389.SH,347,13.72,2025-09-29 15:23:02
71,2025-09-29,61,688383.SH,90,71.88,2025-09-29 15:23:02
72,2025-09-29,61,688382.SH,423,30.93,2025-09-29 15:23:02
73,2025-09-29,61,688378.SH,450,24.8,2025-09-29 15:23:02
74,2025-09-29,61,688373.SH,3883,8.4,2025-09-29 15:23:02
75,2025-09-29,61,688372.SH,190,83.72,2025-09-29 15:23:02
76,2025-09-29,61,688371.SH,34,25.55,2025-09-29 15:23:02
77,2025-09-29,61,688369.SH,100,26.77,2025-09-29 15:23:02
78,2025-09-29,61,688360.SH,109,23.63,2025-09-29 15:23:02
79,2025-09-29,61,688352.SH,470,14.63,2025-09-29 15:23:02
80,2025-09-29,61,688351.SH,100,21.94,2025-09-29 15:23:02
81,2025-09-29,61,688347.SH,8,99.0,2025-09-29 15:23:02
82,2025-09-29,61,688343.SH,349,82.77,2025-09-29 15:23:02
83,2025-09-29,61,688337.SH,15,37.34,2025-09-29 15:23:02
84,2025-09-29,61,688336.SH,55,57.96,2025-09-29 15:23:02
85,2025-09-29,61,688334.SH,36,19.42,2025-09-29 15:23:02
86,2025-09-29,61,688333.SH,250,75.87,2025-09-29 15:23:02
87,2025-09-29,61,688331.SH,145,110.0,2025-09-29 15:23:02
88,2025-09-29,61,688328.SH,79,28.56,2025-09-29 15:23:02
89,2025-09-29,61,688327.SH,445,16.94,2025-09-29 15:23:02
90,2025-09-29,61,688322.SH,202,89.59,2025-09-29 15:23:02
91,2025-09-29,61,688321.SH,720,30.87,2025-09-29 15:23:02
92,2025-09-29,61,688317.SH,23,23.29,2025-09-29 15:23:02
93,2025-09-29,61,688312.SH,460,34.16,2025-09-29 15:23:02
94,2025-09-29,61,688311.SH,167,34.14,2025-09-29 15:23:02
95,2025-09-29,61,688309.SH,98,24.36,2025-09-29 15:23:02
96,2025-09-29,61,688307.SH,833,37.51,2025-09-29 15:23:02
97,2025-09-29,61,688306.SH,397,13.28,2025-09-29 15:23:02
98,2025-09-29,61,688303.SH,73,28.57,2025-09-29 15:23:02
99,2025-09-29,61,688302.SH,10,53.08,2025-09-29 15:23:02
100,2025-09-29,61,688301.SH,117,113.35,2025-09-29 15:23:02
101,2025-09-29,61,688300.SH,196,60.01,2025-09-29 15:23:02
102,2025-09-29,61,688270.SH,38,64.5,2025-09-29 15:23:02
103,2025-09-29,61,688267.SH,92,27.7,2025-09-29 15:23:02
104,2025-09-29,61,688266.SH,0,108.22,2025-09-29 15:23:02
105,2025-09-29,61,688262.SH,157,30.46,2025-09-29 15:23:02
106,2025-09-29,61,688261.SH,80,75.8,2025-09-29 15:23:02
107,2025-09-29,61,688258.SH,76,71.19,2025-09-29 15:23:02
108,2025-09-29,61,688257.SH,161,20.18,2025-09-29 15:23:02
109,2025-09-29,61,688249.SH,4849,33.67,2025-09-29 15:23:02
110,2025-09-29,61,688247.SH,108,10.76,2025-09-29 15:23:02
111,2025-09-29,61,688246.SH,78,29.67,2025-09-29 15:23:02
112,2025-09-29,61,688239.SH,1804,45.6,2025-09-29 15:23:02
113,2025-09-29,61,688238.SH,108,7.76,2025-09-29 15:23:02
114,2025-09-29,61,688236.SH,39,23.73,2025-09-29 15:23:02
115,2025-09-29,61,688235.SH,38,301.02,2025-09-29 15:23:02
116,2025-09-29,61,688233.SH,0,45.2,2025-09-29 15:23:02
117,2025-09-29,61,688226.SH,68,49.03,2025-09-29 15:23:02
118,2025-09-29,61,688222.SH,184,23.87,2025-09-29 15:23:02
119,2025-09-29,61,688221.SH,2261,14.4,2025-09-29 15:23:02
120,2025-09-29,61,688210.SH,49,61.8,2025-09-29 15:23:02
121,2025-09-29,61,688209.SH,787,22.15,2025-09-29 15:23:02
122,2025-09-29,61,688208.SH,151,38.64,2025-09-29 15:23:02
123,2025-09-29,61,688206.SH,25,42.48,2025-09-29 15:23:02
124,2025-09-29,61,688205.SH,157,120.66,2025-09-29 15:23:02
125,2025-09-29,61,688202.SH,187,66.23,2025-09-29 15:23:02
126,2025-09-29,61,688201.SH,154,14.55,2025-09-29 15:23:02
127,2025-09-29,61,688197.SH,71,44.59,2025-09-29 15:23:02
128,2025-09-29,61,688195.SH,115,119.96,2025-09-29 15:23:02
129,2025-09-29,61,688192.SH,12,71.02,2025-09-29 15:23:02
130,2025-09-29,61,688191.SH,49,29.71,2025-09-29 15:23:02
131,2025-09-29,61,688189.SH,302,11.44,2025-09-29 15:23:02
132,2025-09-29,61,688186.SH,178,26.82,2025-09-29 15:23:02
133,2025-09-29,61,688185.SH,28,77.51,2025-09-29 15:23:02
134,2025-09-29,61,688183.SH,10,81.24,2025-09-29 15:23:02
135,2025-09-29,61,688179.SH,92,13.12,2025-09-29 15:23:02
136,2025-09-29,61,688177.SH,378,28.99,2025-09-29 15:23:02
137,2025-09-29,61,688176.SH,118,10.58,2025-09-29 15:23:02
138,2025-09-29,61,688166.SH,330,59.44,2025-09-29 15:23:02
139,2025-09-29,61,688165.SH,903,25.42,2025-09-29 15:23:02
140,2025-09-29,61,688161.SH,198,32.4,2025-09-29 15:23:02
141,2025-09-29,61,688159.SH,38,71.85,2025-09-29 15:23:02
142,2025-09-29,61,688158.SH,130,26.4,2025-09-29 15:23:02
143,2025-09-29,61,688156.SH,171,20.1,2025-09-29 15:23:02
144,2025-09-29,61,688150.SH,186,25.08,2025-09-29 15:23:02
145,2025-09-29,61,688148.SH,43,7.18,2025-09-29 15:23:02
146,2025-09-29,61,688146.SH,239,43.79,2025-09-29 15:23:02
147,2025-09-29,61,688141.SH,80,57.95,2025-09-29 15:23:02
148,2025-09-29,61,688136.SH,67,38.35,2025-09-29 15:23:02
149,2025-09-29,61,688131.SH,150,77.66,2025-09-29 15:23:02
150,2025-09-29,61,688128.SH,133,30.76,2025-09-29 15:23:02
151,2025-09-29,61,688127.SH,357,32.68,2025-09-29 15:23:02
152,2025-09-29,61,688123.SH,135,147.07,2025-09-29 15:23:02
153,2025-09-29,61,688117.SH,148,39.12,2025-09-29 15:23:02
154,2025-09-29,61,688115.SH,118,56.2,2025-09-29 15:23:02
155,2025-09-29,61,688112.SH,87,37.36,2025-09-29 15:23:02
156,2025-09-29,61,688110.SH,60,110.54,2025-09-29 15:23:02
157,2025-09-29,61,688108.SH,0,27.83,2025-09-29 15:23:02
158,2025-09-29,61,688107.SH,136,30.95,2025-09-29 15:23:02
159,2025-09-29,61,688106.SH,522,19.61,2025-09-29 15:23:02
160,2025-09-29,61,688100.SH,161,37.67,2025-09-29 15:23:02
161,2025-09-29,61,688098.SH,1405,10.59,2025-09-29 15:23:02
162,2025-09-29,61,688097.SH,37,36.97,2025-09-29 15:23:02
163,2025-09-29,61,688091.SH,49,58.37,2025-09-29 15:23:02
164,2025-09-29,61,688089.SH,182,25.48,2025-09-29 15:23:02
165,2025-09-29,61,688083.SH,181,74.49,2025-09-29 15:23:02
166,2025-09-29,61,688081.SH,46,36.3,2025-09-29 15:23:02
167,2025-09-29,61,688079.SH,59,13.35,2025-09-29 15:23:02
168,2025-09-29,61,688071.SH,197,45.1,2025-09-29 15:23:02
169,2025-09-29,61,688063.SH,94,61.87,2025-09-29 15:23:02
170,2025-09-29,61,688052.SH,108,195.31,2025-09-29 15:23:02
171,2025-09-29,61,688050.SH,141,73.28,2025-09-29 15:23:02
172,2025-09-29,61,688048.SH,81,74.9,2025-09-29 15:23:02
173,2025-09-29,61,688041.SH,22,255.84,2025-09-29 15:23:02
174,2025-09-29,61,688038.SH,0,18.76,2025-09-29 15:23:02
175,2025-09-29,61,688033.SH,110,6.61,2025-09-29 15:23:02
176,2025-09-29,61,688029.SH,182,93.33,2025-09-29 15:23:02
177,2025-09-29,61,688025.SH,124,143.34,2025-09-29 15:23:02
178,2025-09-29,61,688023.SH,11,52.87,2025-09-29 15:23:02
179,2025-09-29,61,688011.SH,93,35.2,2025-09-29 15:23:02
180,2025-09-29,61,688010.SH,0,30.16,2025-09-29 15:23:02
181,2025-09-29,61,688007.SH,596,21.14,2025-09-29 15:23:02
182,2025-09-29,61,688005.SH,277,30.35,2025-09-29 15:23:02
183,2025-09-29,61,688004.SH,99,27.45,2025-09-29 15:23:02
184,2025-09-29,61,688003.SH,142,58.87,2025-09-29 15:23:02
185,2025-09-29,61,605599.SH,100,13.98,2025-09-29 15:23:02
186,2025-09-29,61,605566.SH,200,28.92,2025-09-29 15:23:02
187,2025-09-29,61,605555.SH,600,17.15,2025-09-29 15:23:02
188,2025-09-29,61,605507.SH,500,22.22,2025-09-29 15:23:02
189,2025-09-29,61,605488.SH,0,37.41,2025-09-29 15:23:02
190,2025-09-29,61,605389.SH,100,57.3,2025-09-29 15:23:02
191,2025-09-29,61,605376.SH,100,59.49,2025-09-29 15:23:02
192,2025-09-29,61,605338.SH,400,23.01,2025-09-29 15:23:02
193,2025-09-29,61,605333.SH,200,38.18,2025-09-29 15:23:02
194,2025-09-29,61,605298.SH,100,43.88,2025-09-29 15:23:02
195,2025-09-29,61,605296.SH,0,30.23,2025-09-29 15:23:02
196,2025-09-29,61,605287.SH,0,23.45,2025-09-29 15:23:02
197,2025-09-29,61,605286.SH,100,42.6,2025-09-29 15:23:02
198,2025-09-29,61,605228.SH,600,17.03,2025-09-29 15:23:02
199,2025-09-29,61,605222.SH,100,18.71,2025-09-29 15:23:02
200,2025-09-29,61,605198.SH,200,42.96,2025-09-29 15:23:02
201,2025-09-29,61,605196.SH,900,24.1,2025-09-29 15:23:02
202,2025-09-29,61,605189.SH,2100,16.41,2025-09-29 15:23:02
203,2025-09-29,61,605183.SH,100,20.16,2025-09-29 15:23:02
204,2025-09-29,61,605178.SH,800,32.57,2025-09-29 15:23:02
205,2025-09-29,61,605168.SH,500,30.32,2025-09-29 15:23:02
206,2025-09-29,61,605166.SH,1600,11.63,2025-09-29 15:23:02
207,2025-09-29,61,605138.SH,300,7.59,2025-09-29 15:23:02
208,2025-09-29,61,605133.SH,0,40.89,2025-09-29 15:23:02
209,2025-09-29,61,605118.SH,100,28.54,2025-09-29 15:23:02
210,2025-09-29,61,605111.SH,700,35.57,2025-09-29 15:23:02
211,2025-09-29,61,605090.SH,0,32.44,2025-09-29 15:23:02
212,2025-09-29,61,605068.SH,0,30.48,2025-09-29 15:23:02
213,2025-09-29,61,605060.SH,800,28.63,2025-09-29 15:23:02
214,2025-09-29,61,605055.SH,200,10.44,2025-09-29 15:23:02
215,2025-09-29,61,605050.SH,1800,17.7,2025-09-29 15:23:02
216,2025-09-29,61,605033.SH,300,21.98,2025-09-29 15:23:02
217,2025-09-29,61,605028.SH,100,31.1,2025-09-29 15:23:02
218,2025-09-29,61,605020.SH,400,28.5,2025-09-29 15:23:02
219,2025-09-29,61,603993.SH,1800,14.74,2025-09-29 15:23:02
220,2025-09-29,61,603992.SH,1300,31.5,2025-09-29 15:23:02
221,2025-09-29,61,603989.SH,600,18.7,2025-09-29 15:23:02
222,2025-09-29,61,603988.SH,500,28.39,2025-09-29 15:23:02
223,2025-09-29,61,603986.SH,100,197.13,2025-09-29 15:23:02
224,2025-09-29,61,603985.SH,1100,17.15,2025-09-29 15:23:02
225,2025-09-29,61,603980.SH,400,5.62,2025-09-29 15:23:02
226,2025-09-29,61,603978.SH,200,23.52,2025-09-29 15:23:02
227,2025-09-29,61,603969.SH,1900,10.24,2025-09-29 15:23:02
228,2025-09-29,61,603956.SH,0,6.93,2025-09-29 15:23:02
229,2025-09-29,61,603949.SH,0,21.32,2025-09-29 15:23:02
230,2025-09-29,61,603948.SH,400,25.12,2025-09-29 15:23:02
231,2025-09-29,61,603936.SH,300,13.05,2025-09-29 15:23:02
232,2025-09-29,61,603929.SH,400,42.98,2025-09-29 15:23:02
233,2025-09-29,61,603928.SH,100,15.76,2025-09-29 15:23:02
234,2025-09-29,61,603922.SH,100,21.34,2025-09-29 15:23:02
235,2025-09-29,61,603920.SH,1100,46.33,2025-09-29 15:23:02
236,2025-09-29,61,603916.SH,0,10.59,2025-09-29 15:23:02
237,2025-09-29,61,603915.SH,0,17.22,2025-09-29 15:23:02
238,2025-09-29,61,603903.SH,0,12.2,2025-09-29 15:23:02
239,2025-09-29,61,603901.SH,0,11.95,2025-09-29 15:23:02
240,2025-09-29,61,603900.SH,400,10.18,2025-09-29 15:23:02
241,2025-09-29,61,603888.SH,100,19.38,2025-09-29 15:23:02
242,2025-09-29,61,603882.SH,200,29.33,2025-09-29 15:23:02
243,2025-09-29,61,603881.SH,200,37.35,2025-09-29 15:23:02
244,2025-09-29,61,603878.SH,200,9.34,2025-09-29 15:23:02
245,2025-09-29,61,603871.SH,500,14.25,2025-09-29 15:23:02
246,2025-09-29,61,603863.SH,700,22.64,2025-09-29 15:23:02
247,2025-09-29,61,603848.SH,100,19.33,2025-09-29 15:23:02
248,2025-09-29,61,603829.SH,1700,22.28,2025-09-29 15:23:02
249,2025-09-29,61,603823.SH,0,14.92,2025-09-29 15:23:02
250,2025-09-29,61,603818.SH,1600,3.93,2025-09-29 15:23:02
251,2025-09-29,61,603816.SH,200,29.6,2025-09-29 15:23:02
252,2025-09-29,61,603811.SH,1700,12.9,2025-09-29 15:23:02
253,2025-09-29,61,603809.SH,7600,16.82,2025-09-29 15:23:02
254,2025-09-29,61,603806.SH,1400,15.61,2025-09-29 15:23:02
255,2025-09-29,61,603800.SH,0,50.16,2025-09-29 15:23:02
256,2025-09-29,61,603798.SH,1800,16.64,2025-09-29 15:23:02
257,2025-09-29,61,603790.SH,0,24.05,2025-09-29 15:23:02
258,2025-09-29,61,603786.SH,100,108.26,2025-09-29 15:23:02
259,2025-09-29,61,603773.SH,0,33.85,2025-09-29 15:23:02
260,2025-09-29,61,603766.SH,1300,12.13,2025-09-29 15:23:02
261,2025-09-29,61,603758.SH,2200,15.92,2025-09-29 15:23:02
262,2025-09-29,61,603738.SH,1800,15.72,2025-09-29 15:23:02
263,2025-09-29,61,603733.SH,100,23.87,2025-09-29 15:23:02
264,2025-09-29,61,603726.SH,700,26.19,2025-09-29 15:23:02
265,2025-09-29,61,603722.SH,200,43.67,2025-09-29 15:23:02
266,2025-09-29,61,603717.SH,100,8.87,2025-09-29 15:23:02
267,2025-09-29,61,603712.SH,100,21.16,2025-09-29 15:23:02
268,2025-09-29,61,603703.SH,0,11.44,2025-09-29 15:23:02
