,trade_dt,fund_id,s_info_windcode,shares,s_dq_close,opdate
0,2025-10-16,61,688819.SH,978,30.49,2025-10-16 15:50:06
1,2025-10-16,61,688786.SH,604,31.15,2025-10-16 15:50:06
2,2025-10-16,61,688779.SH,1526,7.1,2025-10-16 15:50:06
3,2025-10-16,61,688778.SH,12,76.0,2025-10-16 15:50:06
4,2025-10-16,61,688777.SH,100,54.51,2025-10-16 15:50:06
5,2025-10-16,61,688776.SH,100,91.7,2025-10-16 15:50:06
6,2025-10-16,61,688772.SH,190,23.21,2025-10-16 15:50:06
7,2025-10-16,61,688766.SH,116,114.3,2025-10-16 15:50:06
8,2025-10-16,61,688757.SH,130,28.19,2025-10-16 15:50:06
9,2025-10-16,61,688750.SH,100,20.97,2025-10-16 15:50:06
10,2025-10-16,61,688728.SH,274,16.65,2025-10-16 15:50:06
11,2025-10-16,61,688719.SH,370,41.96,2025-10-16 15:50:06
12,2025-10-16,61,688717.SH,141,72.51,2025-10-16 15:50:06
13,2025-10-16,61,688711.SH,0,28.81,2025-10-16 15:50:06
14,2025-10-16,61,688708.SH,14,71.66,2025-10-16 15:50:06
15,2025-10-16,61,688700.SH,420,36.11,2025-10-16 15:50:06
16,2025-10-16,61,688691.SH,528,148.51,2025-10-16 15:50:06
17,2025-10-16,61,688690.SH,184,27.62,2025-10-16 15:50:06
18,2025-10-16,61,688678.SH,544,28.63,2025-10-16 15:50:06
19,2025-10-16,61,688668.SH,186,90.9,2025-10-16 15:50:06
20,2025-10-16,61,688665.SH,85,57.15,2025-10-16 15:50:06
21,2025-10-16,61,688663.SH,170,41.76,2025-10-16 15:50:06
22,2025-10-16,61,688660.SH,794,20.87,2025-10-16 15:50:06
23,2025-10-16,61,688658.SH,829,22.02,2025-10-16 15:50:06
24,2025-10-16,61,688653.SH,40,13.56,2025-10-16 15:50:06
25,2025-10-16,61,688639.SH,429,32.44,2025-10-16 15:50:06
26,2025-10-16,61,688636.SH,199,33.76,2025-10-16 15:50:06
27,2025-10-16,61,688630.SH,174,125.15,2025-10-16 15:50:06
28,2025-10-16,61,688629.SH,262,83.89,2025-10-16 15:50:06
29,2025-10-16,61,688626.SH,50,51.84,2025-10-16 15:50:06
30,2025-10-16,61,688622.SH,2,133.0,2025-10-16 15:50:06
31,2025-10-16,61,688621.SH,136,62.21,2025-10-16 15:50:06
32,2025-10-16,61,688612.SH,270,40.39,2025-10-16 15:50:06
33,2025-10-16,61,688607.SH,169,27.59,2025-10-16 15:50:06
34,2025-10-16,61,688603.SH,54,68.6,2025-10-16 15:50:06
35,2025-10-16,61,688602.SH,43,8.29,2025-10-16 15:50:06
36,2025-10-16,61,688596.SH,93,42.89,2025-10-16 15:50:06
37,2025-10-16,61,688593.SH,1616,19.56,2025-10-16 15:50:06
38,2025-10-16,61,688590.SH,132,20.83,2025-10-16 15:50:06
39,2025-10-16,61,688586.SH,457,11.22,2025-10-16 15:50:06
40,2025-10-16,61,688584.SH,153,23.51,2025-10-16 15:50:06
41,2025-10-16,61,688575.SH,369,14.47,2025-10-16 15:50:06
42,2025-10-16,61,688567.SH,707,17.69,2025-10-16 15:50:06
43,2025-10-16,61,688559.SH,490,39.32,2025-10-16 15:50:06
44,2025-10-16,61,688556.SH,833,11.99,2025-10-16 15:50:06
45,2025-10-16,61,688553.SH,148,20.91,2025-10-16 15:50:06
46,2025-10-16,61,688552.SH,97,40.63,2025-10-16 15:50:06
47,2025-10-16,61,688549.SH,1043,10.19,2025-10-16 15:50:06
48,2025-10-16,61,688548.SH,230,12.14,2025-10-16 15:50:06
49,2025-10-16,61,688536.SH,47,164.28,2025-10-16 15:50:06
50,2025-10-16,61,688526.SH,111,17.31,2025-10-16 15:50:06
51,2025-10-16,61,688525.SH,0,113.55,2025-10-16 15:50:06
52,2025-10-16,61,688523.SH,137,23.05,2025-10-16 15:50:06
53,2025-10-16,61,688520.SH,129,54.59,2025-10-16 15:50:06
54,2025-10-16,61,688516.SH,234,44.49,2025-10-16 15:50:06
55,2025-10-16,61,688510.SH,140,25.9,2025-10-16 15:50:06
56,2025-10-16,61,688503.SH,112,64.42,2025-10-16 15:50:06
57,2025-10-16,61,688499.SH,184,60.5,2025-10-16 15:50:06
58,2025-10-16,61,688498.SH,174,360.21,2025-10-16 15:50:06
59,2025-10-16,61,688496.SH,77,8.79,2025-10-16 15:50:06
60,2025-10-16,61,688488.SH,188,14.85,2025-10-16 15:50:06
61,2025-10-16,61,688486.SH,47,67.99,2025-10-16 15:50:06
62,2025-10-16,61,688484.SH,95,48.0,2025-10-16 15:50:06
63,2025-10-16,61,688475.SH,100,32.53,2025-10-16 15:50:06
64,2025-10-16,61,688472.SH,1582,13.48,2025-10-16 15:50:06
65,2025-10-16,61,688443.SH,268,29.55,2025-10-16 15:50:06
66,2025-10-16,61,688432.SH,154,13.1,2025-10-16 15:50:06
67,2025-10-16,61,688418.SH,198,29.64,2025-10-16 15:50:06
68,2025-10-16,61,688410.SH,676,15.01,2025-10-16 15:50:06
69,2025-10-16,61,688409.SH,58,78.91,2025-10-16 15:50:06
70,2025-10-16,61,688408.SH,17,45.39,2025-10-16 15:50:06
71,2025-10-16,61,688403.SH,333,16.68,2025-10-16 15:50:06
72,2025-10-16,61,688401.SH,97,49.69,2025-10-16 15:50:06
73,2025-10-16,61,688400.SH,217,40.33,2025-10-16 15:50:06
74,2025-10-16,61,688398.SH,26,19.94,2025-10-16 15:50:06
75,2025-10-16,61,688392.SH,10,108.0,2025-10-16 15:50:06
76,2025-10-16,61,688390.SH,580,58.77,2025-10-16 15:50:06
77,2025-10-16,61,688389.SH,188,14.18,2025-10-16 15:50:06
78,2025-10-16,61,688383.SH,90,62.1,2025-10-16 15:50:06
79,2025-10-16,61,688382.SH,0,27.75,2025-10-16 15:50:06
80,2025-10-16,61,688378.SH,214,23.58,2025-10-16 15:50:06
81,2025-10-16,61,688373.SH,440,8.21,2025-10-16 15:50:06
82,2025-10-16,61,688372.SH,50,78.26,2025-10-16 15:50:06
83,2025-10-16,61,688371.SH,34,23.79,2025-10-16 15:50:06
84,2025-10-16,61,688369.SH,100,24.0,2025-10-16 15:50:06
85,2025-10-16,61,688365.SH,1065,14.41,2025-10-16 15:50:06
86,2025-10-16,61,688362.SH,170,32.02,2025-10-16 15:50:06
87,2025-10-16,61,688360.SH,109,22.22,2025-10-16 15:50:06
88,2025-10-16,61,688353.SH,388,43.04,2025-10-16 15:50:06
89,2025-10-16,61,688351.SH,100,20.87,2025-10-16 15:50:06
