,fund_id,trade_dt,trade_time,s_info_windcode,direction,price,qty
0,61,2025-10-14,2025-10-14 14:56:26,300207.SZ,B,29.700,200
1,58,2025-10-14,2025-10-14 14:56:25,300068.SZ,B,18.030,600
2,58,2025-10-14,2025-10-14 14:56:25,300068.SZ,B,18.030,300
3,58,2025-10-14,2025-10-14 14:56:25,300068.SZ,B,18.030,1100
4,61,2025-10-14,2025-10-14 14:56:23,002772.SZ,S,10.440,1500
5,63,2025-10-14,2025-10-14 14:56:22,002207.SZ,S,8.350,500
6,58,2025-10-14,2025-10-14 14:56:22,300207.SZ,B,29.700,700
7,58,2025-10-14,2025-10-14 14:56:22,002772.SZ,S,10.440,5400
8,61,2025-10-14,2025-10-14 14:56:21,300115.SZ,B,33.340,100
9,52,2025-10-14,2025-10-14 14:56:21,002772.SZ,S,10.448,1700
10,58,2025-10-14,2025-10-14 14:56:21,002394.SZ,S,11.670,200
11,58,2025-10-14,2025-10-14 14:56:19,002394.SZ,S,11.670,400
12,58,2025-10-14,2025-10-14 14:56:19,002394.SZ,S,11.670,800
13,63,2025-10-14,2025-10-14 14:56:18,000923.SZ,S,18.040,600
14,52,2025-10-14,2025-10-14 14:48:54,002390.SZ,S,3.710,600
15,61,2025-10-14,2025-10-14 14:56:17,300328.SZ,B,15.240,225
16,61,2025-10-14,2025-10-14 14:56:17,300328.SZ,B,15.240,475
17,61,2025-10-14,2025-10-14 14:56:16,002394.SZ,S,11.660,100
18,61,2025-10-14,2025-10-14 14:56:16,002394.SZ,S,11.660,200
19,61,2025-10-14,2025-10-14 14:56:16,002394.SZ,S,11.670,100
20,61,2025-10-14,2025-10-14 14:56:15,000503.SZ,S,9.930,100
21,52,2025-10-14,2025-10-14 14:56:15,600050.SH,S,5.520,100
22,52,2025-10-14,2025-10-14 14:56:13,600785.SH,S,12.860,100
23,63,2025-10-14,2025-10-14 14:56:12,002533.SZ,S,12.620,400
24,58,2025-10-14,2025-10-14 14:56:11,600133.SH,S,10.060,300
25,58,2025-10-14,2025-10-14 14:56:04,002006.SZ,B,20.370,200
26,61,2025-10-14,2025-10-14 14:56:03,002772.SZ,S,10.470,400
27,63,2025-10-14,2025-10-14 14:55:49,000672.SZ,S,11.160,300
28,61,2025-10-14,2025-10-14 14:55:43,300073.SZ,B,63.720,300
29,52,2025-10-14,2025-10-14 14:55:30,601868.SH,B,2.500,200
30,61,2025-10-14,2025-10-14 14:55:15,300073.SZ,B,63.650,200
31,61,2025-10-14,2025-10-14 14:55:08,300438.SZ,B,35.610,100
32,61,2025-10-14,2025-10-14 14:54:56,600159.SH,S,2.950,600
33,59,2025-10-14,2025-10-14 14:54:54,002772.SZ,S,10.480,800
34,63,2025-10-14,2025-10-14 14:54:47,600000.SH,S,12.820,300
35,63,2025-10-14,2025-10-14 14:54:45,600150.SH,S,35.310,200
36,58,2025-10-14,2025-10-14 14:54:44,002772.SZ,S,10.480,300
37,63,2025-10-14,2025-10-14 14:54:44,000672.SZ,S,11.110,1000
38,61,2025-10-14,2025-10-14 14:54:43,002307.SZ,S,5.070,200
39,61,2025-10-14,2025-10-14 14:54:43,002307.SZ,S,5.070,1900
40,61,2025-10-14,2025-10-14 14:54:42,600604.SH,S,6.280,100
41,59,2025-10-14,2025-10-14 14:54:36,002307.SZ,S,5.070,1500
42,61,2025-10-14,2025-10-14 14:54:36,002307.SZ,S,5.070,1200
43,61,2025-10-14,2025-10-14 14:54:36,002307.SZ,S,5.070,300
44,61,2025-10-14,2025-10-14 14:54:35,002307.SZ,S,5.070,100
45,61,2025-10-14,2025-10-14 14:54:34,002307.SZ,S,5.070,300
46,61,2025-10-14,2025-10-14 14:54:32,002307.SZ,S,5.070,1100
47,63,2025-10-14,2025-10-14 14:54:30,002307.SZ,S,5.070,600
