,fund_id,trade_dt,trade_time,s_info_windcode,direction,price,qty
0,52.0,2025-09-23,2025-09-23 14:56:46,601975.SH,S,3.060,800
1,52.0,2025-09-23,2025-09-23 14:56:46,002501.SZ,B,2.520,500
2,52.0,2025-09-23,2025-09-23 14:56:46,300185.SZ,B,3.070,100
3,58.0,2025-09-23,2025-09-23 14:56:42,002126.SZ,B,41.900,100
4,61.0,2025-09-23,2025-09-23 14:56:38,600570.SH,B,32.770,100
5,61.0,2025-09-23,2025-09-23 14:56:33,300341.SZ,B,17.930,100
6,61.0,2025-09-23,2025-09-23 14:56:29,603058.SH,S,9.860,400
7,61.0,2025-09-23,2025-09-23 14:56:29,600722.SH,B,6.360,500
8,61.0,2025-09-23,2025-09-23 14:56:29,002284.SZ,S,13.000,100
9,58.0,2025-09-23,2025-09-23 14:56:27,300382.SZ,B,17.940,1000
10,58.0,2025-09-23,2025-09-23 14:56:26,002622.SZ,S,4.000,4061
11,58.0,2025-09-23,2025-09-23 14:56:26,002622.SZ,S,4.000,500
12,58.0,2025-09-23,2025-09-23 14:56:26,002622.SZ,S,4.000,839
13,58.0,2025-09-23,2025-09-23 14:56:24,300491.SZ,B,31.510,100
14,61.0,2025-09-23,2025-09-23 14:56:22,605303.SH,B,16.470,100
15,61.0,2025-09-23,2025-09-23 14:56:22,603032.SH,B,21.590,100
16,61.0,2025-09-23,2025-09-23 14:56:21,301325.SZ,B,65.640,100
17,61.0,2025-09-23,2025-09-23 14:56:21,301325.SZ,B,65.640,100
18,61.0,2025-09-23,2025-09-23 14:56:21,600233.SH,B,18.960,100
19,61.0,2025-09-23,2025-09-23 14:56:21,603285.SH,B,25.730,100
20,61.0,2025-09-23,2025-09-23 14:56:20,603992.SH,S,30.760,200
21,61.0,2025-09-23,2025-09-23 14:56:20,600595.SH,S,5.180,1000
22,61.0,2025-09-23,2025-09-23 14:56:20,000767.SZ,B,2.930,100
23,61.0,2025-09-23,2025-09-23 14:56:20,603366.SH,B,9.530,100
24,61.0,2025-09-23,2025-09-23 14:56:20,000927.SZ,B,2.670,100
25,61.0,2025-09-23,2025-09-23 14:56:20,603300.SH,B,9.550,600
26,61.0,2025-09-23,2025-09-23 14:56:20,300652.SZ,B,61.430,100
27,58.0,2025-09-23,2025-09-23 14:56:19,002786.SZ,B,9.350,400
28,61.0,2025-09-23,2025-09-23 14:56:19,002090.SZ,B,10.910,200
29,61.0,2025-09-23,2025-09-23 14:56:19,002622.SZ,S,4.010,4400
30,58.0,2025-09-23,2025-09-23 14:56:17,002484.SZ,B,32.500,300
31,61.0,2025-09-23,2025-09-23 14:56:18,002949.SZ,S,16.480,400
32,61.0,2025-09-23,2025-09-23 14:56:18,603300.SH,B,9.550,396
33,61.0,2025-09-23,2025-09-23 14:56:18,603300.SH,B,9.550,204
34,58.0,2025-09-23,2025-09-23 14:56:17,601872.SH,S,8.700,1000
35,61.0,2025-09-23,2025-09-23 14:56:17,688221.SH,B,14.870,164
36,61.0,2025-09-23,2025-09-23 14:56:17,688221.SH,B,14.870,200
37,61.0,2025-09-23,2025-09-23 14:56:17,600192.SH,B,9.290,500
38,58.0,2025-09-23,2025-09-23 14:56:16,002949.SZ,S,16.480,300
39,58.0,2025-09-23,2025-09-23 14:56:16,600206.SH,B,20.350,200
40,58.0,2025-09-23,2025-09-23 14:56:16,600487.SH,S,22.030,200
41,58.0,2025-09-23,2025-09-23 14:56:16,002431.SZ,B,2.420,300
42,61.0,2025-09-23,2025-09-23 14:56:16,600595.SH,S,5.180,900
43,61.0,2025-09-23,2025-09-23 14:56:16,000677.SZ,S,4.920,100
44,61.0,2025-09-23,2025-09-23 14:56:16,600990.SH,B,27.700,100
45,61.0,2025-09-23,2025-09-23 14:56:16,600595.SH,S,5.180,100
46,61.0,2025-09-23,2025-09-23 14:56:16,002150.SZ,S,15.660,300
47,61.0,2025-09-23,2025-09-23 14:56:15,300478.SZ,B,25.120,200
48,61.0,2025-09-23,2025-09-23 14:56:16,002632.SZ,B,10.150,200
49,61.0,2025-09-23,2025-09-23 14:56:15,600487.SH,S,22.040,300
50,61.0,2025-09-23,2025-09-23 14:56:15,603088.SH,B,11.580,500
51,61.0,2025-09-23,2025-09-23 14:56:15,603992.SH,S,30.770,200
52,61.0,2025-09-23,2025-09-23 14:56:15,002150.SZ,S,15.660,400
53,52.0,2025-09-23,2025-09-23 14:56:14,600052.SH,B,5.320,800
54,52.0,2025-09-23,2025-09-23 14:56:14,600221.SH,B,1.600,100
55,58.0,2025-09-23,2025-09-23 14:56:15,002317.SZ,B,17.810,300
56,52.0,2025-09-23,2025-09-23 14:56:12,002448.SZ,S,10.970,100
57,59.0,2025-09-23,2025-09-23 14:56:12,605287.SH,B,21.050,100
58,61.0,2025-09-23,2025-09-23 14:56:10,000926.SZ,B,2.610,2800
59,61.0,2025-09-23,2025-09-23 14:56:10,603507.SH,B,27.220,100
60,61.0,2025-09-23,2025-09-23 14:56:09,000838.SZ,B,2.600,100
61,58.0,2025-09-23,2025-09-23 14:56:08,000926.SZ,B,2.620,2600
62,58.0,2025-09-23,2025-09-23 14:56:08,603667.SH,B,47.450,100
63,58.0,2025-09-23,2025-09-23 14:56:08,002679.SZ,S,10.550,1100
64,52.0,2025-09-23,2025-09-23 14:56:07,002707.SZ,B,7.550,1300
65,52.0,2025-09-23,2025-09-23 14:56:00,603016.SH,S,28.770,200
66,61.0,2025-09-23,2025-09-23 14:56:07,301135.SZ,S,29.790,100
67,52.0,2025-09-23,2025-09-23 14:56:06,603809.SH,S,15.040,100
68,61.0,2025-09-23,2025-09-23 14:56:06,603758.SH,S,15.940,200
69,61.0,2025-09-23,2025-09-23 14:56:06,600633.SH,B,14.350,100
70,52.0,2025-09-23,2025-09-23 14:56:05,601818.SH,B,3.480,100
71,61.0,2025-09-23,2025-09-23 14:56:05,300840.SZ,B,19.600,100
72,61.0,2025-09-23,2025-09-23 14:56:04,603016.SH,S,28.760,500
73,61.0,2025-09-23,2025-09-23 14:56:05,300725.SZ,B,40.590,200
74,52.0,2025-09-23,2025-09-23 14:56:04,300559.SZ,S,14.760,100
75,58.0,2025-09-23,2025-09-23 14:56:05,002172.SZ,B,4.120,1500
76,58.0,2025-09-23,2025-09-23 14:56:05,603058.SH,S,9.880,800
77,58.0,2025-09-23,2025-09-23 14:56:04,002212.SZ,B,9.820,500
78,58.0,2025-09-23,2025-09-23 14:56:04,603300.SH,B,9.550,796
79,58.0,2025-09-23,2025-09-23 14:56:04,603300.SH,B,9.550,204
80,52.0,2025-09-23,2025-09-23 14:56:04,002186.SZ,B,11.520,500
81,61.0,2025-09-23,2025-09-23 14:56:04,603229.SH,B,10.460,300
82,52.0,2025-09-23,2025-09-23 14:56:03,603992.SH,S,30.780,100
83,52.0,2025-09-23,2025-09-23 14:56:03,002622.SZ,S,4.010,1000
84,61.0,2025-09-23,2025-09-23 14:56:03,300382.SZ,B,17.910,1000
85,61.0,2025-09-23,2025-09-23 14:56:03,600834.SH,S,8.540,100
86,61.0,2025-09-23,2025-09-23 14:56:03,000753.SZ,B,7.250,400
87,61.0,2025-09-23,2025-09-23 14:56:03,300382.SZ,B,17.910,300
88,61.0,2025-09-23,2025-09-23 14:56:03,603815.SH,B,11.770,100
89,61.0,2025-09-23,2025-09-23 14:56:02,002516.SZ,S,6.350,3800
90,61.0,2025-09-23,2025-09-23 14:56:02,003029.SZ,B,24.060,500
91,61.0,2025-09-23,2025-09-23 14:56:02,300748.SZ,B,34.170,100
92,61.0,2025-09-23,2025-09-23 14:56:02,002534.SZ,B,16.260,100
93,61.0,2025-09-23,2025-09-23 14:56:01,002679.SZ,S,10.560,1800
94,61.0,2025-09-23,2025-09-23 14:56:01,300593.SZ,B,18.020,100
95,52.0,2025-09-23,2025-09-23 14:56:01,601218.SH,B,4.650,100
96,58.0,2025-09-23,2025-09-23 14:56:01,603016.SH,S,28.770,300
97,58.0,2025-09-23,2025-09-23 14:56:01,603016.SH,S,28.770,200
98,61.0,2025-09-23,2025-09-23 14:56:01,002765.SZ,B,13.660,200
99,61.0,2025-09-23,2025-09-23 14:56:00,002679.SZ,S,10.560,300
100,61.0,2025-09-23,2025-09-23 14:56:01,002741.SZ,B,21.770,1000
101,61.0,2025-09-23,2025-09-23 14:56:00,601872.SH,S,8.700,2000
102,61.0,2025-09-23,2025-09-23 14:56:00,002679.SZ,S,10.560,100
103,61.0,2025-09-23,2025-09-23 14:56:00,002667.SZ,B,10.940,100
104,58.0,2025-09-23,2025-09-23 14:56:00,002805.SZ,B,13.350,100
105,58.0,2025-09-23,2025-09-23 14:56:00,002805.SZ,B,13.350,100
106,58.0,2025-09-23,2025-09-23 14:56:00,002871.SZ,B,16.790,200
107,61.0,2025-09-23,2025-09-23 14:56:00,600498.SH,S,28.040,300
108,61.0,2025-09-23,2025-09-23 14:56:00,300141.SZ,S,9.950,100
109,58.0,2025-09-23,2025-09-23 14:55:58,002949.SZ,S,16.510,100
110,58.0,2025-09-23,2025-09-23 14:55:58,002949.SZ,S,16.510,200
111,58.0,2025-09-23,2025-09-23 14:55:54,002284.SZ,S,13.010,100
112,59.0,2025-09-23,2025-09-23 14:55:54,002284.SZ,S,13.010,100
113,52.0,2025-09-23,2025-09-23 14:55:53,002284.SZ,S,13.010,100
114,58.0,2025-09-23,2025-09-23 14:55:40,600722.SH,B,6.350,400
115,61.0,2025-09-23,2025-09-23 14:55:39,002172.SZ,B,4.120,200
116,52.0,2025-09-23,2025-09-23 14:55:37,002949.SZ,S,16.520,100
117,58.0,2025-09-23,2025-09-23 14:55:17,002156.SZ,B,34.360,400
118,59.0,2025-09-23,2025-09-23 14:55:16,000926.SZ,B,2.610,1600
119,58.0,2025-09-23,2025-09-23 14:55:11,002899.SZ,B,20.430,400
120,58.0,2025-09-23,2025-09-23 14:55:10,002679.SZ,S,10.570,800
121,52.0,2025-09-23,2025-09-23 14:55:04,688221.SH,B,14.820,200
122,52.0,2025-09-23,2025-09-23 14:54:59,600366.SH,S,13.970,100
123,58.0,2025-09-23,2025-09-23 14:54:53,603992.SH,S,30.790,500
124,59.0,2025-09-23,2025-09-23 14:54:39,002707.SZ,B,7.550,800
125,59.0,2025-09-23,2025-09-23 14:54:39,002915.SZ,B,26.520,200
126,58.0,2025-09-23,2025-09-23 14:54:39,002707.SZ,B,7.550,2500
127,59.0,2025-09-23,2025-09-23 14:54:37,603016.SH,S,28.790,200
128,58.0,2025-09-23,2025-09-23 14:54:37,603051.SH,B,22.980,100
129,58.0,2025-09-23,2025-09-23 14:54:23,002248.SZ,B,10.300,200
130,61.0,2025-09-23,2025-09-23 14:54:23,000008.SZ,B,2.810,100
131,52.0,2025-09-23,2025-09-23 14:54:02,603328.SH,B,12.330,500
