,trade_id,fund_id,dealDate,dealTime,symbol,side,price,qty,s_info_windcode,direction,trade_dt,trade_time
0,0103000081572886,58,20250821,145653129,000980,2,2.440,1400,000980.SH,S,2025-08-21,14:56:53.129000
1,,51,20250821,145657139,600684,2,5.090,1400,600684.SZ,S,2025-08-21,14:56:57.139000
2,,51,20250821,145657139,601991,2,3.450,1300,601991.SZ,S,2025-08-21,14:56:57.139000
3,,52,20250821,145647000,000980,2,2.440,500,000980.SH,S,2025-08-21,14:56:47
4,,51,20250821,145641235,601212,2,3.370,1200,601212.SZ,S,2025-08-21,14:56:41.235000
5,,51,20250821,145635534,300643,1,26.190,200,300643.SH,B,2025-08-21,14:56:35.534000
6,,51,20250821,145635433,601360,2,11.170,300,601360.SZ,S,2025-08-21,14:56:35.433000
7,0000000064474556,44,20250821,145629976,601838,2,18.270,100,601838.SZ,S,2025-08-21,14:56:29.976000
8,0000000064475012,44,20250821,145630051,605090,2,29.060,300,605090.SZ,S,2025-08-21,14:56:30.051000
9,0102000079677230,44,20250821,145629974,300244,2,16.200,300,300244.SH,S,2025-08-21,14:56:29.974000
10,0000000064469226,60,20250821,145629267,600096,2,26.600,100,600096.SZ,S,2025-08-21,14:56:29.267000
11,0000000064475341,60,20250821,145630056,600036,2,43.440,400,600036.SZ,S,2025-08-21,14:56:30.056000
12,0102000079671855,60,20250821,145629330,300498,2,17.630,300,300498.SH,S,2025-08-21,14:56:29.330000
13,1021779282102848300,57,20250821,145629590,000893,2,32.380,300,000893.SH,S,2025-08-21,14:56:29.590000
14,1021779282102863700,57,20250821,145629755,600926,2,16.350,500,600926.SZ,S,2025-08-21,14:56:29.755000
15,1021779282102855800,57,20250821,145629674,600096,2,26.600,100,600096.SZ,S,2025-08-21,14:56:29.674000
16,1021779282102855700,57,20250821,145629674,600096,2,26.600,500,600096.SZ,S,2025-08-21,14:56:29.674000
17,1021779282102855600,57,20250821,145629673,600096,2,26.600,100,600096.SZ,S,2025-08-21,14:56:29.673000
18,,51,20250821,145633333,603590,2,53.470,100,603590.SZ,S,2025-08-21,14:56:33.333000
19,,51,20250821,145633333,000997,2,30.680,100,000997.SH,S,2025-08-21,14:56:33.333000
20,0105000079556804,44,20250821,145629046,300119,2,23.400,200,300119.SH,S,2025-08-21,14:56:29.046000
21,0105000079556620,44,20250821,145629019,002946,2,17.830,300,002946.SH,S,2025-08-21,14:56:29.019000
22,0102000079659831,58,20250821,145627960,002020,2,19.520,300,002020.SH,S,2025-08-21,14:56:27.960000
23,,51,20250821,145631133,002436,2,16.930,700,002436.SH,S,2025-08-21,14:56:31.133000
24,0000000064445055,44,20250821,145626029,600873,2,11.060,500,600873.SZ,S,2025-08-21,14:56:26.029000
25,,51,20250821,145629133,002792,2,18.240,500,002792.SH,S,2025-08-21,14:56:29.133000
26,,51,20250821,145629033,600019,2,7.180,100,600019.SZ,S,2025-08-21,14:56:29.033000
27,,51,20250821,145628333,002517,2,20.850,500,002517.SH,S,2025-08-21,14:56:28.333000
28,0101000080876985,58,20250821,145623024,300237,2,2.540,3700,300237.SH,S,2025-08-21,14:56:23.024000
29,0105000079508502,58,20250821,145623046,300871,2,23.530,100,300871.SH,S,2025-08-21,14:56:23.046000
30,,51,20250821,145627133,002102,2,4.150,1000,002102.SH,S,2025-08-21,14:56:27.133000
31,0000000064418613,58,20250821,145622073,600168,2,4.870,1000,600168.SZ,S,2025-08-21,14:56:22.073000
32,,51,20250821,145626032,300291,2,6.600,700,300291.SH,S,2025-08-21,14:56:26.032000
33,0000000064413845,61,20250821,145621429,600168,2,4.870,900,600168.SZ,S,2025-08-21,14:56:21.429000
34,,51,20250821,145625632,600795,1,4.800,5700,600795.SZ,B,2025-08-21,14:56:25.632000
35,,51,20250821,145625632,300246,2,9.590,1000,300246.SH,S,2025-08-21,14:56:25.632000
36,,51,20250821,145625632,300263,2,8.820,1000,300263.SH,S,2025-08-21,14:56:25.632000
37,,51,20250821,145625632,300375,2,5.780,1200,300375.SH,S,2025-08-21,14:56:25.632000
38,,51,20250821,145625632,300291,2,6.600,100,300291.SH,S,2025-08-21,14:56:25.632000
39,,51,20250821,145625531,002332,2,11.570,900,002332.SH,S,2025-08-21,14:56:25.531000
40,,51,20250821,145625531,600330,2,8.760,1700,600330.SZ,S,2025-08-21,14:56:25.531000
41,,51,20250821,145625531,300291,2,6.600,200,300291.SH,S,2025-08-21,14:56:25.531000
42,0101000080853016,58,20250821,145620024,300237,2,2.540,3800,300237.SH,S,2025-08-21,14:56:20.024000
43,,51,20250821,145624129,600653,1,2.030,2700,600653.SZ,B,2025-08-21,14:56:24.129000
44,,51,20250821,145624129,000987,2,7.870,1200,000987.SH,S,2025-08-21,14:56:24.129000
45,,51,20250821,145624128,002516,2,5.640,900,002516.SH,S,2025-08-21,14:56:24.128000
46,,51,20250821,145624128,600301,1,27.370,500,600301.SZ,B,2025-08-21,14:56:24.128000
47,,51,20250821,145624129,002759,2,10.180,500,002759.SH,S,2025-08-21,14:56:24.129000
48,,51,20250821,145623727,603228,2,54.150,100,603228.SZ,S,2025-08-21,14:56:23.727000
49,,51,20250821,145623327,300174,2,18.020,500,300174.SH,S,2025-08-21,14:56:23.327000
50,,52,20250821,145619000,001896,2,5.720,200,001896.SH,S,2025-08-21,14:56:19
51,,52,20250821,145619000,300237,2,2.540,2200,300237.SH,S,2025-08-21,14:56:19
52,,51,20250821,145622978,601933,1,4.940,4300,601933.SZ,B,2025-08-21,14:56:22.978000
53,,51,20250821,145622378,002653,1,58.750,100,002653.SH,B,2025-08-21,14:56:22.378000
54,,51,20250821,145622278,600143,2,15.940,300,600143.SZ,S,2025-08-21,14:56:22.278000
55,,51,20250821,145622278,002174,2,16.570,100,002174.SH,S,2025-08-21,14:56:22.278000
56,,51,20250821,145622178,600795,1,4.800,5800,600795.SZ,B,2025-08-21,14:56:22.178000
57,,51,20250821,145622178,600351,2,7.390,200,600351.SZ,S,2025-08-21,14:56:22.178000
58,,51,20250821,145622178,601728,1,7.530,3500,601728.SZ,B,2025-08-21,14:56:22.178000
59,,51,20250821,145622077,601600,2,7.650,600,601600.SZ,S,2025-08-21,14:56:22.077000
60,,51,20250821,145621176,300993,2,17.430,200,300993.SH,S,2025-08-21,14:56:21.176000
61,,51,20250821,145620276,002558,2,29.910,200,002558.SH,S,2025-08-21,14:56:20.276000
62,,51,20250821,145620176,300631,1,34.530,100,300631.SH,B,2025-08-21,14:56:20.176000
63,,51,20250821,145620176,603669,2,5.700,200,603669.SZ,S,2025-08-21,14:56:20.176000
64,,51,20250821,145620176,688609,2,11.630,448,688609.SZ,S,2025-08-21,14:56:20.176000
65,,51,20250821,145620076,603773,2,30.640,100,603773.SZ,S,2025-08-21,14:56:20.076000
66,0104000077996600,61,20250821,145615990,000045,2,11.530,400,000045.SH,S,2025-08-21,14:56:15.990000
67,0000000064366483,61,20250821,145615368,600020,2,4.470,100,600020.SZ,S,2025-08-21,14:56:15.368000
68,,51,20250821,145619775,603115,1,17.870,200,603115.SZ,B,2025-08-21,14:56:19.775000
69,0104000077990330,59,20250821,145615000,000676,2,9.880,100,000676.SH,S,2025-08-21,14:56:15
70,,51,20250821,145619275,002414,1,12.400,145,002414.SH,B,2025-08-21,14:56:19.275000
71,0104000077988188,58,20250821,145615098,000676,2,9.880,400,000676.SH,S,2025-08-21,14:56:15.098000
72,0000000064363922,58,20250821,145615085,603978,2,17.050,100,603978.SZ,S,2025-08-21,14:56:15.085000
73,0000000064363809,58,20250821,145615082,603993,2,11.040,700,603993.SZ,S,2025-08-21,14:56:15.082000
74,0103000081278384,58,20250821,145615101,301171,2,32.430,100,301171.SH,S,2025-08-21,14:56:15.101000
75,0103000081276776,58,20250821,145614903,002558,2,29.920,100,002558.SH,S,2025-08-21,14:56:14.903000
76,,51,20250821,145619175,002356,1,3.320,1900,002356.SH,B,2025-08-21,14:56:19.175000
77,,51,20250821,145619175,002044,2,5.730,200,002044.SH,S,2025-08-21,14:56:19.175000
78,,51,20250821,145619075,601728,1,7.530,3600,601728.SZ,B,2025-08-21,14:56:19.075000
79,,51,20250821,145619075,600769,2,11.390,400,600769.SZ,S,2025-08-21,14:56:19.075000
80,,51,20250821,145619074,688280,2,8.270,200,688280.SZ,S,2025-08-21,14:56:19.074000
81,,51,20250821,145618874,002414,1,12.400,155,002414.SH,B,2025-08-21,14:56:18.874000
82,0000000064361690,59,20250821,145614000,688403,1,14.020,520,688403.SZ,B,2025-08-21,14:56:14
83,,51,20250821,145618474,002267,2,8.970,100,002267.SH,S,2025-08-21,14:56:18.474000
84,,51,20250821,145618474,002516,2,5.640,900,002516.SH,S,2025-08-21,14:56:18.474000
85,,51,20250821,145618474,002121,2,7.060,100,002121.SH,S,2025-08-21,14:56:18.474000
86,,51,20250821,145618474,001896,2,5.720,600,001896.SH,S,2025-08-21,14:56:18.474000
87,,51,20250821,145618474,300009,2,11.600,300,300009.SH,S,2025-08-21,14:56:18.474000
88,,51,20250821,145618474,000677,2,5.610,100,000677.SH,S,2025-08-21,14:56:18.474000
89,,51,20250821,145618474,002068,2,11.330,400,002068.SH,S,2025-08-21,14:56:18.474000
90,,51,20250821,145618473,002267,2,8.970,200,002267.SH,S,2025-08-21,14:56:18.473000
91,,51,20250821,145618473,600653,1,2.030,2700,600653.SZ,B,2025-08-21,14:56:18.473000
92,,51,20250821,145618474,300174,2,18.020,600,300174.SH,S,2025-08-21,14:56:18.474000
93,,51,20250821,145618474,600547,2,30.530,100,600547.SZ,S,2025-08-21,14:56:18.474000
94,,51,20250821,145618473,603500,2,12.140,100,603500.SZ,S,2025-08-21,14:56:18.473000
95,,51,20250821,145618472,603535,2,12.370,100,603535.SZ,S,2025-08-21,14:56:18.472000
96,,51,20250821,145618473,300383,2,15.310,300,300383.SH,S,2025-08-21,14:56:18.473000
97,,51,20250821,145618472,001331,2,12.420,100,001331.SH,S,2025-08-21,14:56:18.472000
98,,51,20250821,145618473,000987,2,7.870,1200,000987.SH,S,2025-08-21,14:56:18.473000
99,,51,20250821,145618473,603936,2,11.220,100,603936.SZ,S,2025-08-21,14:56:18.473000
100,,51,20250821,145618472,300697,2,15.330,100,300697.SH,S,2025-08-21,14:56:18.472000
101,,51,20250821,145618472,601898,2,12.130,600,601898.SZ,S,2025-08-21,14:56:18.472000
102,,51,20250821,145618471,000958,2,6.990,200,000958.SH,S,2025-08-21,14:56:18.471000
103,,51,20250821,145618471,603500,2,12.140,300,603500.SZ,S,2025-08-21,14:56:18.471000
104,,51,20250821,145618471,601009,2,11.380,300,601009.SZ,S,2025-08-21,14:56:18.471000
105,,51,20250821,145618471,002759,2,10.180,600,002759.SH,S,2025-08-21,14:56:18.471000
106,,51,20250821,145618471,603950,2,27.930,100,603950.SZ,S,2025-08-21,14:56:18.471000
107,,51,20250821,145618470,601390,2,5.720,300,601390.SZ,S,2025-08-21,14:56:18.470000
108,,51,20250821,145618471,603229,2,11.610,500,603229.SZ,S,2025-08-21,14:56:18.471000
109,,51,20250821,145618471,300299,2,7.710,100,300299.SH,S,2025-08-21,14:56:18.471000
110,,51,20250821,145618471,000006,1,7.370,800,000006.SH,B,2025-08-21,14:56:18.471000
111,,51,20250821,145618470,301256,2,11.120,100,301256.SH,S,2025-08-21,14:56:18.470000
112,,52,20250821,145614000,603993,2,11.040,700,603993.SZ,S,2025-08-21,14:56:14
113,,52,20250821,145614000,002516,2,5.640,200,002516.SH,S,2025-08-21,14:56:14
114,,52,20250821,145614000,600010,2,2.670,400,600010.SZ,S,2025-08-21,14:56:14
115,0103000081271168,58,20250821,145614098,002558,2,29.920,100,002558.SH,S,2025-08-21,14:56:14.098000
116,0104000077973542,59,20250821,145613000,300432,1,15.450,400,300432.SH,B,2025-08-21,14:56:13
117,,52,20250821,145613000,002558,2,29.920,200,002558.SH,S,2025-08-21,14:56:13
118,,51,20250821,145617146,603317,2,12.190,100,603317.SZ,S,2025-08-21,14:56:17.146000
119,,51,20250821,145617146,301029,2,26.660,100,301029.SH,S,2025-08-21,14:56:17.146000
120,,51,20250821,145617146,002738,2,40.660,100,002738.SH,S,2025-08-21,14:56:17.146000
121,,51,20250821,145617146,301029,2,26.660,100,301029.SH,S,2025-08-21,14:56:17.146000
122,,51,20250821,145617046,603115,1,17.870,100,603115.SZ,B,2025-08-21,14:56:17.046000
123,,51,20250821,145616946,002263,2,3.740,300,002263.SH,S,2025-08-21,14:56:16.946000
124,0104000077964640,61,20250821,145612340,000045,2,11.530,400,000045.SH,S,2025-08-21,14:56:12.340000
125,0104000077964016,59,20250821,145612000,000045,2,11.530,300,000045.SH,S,2025-08-21,14:56:12
126,,51,20250821,145616446,002353,2,46.180,100,002353.SH,S,2025-08-21,14:56:16.446000
127,,51,20250821,145616146,002941,2,15.140,400,002941.SH,S,2025-08-21,14:56:16.146000
128,,51,20250821,145616146,002913,2,38.200,200,002913.SH,S,2025-08-21,14:56:16.146000
129,,51,20250821,145616046,000045,2,11.530,200,000045.SH,S,2025-08-21,14:56:16.046000
130,,51,20250821,145615443,603538,2,27.120,100,603538.SZ,S,2025-08-21,14:56:15.443000
131,,51,20250821,145615343,603115,1,17.870,100,603115.SZ,B,2025-08-21,14:56:15.343000
132,,51,20250821,145614343,000887,2,21.760,100,000887.SH,S,2025-08-21,14:56:14.343000
133,,51,20250821,145614243,600988,2,24.220,100,600988.SZ,S,2025-08-21,14:56:14.243000
134,0000000064326000,58,20250821,145610069,688403,1,14.050,613,688403.SZ,B,2025-08-21,14:56:10.069000
135,,51,20250821,145614142,688609,2,11.630,400,688609.SZ,S,2025-08-21,14:56:14.142000
136,,51,20250821,145614142,002394,1,10.670,600,002394.SH,B,2025-08-21,14:56:14.142000
137,,51,20250821,145614142,603993,2,11.040,2500,603993.SZ,S,2025-08-21,14:56:14.142000
138,,51,20250821,145614142,603659,2,18.350,100,603659.SZ,S,2025-08-21,14:56:14.142000
139,,51,20250821,145613842,601881,2,18.040,500,601881.SZ,S,2025-08-21,14:56:13.842000
140,,51,20250821,145613742,603115,1,17.870,200,603115.SZ,B,2025-08-21,14:56:13.742000
141,,51,20250821,145613542,603115,1,17.880,100,603115.SZ,B,2025-08-21,14:56:13.542000
142,,51,20250821,145613442,603115,1,17.880,200,603115.SZ,B,2025-08-21,14:56:13.442000
143,,51,20250821,145613342,002294,2,51.300,200,002294.SH,S,2025-08-21,14:56:13.342000
144,,51,20250821,145613342,002020,2,19.530,300,002020.SH,S,2025-08-21,14:56:13.342000
145,,51,20250821,145613342,002080,2,32.060,100,002080.SH,S,2025-08-21,14:56:13.342000
146,0105000079392381,58,20250821,145608957,300813,2,26.680,400,300813.SH,S,2025-08-21,14:56:08.957000
147,,51,20250821,145613142,002236,2,18.220,300,002236.SH,S,2025-08-21,14:56:13.142000
148,,51,20250821,145612942,600808,2,3.740,1200,600808.SZ,S,2025-08-21,14:56:12.942000
149,,51,20250821,145612342,301509,2,43.930,200,301509.SH,S,2025-08-21,14:56:12.342000
150,0000000064314629,58,20250821,145608491,600593,2,32.810,300,600593.SZ,S,2025-08-21,14:56:08.491000
151,0102000079494343,58,20250821,145608124,300170,1,19.280,300,300170.SH,B,2025-08-21,14:56:08.124000
152,,51,20250821,145612142,605138,2,8.170,100,605138.SZ,S,2025-08-21,14:56:12.142000
153,,51,20250821,145612142,002049,2,80.470,500,002049.SH,S,2025-08-21,14:56:12.142000
154,0104000077920799,61,20250821,145607300,002332,2,11.570,800,002332.SH,S,2025-08-21,14:56:07.300000
155,0000000064314628,61,20250821,145608453,600593,2,32.810,300,600593.SZ,S,2025-08-21,14:56:08.453000
156,0105000079378571,61,20250821,145607270,300813,2,26.680,100,300813.SH,S,2025-08-21,14:56:07.270000
157,0000000064306007,61,20250821,145607295,603978,2,17.070,100,603978.SZ,S,2025-08-21,14:56:07.295000
158,0105000079378569,61,20250821,145607270,300813,2,26.680,200,300813.SH,S,2025-08-21,14:56:07.270000
159,0104000077920873,59,20250821,145607000,002332,2,11.570,300,002332.SH,S,2025-08-21,14:56:07
160,0105000079376375,58,20250821,145606992,000795,1,11.930,600,000795.SH,B,2025-08-21,14:56:06.992000
161,,51,20250821,145611142,000021,2,20.530,900,000021.SH,S,2025-08-21,14:56:11.142000
162,,51,20250821,145611142,600233,1,18.010,600,600233.SZ,B,2025-08-21,14:56:11.142000
163,,51,20250821,145611142,300483,2,12.470,400,300483.SH,S,2025-08-21,14:56:11.142000
164,,51,20250821,145611042,002945,2,16.840,700,002945.SH,S,2025-08-21,14:56:11.042000
165,,51,20250821,145611042,600545,2,2.670,300,600545.SZ,S,2025-08-21,14:56:11.042000
166,,51,20250821,145611042,300942,2,13.030,400,300942.SH,S,2025-08-21,14:56:11.042000
167,,51,20250821,145611042,002945,2,16.840,300,002945.SH,S,2025-08-21,14:56:11.042000
168,0000000064301452,61,20250821,145606608,600593,2,32.840,100,600593.SZ,S,2025-08-21,14:56:06.608000
169,,51,20250821,145610142,000933,2,18.880,200,000933.SH,S,2025-08-21,14:56:10.142000
170,0000000064290065,61,20250821,145605257,603993,2,11.040,800,603993.SZ,S,2025-08-21,14:56:05.257000
171,0000000064294836,61,20250821,145605817,600593,2,32.840,100,600593.SZ,S,2025-08-21,14:56:05.817000
172,,51,20250821,145609142,300157,2,5.560,700,300157.SH,S,2025-08-21,14:56:09.142000
173,,51,20250821,145609042,002852,2,11.840,100,002852.SH,S,2025-08-21,14:56:09.042000
174,0000000064282536,59,20250821,145604000,603993,2,11.040,400,603993.SZ,S,2025-08-21,14:56:04
175,,51,20250821,145608642,300432,1,15.440,200,300432.SH,B,2025-08-21,14:56:08.642000
176,,51,20250821,145608342,002846,2,16.380,100,002846.SH,S,2025-08-21,14:56:08.342000
177,,51,20250821,145608342,600259,2,63.250,200,600259.SZ,S,2025-08-21,14:56:08.342000
178,,51,20250821,145608242,002980,2,25.930,100,002980.SH,S,2025-08-21,14:56:08.242000
179,,51,20250821,145607642,002245,2,17.300,1500,002245.SH,S,2025-08-21,14:56:07.642000
180,,51,20250821,145607142,688382,2,41.220,621,688382.SZ,S,2025-08-21,14:56:07.142000
181,,51,20250821,145607042,000967,2,7.380,500,000967.SH,S,2025-08-21,14:56:07.042000
182,,51,20250821,145607042,603926,2,13.990,1300,603926.SZ,S,2025-08-21,14:56:07.042000
183,0000000064266820,59,20250821,145602000,600593,2,32.820,200,600593.SZ,S,2025-08-21,14:56:02
184,,51,20250821,145606242,600292,2,12.430,100,600292.SZ,S,2025-08-21,14:56:06.242000
185,0103000081168506,61,20250821,145601520,000603,2,16.120,500,000603.SH,S,2025-08-21,14:56:01.520000
186,,51,20250821,145605342,601818,2,3.980,1100,601818.SZ,S,2025-08-21,14:56:05.342000
187,0103000081149596,61,20250821,145600240,000420,2,4.520,1000,000420.SH,S,2025-08-21,14:56:00.240000
188,1021779282102682800,57,20250821,145600620,000709,2,2.400,6900,000709.SH,S,2025-08-21,14:56:00.620000
189,0102000079415429,59,20250821,145600000,300170,1,19.280,400,300170.SH,B,2025-08-21,14:56:00
190,,51,20250821,145604242,002798,1,7.270,1900,002798.SH,B,2025-08-21,14:56:04.242000
191,,51,20250821,145604142,603456,2,18.450,100,603456.SZ,S,2025-08-21,14:56:04.142000
192,,51,20250821,145604141,002468,2,19.380,400,002468.SH,S,2025-08-21,14:56:04.141000
193,,51,20250821,145604142,000963,2,45.710,300,000963.SH,S,2025-08-21,14:56:04.142000
194,,51,20250821,145604142,600221,2,1.560,1900,600221.SZ,S,2025-08-21,14:56:04.142000
195,,51,20250821,145604142,002244,2,10.200,100,002244.SH,S,2025-08-21,14:56:04.142000
196,,51,20250821,145604141,603680,2,13.400,100,603680.SZ,S,2025-08-21,14:56:04.141000
197,,51,20250821,145604141,000426,2,19.820,300,000426.SH,S,2025-08-21,14:56:04.141000
198,,51,20250821,145604141,300031,2,26.360,100,300031.SH,S,2025-08-21,14:56:04.141000
199,,51,20250821,145604041,600487,2,18.230,200,600487.SZ,S,2025-08-21,14:56:04.041000
200,,51,20250821,145604040,002130,2,24.890,400,002130.SH,S,2025-08-21,14:56:04.040000
201,,51,20250821,145604040,300485,2,14.190,200,300485.SH,S,2025-08-21,14:56:04.040000
202,,51,20250821,145603639,300413,2,25.500,300,300413.SH,S,2025-08-21,14:56:03.639000
203,,51,20250821,145603539,300413,2,25.500,300,300413.SH,S,2025-08-21,14:56:03.539000
204,,51,20250821,145559939,002102,2,4.160,400,002102.SH,S,2025-08-21,14:55:59.939000
205,,51,20250821,145559339,601958,2,13.780,100,601958.SZ,S,2025-08-21,14:55:59.339000
206,,51,20250821,145559039,600905,1,4.270,4600,600905.SZ,B,2025-08-21,14:55:59.039000
207,,51,20250821,145558239,002102,2,4.160,400,002102.SH,S,2025-08-21,14:55:58.239000
208,,51,20250821,145557039,600721,2,8.650,300,600721.SZ,S,2025-08-21,14:55:57.039000
209,0000000064195042,61,20250821,145552313,600392,2,23.260,100,600392.SZ,S,2025-08-21,14:55:52.313000
210,,51,20250821,145556739,600392,2,23.270,700,600392.SZ,S,2025-08-21,14:55:56.739000
211,,51,20250821,145555521,300739,2,17.060,100,300739.SH,S,2025-08-21,14:55:55.521000
212,,51,20250821,145555321,002011,2,13.310,500,002011.SH,S,2025-08-21,14:55:55.321000
213,,51,20250821,145553721,000528,2,11.290,100,000528.SH,S,2025-08-21,14:55:53.721000
214,,51,20250821,145552721,601229,2,9.990,300,601229.SZ,S,2025-08-21,14:55:52.721000
215,,51,20250821,145552321,600673,1,18.340,200,600673.SZ,B,2025-08-21,14:55:52.321000
216,,51,20250821,145552221,002738,2,40.670,100,002738.SH,S,2025-08-21,14:55:52.221000
217,,51,20250821,145551821,300952,2,29.220,400,300952.SH,S,2025-08-21,14:55:51.821000
218,0103000081049795,59,20250821,145545000,000603,2,16.130,200,000603.SH,S,2025-08-21,14:55:45
219,,51,20250821,145548321,601688,2,21.340,200,601688.SZ,S,2025-08-21,14:55:48.321000
220,,51,20250821,145546120,603798,1,13.550,1100,603798.SZ,B,2025-08-21,14:55:46.120000
221,,51,20250821,145545320,002564,2,7.810,100,002564.SH,S,2025-08-21,14:55:45.320000
222,,51,20250821,145541820,601231,1,18.390,500,601231.SZ,B,2025-08-21,14:55:41.820000
223,,51,20250821,145541620,300551,2,12.340,100,300551.SH,S,2025-08-21,14:55:41.620000
224,,51,20250821,145540420,002065,2,10.090,100,002065.SH,S,2025-08-21,14:55:40.420000
225,,51,20250821,145538820,300551,2,12.340,300,300551.SH,S,2025-08-21,14:55:38.820000
226,,51,20250821,145538220,002246,2,18.600,200,002246.SH,S,2025-08-21,14:55:38.220000
227,,51,20250821,145537120,002246,2,18.600,100,002246.SH,S,2025-08-21,14:55:37.120000
228,,51,20250821,145537120,002373,2,11.980,300,002373.SH,S,2025-08-21,14:55:37.120000
229,0102000079214641,59,20250821,145532000,002324,2,14.380,100,002324.SH,S,2025-08-21,14:55:32
230,,51,20250821,145536220,603606,2,52.410,100,603606.SZ,S,2025-08-21,14:55:36.220000
231,0102000079214647,61,20250821,145532390,002324,2,14.380,400,002324.SH,S,2025-08-21,14:55:32.390000
232,0000000064068094,61,20250821,145531829,600593,2,32.860,100,600593.SZ,S,2025-08-21,14:55:31.829000
233,,51,20250821,145535420,688007,1,19.170,428,688007.SZ,B,2025-08-21,14:55:35.420000
234,,51,20250821,145533320,002798,1,7.280,1800,002798.SH,B,2025-08-21,14:55:33.320000
235,,51,20250821,145532520,600800,2,4.700,100,600800.SZ,S,2025-08-21,14:55:32.520000
236,,51,20250821,145532020,002512,1,4.050,200,002512.SH,B,2025-08-21,14:55:32.020000
237,,51,20250821,145531120,000989,2,11.980,400,000989.SH,S,2025-08-21,14:55:31.120000
238,,51,20250821,145531020,002945,2,16.840,500,002945.SH,S,2025-08-21,14:55:31.020000
239,,51,20250821,145531020,300251,2,20.060,100,300251.SH,S,2025-08-21,14:55:31.020000
240,,51,20250821,145531020,688277,2,19.490,633,688277.SZ,S,2025-08-21,14:55:31.020000
241,,51,20250821,145528119,300707,2,15.980,400,300707.SH,S,2025-08-21,14:55:28.119000
242,,51,20250821,145526419,002512,1,4.050,800,002512.SH,B,2025-08-21,14:55:26.419000
243,,51,20250821,145525719,600673,1,18.400,300,600673.SZ,B,2025-08-21,14:55:25.719000
244,,51,20250821,145525619,600673,1,18.400,300,600673.SZ,B,2025-08-21,14:55:25.619000
245,,51,20250821,145524719,300103,2,7.830,900,300103.SH,S,2025-08-21,14:55:24.719000
246,,51,20250821,145524719,002512,1,4.050,600,002512.SH,B,2025-08-21,14:55:24.719000
247,,51,20250821,145523019,600673,1,18.400,500,600673.SZ,B,2025-08-21,14:55:23.019000
248,0104000077537495,58,20250821,145517988,002332,2,11.570,300,002332.SH,S,2025-08-21,14:55:17.988000
249,,51,20250821,145519619,002629,2,7.170,800,002629.SH,S,2025-08-21,14:55:19.619000
250,,51,20250821,145519419,603187,2,13.920,400,603187.SZ,S,2025-08-21,14:55:19.419000
251,,51,20250821,145519419,603187,2,13.920,1800,603187.SZ,S,2025-08-21,14:55:19.419000
252,,51,20250821,145518319,002295,2,10.970,100,002295.SH,S,2025-08-21,14:55:18.319000
253,,51,20250821,145517319,300996,2,19.570,200,300996.SH,S,2025-08-21,14:55:17.319000
254,,51,20250821,145517119,603367,1,29.950,200,603367.SZ,B,2025-08-21,14:55:17.119000
255,,51,20250821,145516518,300103,2,7.830,200,300103.SH,S,2025-08-21,14:55:16.518000
256,,51,20250821,145516018,600329,2,46.180,100,600329.SZ,S,2025-08-21,14:55:16.018000
257,,51,20250821,145515918,002234,2,9.030,200,002234.SH,S,2025-08-21,14:55:15.918000
258,,51,20250821,145515418,600329,2,46.180,100,600329.SZ,S,2025-08-21,14:55:15.418000
259,,51,20250821,145515318,600329,2,46.180,100,600329.SZ,S,2025-08-21,14:55:15.318000
260,,51,20250821,145515318,002448,2,9.800,300,002448.SH,S,2025-08-21,14:55:15.318000
261,,51,20250821,145514218,600602,2,23.430,400,600602.SZ,S,2025-08-21,14:55:14.218000
262,,51,20250821,145513318,603113,2,8.010,100,603113.SZ,S,2025-08-21,14:55:13.318000
263,,51,20250821,145512018,002945,2,16.820,300,002945.SH,S,2025-08-21,14:55:12.018000
264,,51,20250821,145511117,600016,1,4.750,200,600016.SZ,B,2025-08-21,14:55:11.117000
265,,51,20250821,145511117,600016,1,4.750,1000,600016.SZ,B,2025-08-21,14:55:11.117000
266,,51,20250821,145511117,600016,1,4.750,100,600016.SZ,B,2025-08-21,14:55:11.117000
267,,51,20250821,145508217,688236,2,23.130,8,688236.SZ,S,2025-08-21,14:55:08.217000
268,,51,20250821,145507516,002471,2,4.990,500,002471.SH,S,2025-08-21,14:55:07.516000
269,0000000063883530,58,20250821,145501629,600712,2,7.570,200,600712.SZ,S,2025-08-21,14:55:01.629000
270,,52,20250821,145458000,600712,2,7.570,200,600712.SZ,S,2025-08-21,14:54:58
271,,51,20250821,145503815,601456,2,11.920,100,601456.SZ,S,2025-08-21,14:55:03.815000
272,,51,20250821,145503315,600188,2,13.210,100,600188.SZ,S,2025-08-21,14:55:03.315000
273,,51,20250821,145503315,300399,2,31.530,100,300399.SH,S,2025-08-21,14:55:03.315000
274,,51,20250821,145502915,002406,2,8.620,1200,002406.SH,S,2025-08-21,14:55:02.915000
275,,51,20250821,145502415,603166,2,18.630,1100,603166.SZ,S,2025-08-21,14:55:02.415000
276,,51,20250821,145502115,601633,2,25.840,400,601633.SZ,S,2025-08-21,14:55:02.115000
277,,51,20250821,145502115,601633,2,25.840,100,601633.SZ,S,2025-08-21,14:55:02.115000
278,,51,20250821,145501415,600398,2,7.140,30,600398.SZ,S,2025-08-21,14:55:01.415000
279,,51,20250821,145501315,600398,2,7.140,70,600398.SZ,S,2025-08-21,14:55:01.315000
