,fund_id,trade_dt,trade_time,s_info_windcode,direction,price,qty
0,63,2025-10-20,2025-10-20 14:56:57,601929.SH,B,3.560,200
1,63,2025-10-20,2025-10-20 14:56:57,600170.SH,B,2.860,100
2,61,2025-10-20,2025-10-20 14:56:57,000100.SZ,B,4.130,100
3,62,2025-10-20,2025-10-20 14:56:53,600189.SH,S,7.060,200
4,62,2025-10-20,2025-10-20 14:56:53,000990.SZ,S,7.300,200
5,62,2025-10-20,2025-10-20 14:56:53,601997.SH,S,5.990,200
6,62,2025-10-20,2025-10-20 14:56:53,601997.SH,S,5.990,100
7,62,2025-10-20,2025-10-20 14:56:53,601222.SH,S,6.000,200
8,62,2025-10-20,2025-10-20 14:56:53,601018.SH,S,3.830,800
9,62,2025-10-20,2025-10-20 14:56:53,601988.SH,S,5.360,800
10,62,2025-10-20,2025-10-20 14:56:53,601398.SH,S,7.610,800
11,62,2025-10-20,2025-10-20 14:56:53,000401.SZ,S,4.980,300
12,62,2025-10-20,2025-10-20 14:56:53,603323.SH,S,5.230,200
13,62,2025-10-20,2025-10-20 14:56:53,000552.SZ,S,2.680,1200
14,62,2025-10-20,2025-10-20 14:56:53,601018.SH,S,3.830,100
15,62,2025-10-20,2025-10-20 14:56:53,000008.SZ,S,2.810,800
16,62,2025-10-20,2025-10-20 14:56:49,601918.SH,S,6.990,500
17,62,2025-10-20,2025-10-20 14:56:46,002361.SZ,S,6.360,300
18,62,2025-10-20,2025-10-20 14:56:44,601515.SH,S,4.380,100
19,62,2025-10-20,2025-10-20 14:56:43,002948.SZ,S,5.090,200
20,62,2025-10-20,2025-10-20 14:56:41,002785.SZ,S,34.490,200
21,62,2025-10-20,2025-10-20 14:56:40,601101.SH,S,7.980,600
22,62,2025-10-20,2025-10-20 14:56:40,000807.SZ,S,21.020,100
23,62,2025-10-20,2025-10-20 14:56:39,600658.SH,S,5.490,500
24,62,2025-10-20,2025-10-20 14:56:37,600425.SH,S,4.650,700
25,62,2025-10-20,2025-10-20 14:56:36,600256.SH,S,5.340,1000
26,62,2025-10-20,2025-10-20 14:56:36,301160.SZ,S,58.850,100
27,62,2025-10-20,2025-10-20 14:56:36,600019.SH,S,7.150,300
28,62,2025-10-20,2025-10-20 14:56:36,003019.SZ,S,33.450,100
29,62,2025-10-20,2025-10-20 14:56:36,600724.SH,S,5.170,400
30,62,2025-10-20,2025-10-20 14:56:36,600724.SH,S,5.170,200
31,62,2025-10-20,2025-10-20 14:56:36,002989.SZ,S,27.480,100
32,62,2025-10-20,2025-10-20 14:56:35,601328.SH,S,6.970,400
33,62,2025-10-20,2025-10-20 14:56:36,600547.SH,S,37.940,200
34,62,2025-10-20,2025-10-20 14:56:35,600163.SH,S,5.220,100
35,62,2025-10-20,2025-10-20 14:56:36,600846.SH,S,14.190,200
36,62,2025-10-20,2025-10-20 14:56:35,601998.SH,S,7.710,100
37,62,2025-10-20,2025-10-20 14:56:36,600547.SH,S,37.940,100
38,62,2025-10-20,2025-10-20 14:56:35,600015.SH,S,6.830,200
39,62,2025-10-20,2025-10-20 14:56:35,601975.SH,S,3.250,1000
40,62,2025-10-20,2025-10-20 14:56:35,601228.SH,S,3.400,500
41,62,2025-10-20,2025-10-20 14:56:35,600926.SH,S,16.360,100
42,58,2025-10-20,2025-10-20 14:56:35,301307.SZ,B,30.410,100
43,58,2025-10-20,2025-10-20 14:56:35,301307.SZ,B,30.410,100
44,58,2025-10-20,2025-10-20 14:56:35,301307.SZ,B,30.410,200
45,62,2025-10-20,2025-10-20 14:56:34,601916.SH,S,3.050,1000
46,62,2025-10-20,2025-10-20 14:56:34,601818.SH,S,3.460,1500
47,62,2025-10-20,2025-10-20 14:56:34,603992.SH,S,27.380,100
48,61,2025-10-20,2025-10-20 14:56:33,300703.SZ,B,29.130,100
49,62,2025-10-20,2025-10-20 14:56:33,000598.SZ,S,6.880,400
50,59,2025-10-20,2025-10-20 14:56:32,300184.SZ,B,10.500,600
51,59,2025-10-20,2025-10-20 14:56:32,300184.SZ,B,10.500,100
52,62,2025-10-20,2025-10-20 14:56:32,000927.SZ,S,2.690,1200
53,61,2025-10-20,2025-10-20 14:56:32,002552.SZ,S,17.000,200
54,62,2025-10-20,2025-10-20 14:56:32,601860.SH,S,2.910,1100
55,62,2025-10-20,2025-10-20 14:56:32,600300.SH,S,3.380,200
56,62,2025-10-20,2025-10-20 14:56:32,000088.SZ,S,4.480,100
57,62,2025-10-20,2025-10-20 14:56:32,600033.SH,S,3.510,300
58,62,2025-10-20,2025-10-20 14:56:32,601065.SH,S,8.390,100
59,62,2025-10-20,2025-10-20 14:56:32,000718.SZ,S,2.660,900
60,58,2025-10-20,2025-10-20 14:56:32,603917.SH,S,14.950,1500
61,58,2025-10-20,2025-10-20 14:56:32,603917.SH,S,14.950,1000
62,58,2025-10-20,2025-10-20 14:56:32,603917.SH,S,14.950,700
63,62,2025-10-20,2025-10-20 14:56:31,601872.SH,S,8.770,100
64,62,2025-10-20,2025-10-20 14:56:31,000523.SZ,S,3.180,400
65,62,2025-10-20,2025-10-20 14:56:30,600688.SH,S,2.720,100
66,62,2025-10-20,2025-10-20 14:56:30,600688.SH,S,2.720,400
67,62,2025-10-20,2025-10-20 14:56:30,600688.SH,S,2.720,100
68,61,2025-10-20,2025-10-20 14:56:30,300304.SZ,B,12.070,600
69,62,2025-10-20,2025-10-20 14:56:30,600219.SH,S,4.010,800
70,62,2025-10-20,2025-10-20 14:56:30,600688.SH,S,2.720,600
71,62,2025-10-20,2025-10-20 14:56:30,600675.SH,S,2.940,1100
72,62,2025-10-20,2025-10-20 14:56:30,600905.SH,S,4.290,800
73,58,2025-10-20,2025-10-20 14:56:29,688556.SH,S,11.660,470
74,58,2025-10-20,2025-10-20 14:56:29,002552.SZ,S,17.050,1200
75,62,2025-10-20,2025-10-20 14:56:29,600338.SH,S,12.950,200
76,58,2025-10-20,2025-10-20 14:56:28,002857.SZ,S,24.530,100
77,61,2025-10-20,2025-10-20 14:56:26,301171.SZ,B,28.760,300
78,61,2025-10-20,2025-10-20 14:56:26,300657.SZ,B,29.680,200
79,61,2025-10-20,2025-10-20 14:56:26,002552.SZ,S,17.040,900
80,61,2025-10-20,2025-10-20 14:56:25,002552.SZ,S,17.020,200
81,61,2025-10-20,2025-10-20 14:56:24,002552.SZ,S,17.040,100
82,61,2025-10-20,2025-10-20 14:56:24,301358.SZ,B,53.580,100
83,62,2025-10-20,2025-10-20 14:56:24,600489.SH,S,23.630,100
84,61,2025-10-20,2025-10-20 14:56:23,300390.SZ,B,23.510,400
85,61,2025-10-20,2025-10-20 14:56:22,603063.SH,B,31.920,200
86,59,2025-10-20,2025-10-20 14:56:22,603917.SH,S,14.980,600
87,59,2025-10-20,2025-10-20 14:56:21,603063.SH,B,31.920,200
88,58,2025-10-20,2025-10-20 14:56:16,601618.SH,S,3.670,100
89,61,2025-10-20,2025-10-20 14:56:21,300390.SZ,B,23.510,600
90,63,2025-10-20,2025-10-20 14:56:21,300014.SZ,B,76.470,200
91,59,2025-10-20,2025-10-20 14:56:20,688472.SH,B,12.130,646
92,63,2025-10-20,2025-10-20 14:56:20,000957.SZ,S,12.340,100
93,61,2025-10-20,2025-10-20 14:56:20,603917.SH,S,14.980,1300
94,61,2025-10-20,2025-10-20 14:56:20,603917.SH,S,14.980,300
95,63,2025-10-20,2025-10-20 14:56:20,000957.SZ,S,12.350,1600
96,61,2025-10-20,2025-10-20 14:56:20,688556.SH,S,11.670,66
97,61,2025-10-20,2025-10-20 14:56:20,603063.SH,B,31.920,300
98,61,2025-10-20,2025-10-20 14:56:20,688556.SH,S,11.670,292
99,61,2025-10-20,2025-10-20 14:56:20,000957.SZ,S,12.340,500
