,代码,最新价
0,920112,48.15
1,831906,30.09
2,301389,72.58
3,301123,47.81
4,301488,115.33
5,688668,127.36
6,300394,180.01
7,300797,18.6
8,300389,14.7
9,300491,36.5
10,301526,7.87
11,300476,259.0
12,300548,160.04
13,688775,352.0
14,688561,43.52
15,688981,119.22
16,300843,64.9
17,300724,98.77
18,688110,118.0
19,688228,132.0
20,871553,11.22
21,688256,1587.91
22,688205,116.77
23,301568,58.0
24,688270,81.9
25,301183,111.03
26,300049,65.02
27,688629,92.21
28,300502,354.95
29,301272,46.68
30,688660,25.56
31,688630,142.3
32,300395,105.2
33,688502,475.34
34,300236,60.1
35,301603,80.25
36,300861,16.71
37,301040,39.6
38,300324,6.84
39,688686,149.68
40,301018,77.88
41,837821,36.37
42,300620,101.01
43,300939,40.0
44,688729,32.4
45,300435,18.58
46,688183,79.6
47,688409,73.27
48,688559,33.68
49,301489,188.1
50,920445,14.57
51,300366,9.83
52,688260,33.0
53,688147,44.34
54,688385,65.11
55,688719,47.18
56,300237,2.95
57,688585,87.61
58,688318,180.13
59,688195,69.26
60,300308,359.03
61,688523,27.31
62,688216,28.49
63,301330,35.85
64,002256,2.93
65,688048,84.62
66,002115,9.52
67,000061,8.43
68,603020,9.88
69,002636,14.6
70,603177,13.18
71,002837,79.04
72,600895,38.67
73,603216,15.72
74,603610,15.6
75,603124,86.63
76,600156,9.56
77,002600,16.26
78,603068,46.71
79,600246,13.52
80,002053,13.63
81,603395,39.16
82,603893,237.16
83,603948,26.52
84,002384,60.94
85,603800,49.72
86,601869,82.95
87,603256,44.89
88,002232,25.84
89,605255,42.9
90,000599,5.5
91,603290,108.04
92,000831,53.02
93,002842,12.76
94,002916,186.45
95,603773,34.32
96,001222,24.08
97,601877,27.86
98,002077,16.18
99,605188,18.49
100,002829,23.78
101,601208,19.4
102,002165,10.03
103,002815,17.19
104,002549,16.76
105,002423,14.23
106,002195,8.05
107,600651,7.62
108,000070,12.14
109,603222,11.04
110,600210,7.07
111,000981,2.32
112,002109,4.11
113,300570,136.24
114,300085,57.3
115,688053,36.71
116,301316,60.59
117,300726,39.7
118,300533,45.66
119,688011,47.16
120,688588,21.29
121,300480,19.25
122,688400,38.52
123,603626,17.61
124,300889,20.4
125,600211,48.83
126,688702,131.88
127,300913,65.64
128,688012,225.5
129,300747,32.56
130,002938,56.93
131,300561,18.36
132,002463,64.12
133,301200,91.6
134,000581,22.53
135,600058,10.65
136,300739,18.1
137,001388,52.97
138,831961,28.8
139,301377,77.08
140,300045,24.5
141,600183,52.5
142,688008,117.5
143,835670,18.7
144,600487,20.51
145,300293,27.75
146,688519,74.5
147,688261,76.3
148,603297,107.98
149,002484,30.28
150,830896,21.54
151,300811,78.0
152,002229,23.85
153,300131,9.88
154,688143,53.01
155,301021,37.18
156,688295,24.76
157,603637,11.78
158,300776,78.87
159,300596,36.26
160,688171,46.31
161,002913,41.15
162,603659,20.38
163,301075,44.4
164,603186,43.7
165,002871,19.67
166,603083,95.08
167,688418,33.31
168,300290,25.78
169,300373,70.37
170,301268,24.19
171,603633,11.86
172,000063,47.42
173,002222,46.07
174,688020,75.86
175,000670,9.79
176,688222,23.96
177,603360,25.45
178,603655,37.8
179,002281,70.63
180,300322,28.59
181,688800,78.06
182,002518,37.9
183,300650,16.19
184,600619,24.06
185,688536,170.2
186,300249,19.11
187,601138,48.94
188,603380,41.43
189,000032,27.93
190,603282,18.79
191,688521,153.0
192,601865,17.69
193,301628,100.93
