,代码,昨收
0,300115,31.43
1,301086,66.08
2,300539,40.4
3,688332,116.52
4,300836,47.01
5,688330,33.95
6,300250,18.26
7,301052,70.0
8,301319,35.07
9,300111,4.96
10,688521,173.0
11,688679,17.17
12,301178,61.36
13,688123,93.53
14,301013,26.61
15,688228,186.8
16,301338,65.8
17,688698,75.82
18,301117,33.28
19,300493,21.41
20,688028,44.8
21,300475,77.53
22,300400,24.26
23,301008,43.0
24,837212,16.54
25,688678,32.51
26,688171,48.94
27,301512,46.35
28,301489,239.8
29,871857,25.38
30,301095,81.0
31,688381,27.06
32,688339,25.95
33,301227,39.55
34,301133,28.21
35,688215,69.1
36,300959,72.07
37,688360,23.75
38,301391,71.84
39,688041,235.96
40,300993,20.26
41,300501,16.39
42,300620,125.34
43,300486,21.4
44,688607,28.81
45,000509,3.16
46,002239,3.26
47,000981,3.87
48,002059,7.35
49,600376,7.26
50,002453,6.66
51,000727,2.79
52,603429,11.75
53,002249,9.66
54,603633,12.15
55,603011,16.96
56,603269,12.48
57,002957,18.17
58,002549,20.76
59,605100,24.66
60,002006,20.47
61,002045,16.08
62,600996,8.99
63,603239,18.39
64,000603,20.27
65,002925,17.78
66,002654,14.38
67,002298,9.9
68,600105,10.0
69,605255,91.96
70,603226,28.59
71,603215,20.8
72,001221,61.28
73,001309,141.01
74,002402,45.61
75,002065,10.3
76,002475,55.41
77,002276,18.7
78,600857,13.4
79,002980,23.4
80,002938,57.68
81,603019,106.83
82,603322,42.14
83,603286,39.03
84,603618,10.11
85,605488,36.73
86,603686,23.12
87,002837,74.44
88,002145,5.31
89,688110,111.69
90,002718,24.34
91,600635,5.01
92,600375,7.32
93,002662,3.81
94,600167,7.22
95,002849,15.04
96,603421,7.43
97,600797,10.54
98,301308,127.95
99,002513,5.33
100,002716,6.14
101,600400,3.33
102,688293,53.41
103,872808,92.12
104,002916,195.57
105,688335,19.19
106,301529,81.33
107,831641,21.21
108,688081,32.62
109,002246,17.13
110,301053,34.45
111,688099,91.0
112,688449,52.09
113,600489,18.26
114,300139,24.81
115,688702,127.21
116,300695,99.63
117,002600,14.03
118,688610,70.0
119,688066,32.82
120,301067,32.02
121,688719,37.12
122,300846,23.09
123,002850,159.85
124,300867,17.28
125,688458,43.41
126,002068,10.6
127,601069,28.37
128,002008,41.26
129,300789,29.71
130,600895,38.68
131,688312,29.96
132,300433,30.51
133,002011,13.67
134,603798,15.98
135,688325,87.27
136,688691,75.8
137,688195,132.14
138,688018,184.34
139,000685,9.53
140,300599,7.72
141,603786,81.01
142,002472,46.69
143,601208,21.09
144,000069,2.5
145,300383,14.5
146,603031,40.9
147,300731,48.06
148,301038,28.35
149,301550,120.9
150,838971,42.0
151,301248,28.0
152,603189,21.88
153,688049,54.96
154,301525,96.15
155,002241,32.62
156,000420,4.4
157,688237,53.4
158,300951,39.45
159,605128,43.0
160,688411,202.0
161,688047,146.1
162,300065,18.12
163,688131,73.79
164,002670,18.55
165,300543,13.07
166,688206,36.01
167,301091,31.0
168,601777,11.49
169,688608,252.95
170,301070,52.36
171,000036,4.42
172,301491,71.26
173,300857,163.43
174,832978,43.11
175,688051,43.82
176,688178,28.4
177,300606,22.96
178,001337,26.45
179,300603,11.41
