,代码,最新价
0,300955,24.52
1,300645,23.86
2,300971,26.44
3,688660,22.32
4,688228,94.75
5,300994,21.73
6,301172,27.67
7,300096,5.78
8,688310,20.51
9,688787,152.0
10,688066,36.6
11,688772,21.61
12,430564,29.95
13,300889,18.63
14,301603,72.76
15,300147,11.74
16,301312,56.04
17,300813,33.99
18,838701,23.49
19,300394,144.78
20,873223,16.06
21,300379,7.1
22,301055,23.66
23,688013,50.0
24,688359,73.2
25,300967,24.86
26,300740,23.8
27,300056,15.88
28,835438,49.91
29,688082,168.0
30,603363,4.15
31,600704,6.34
32,002217,3.72
33,603987,9.64
34,002298,11.94
35,002410,15.36
36,002600,14.92
37,002681,7.9
38,002356,3.62
39,603181,17.23
40,600397,8.12
41,001330,6.15
42,002145,5.27
43,002364,25.8
44,600410,25.58
45,002539,11.53
46,603360,23.16
47,002685,9.77
48,600262,25.48
49,002824,21.11
50,000029,33.08
51,001358,27.81
52,603767,36.93
53,002555,19.46
54,605138,8.68
55,605188,15.28
56,002537,11.76
57,603382,35.94
58,002241,34.06
59,603158,15.07
60,002261,40.27
61,600725,3.74
62,603177,10.89
63,002158,25.74
64,603950,31.47
65,600113,59.96
66,600118,36.63
67,603929,42.45
68,603859,48.2
69,601869,71.07
70,001296,22.99
71,603083,80.17
72,603161,15.53
73,002857,28.63
74,605255,35.45
75,002194,16.29
76,603685,18.5
77,002690,19.6
78,002232,21.35
79,000070,11.56
80,605303,24.24
81,002272,21.37
82,603595,22.04
83,603823,15.1
84,603098,16.2
85,605100,27.1
86,002953,14.89
87,002082,8.71
88,002212,11.25
89,600319,8.06
90,688217,34.36
91,002691,9.39
92,430418,35.68
93,600151,8.73
94,002131,5.31
95,002593,5.64
96,688651,42.0
97,688007,22.44
98,301556,128.0
99,300225,5.66
100,002378,14.63
101,688378,22.95
102,688025,136.0
103,300642,31.3
104,300472,6.33
105,920056,33.0
106,873690,32.1
107,300803,158.58
108,300222,12.56
109,603668,14.86
110,300686,14.13
111,688081,29.6
112,688291,39.88
113,603359,8.38
114,002943,36.38
115,688203,15.1
116,605289,49.88
117,688326,116.8
118,300700,14.54
119,603332,17.04
120,300234,6.17
121,301234,46.62
122,601886,8.43
123,600076,2.92
124,301380,42.19
125,300005,9.78
126,300882,18.5
127,002714,55.06
128,300313,9.4
129,831768,13.01
130,600246,13.66
131,000830,14.19
132,301063,30.15
133,603569,8.82
134,688089,29.99
135,301568,53.25
136,300475,43.51
137,603798,15.0
138,688526,19.33
139,839680,8.2
140,603518,11.48
141,688610,67.27
142,831961,28.25
143,600460,32.29
144,301326,103.61
145,600500,4.58
146,300506,4.1
