,代码,最新价
0,300959,68.92
1,301307,40.38
2,301008,38.16
3,300969,111.53
4,688766,105.6
5,300007,64.92
6,301413,180.11
7,300013,4.75
8,300907,39.98
9,301196,114.35
10,300043,7.72
11,301201,33.32
12,688047,149.59
13,300727,46.65
14,832978,42.0
15,872351,32.8
16,300660,61.99
17,300382,17.79
18,300857,156.99
19,301525,103.3
20,688160,102.78
21,838171,20.43
22,300258,17.37
23,301550,128.35
24,838837,20.4
25,300885,26.99
26,301285,51.63
27,300449,8.3
28,300684,39.1
29,300952,33.55
30,688648,71.88
31,300755,19.51
32,300918,26.2
33,834765,23.98
34,688205,105.6
35,301016,24.05
36,688456,54.0
37,600162,2.38
38,688698,69.08
39,000981,3.36
40,000564,2.93
41,301225,103.76
42,688210,50.46
43,002154,4.24
44,002622,4.25
45,301252,32.37
46,600376,6.67
47,000559,9.52
48,603959,7.11
49,000700,11.28
50,002067,5.92
51,001202,18.21
52,600410,21.51
53,600684,6.47
54,605136,11.2
55,002183,6.04
56,603829,24.93
57,002759,19.02
58,002126,39.91
59,002545,14.84
60,605298,51.43
61,002718,21.99
62,603266,26.04
63,603655,46.38
64,002050,39.23
65,600629,18.9
66,601869,95.65
67,603286,38.68
68,605133,48.03
69,603626,14.63
70,600735,6.05
71,603683,29.91
72,002472,44.76
73,600699,30.48
74,002172,4.73
75,002249,10.34
76,605288,105.06
77,603618,7.59
78,603920,46.07
79,603009,54.21
80,603083,119.9
81,603179,80.4
82,603936,14.52
83,002530,12.87
84,002676,11.33
85,603215,22.65
86,603516,154.0
87,603786,69.56
88,002400,9.25
89,603579,38.85
90,603950,37.09
91,001234,30.16
92,600933,22.79
93,603906,17.07
94,603316,11.45
95,603135,11.89
96,600151,8.71
97,600691,3.43
98,002210,3.87
99,002535,4.54
100,600170,3.21
101,600816,3.23
102,002146,2.12
103,301022,43.71
104,832000,26.0
105,300232,8.5
106,300575,7.85
107,688306,12.82
108,002320,9.17
109,688322,96.4
110,300115,28.14
111,301391,60.27
112,301356,23.45
113,301363,28.14
114,688433,59.13
115,603019,111.48
116,300953,173.7
117,002870,38.77
118,300815,28.59
119,300277,15.73
120,605376,54.14
121,000887,24.5
122,300420,4.54
123,603305,17.25
124,300878,23.8
125,688593,24.35
126,605198,47.95
127,300403,17.6
128,600751,4.8
129,301419,37.49
130,301066,15.85
131,301002,41.8
132,688622,106.66
133,300736,15.31
134,688702,135.59
135,002048,34.7
136,688015,27.05
137,301110,78.75
138,301133,29.62
139,833533,38.81
140,300421,17.0
141,300980,26.8
142,688226,51.82
143,601689,77.18
144,300658,9.05
145,688060,45.12
146,001400,82.42
147,002850,164.15
148,603686,19.92
149,002640,6.03
150,301538,100.31
151,600673,24.48
152,688255,38.26
153,002008,40.37
154,300100,48.69
155,603337,50.4
156,002518,39.37
157,603506,15.78
158,002861,18.49
159,301488,190.88
160,600322,3.0
161,000796,7.12
162,603926,17.6
163,603662,79.2
164,300085,58.16
165,301255,34.92
166,301607,37.95
167,301272,45.58
168,300141,9.98
169,603121,18.5
170,603859,47.69
171,002765,13.93
172,688335,19.8
173,688039,53.85
174,600173,9.5
175,300695,104.62
176,688507,104.54
177,002158,27.69
178,603319,42.45
179,688288,31.28
180,688613,28.52
181,300209,6.54
182,301171,33.48
183,002131,6.39
184,300679,56.44
185,002553,33.28
186,300559,15.1
187,002860,13.71
188,301122,26.9
189,301000,56.03
190,301368,75.66
191,300592,12.05
192,600226,4.07
193,603219,19.49
194,688191,28.2
195,002010,6.4
196,688073,74.73
197,002362,25.0
198,300126,7.9
199,002347,8.08
200,001309,125.5
201,001311,25.36
202,301190,30.56
203,688611,41.36
204,603298,26.69
205,301077,28.2
206,300354,44.46
207,688123,93.0
208,300810,47.27
