,代码,昨收
230,920108,16.01
231,920106,86.13
232,920101,49.37
233,920100,73.22
234,920099,30.7
235,920098,30.09
236,920092,36.25
237,920090,7.09
238,920089,18.7
239,920088,39.65
240,920087,16.02
241,920082,20.0
242,920080,30.42
243,920077,14.05
244,920075,30.43
245,920068,18.65
246,920066,28.82
247,920062,11.2
248,920061,34.61
249,920060,32.96
250,920058,37.23
251,920057,7.29
252,920056,27.06
253,920047,25.92
254,920046,14.36
255,920039,13.23
256,920037,89.8
257,920033,18.7
258,920030,7.47
259,920029,91.79
260,920027,27.29
261,920026,40.01
262,920023,4.35
263,920022,32.35
264,920021,6.6
265,920020,7.5
266,920019,22.65
267,920018,30.78
268,920017,19.81
269,920016,21.95
270,920015,47.92
271,920014,13.43
272,920010,14.47
273,920009,17.1
274,920008,30.24
275,920007,71.66
276,920006,28.14
277,920005,47.0
278,920002,117.26
279,920001,21.74
280,920000,20.47
281,833994,32.9
282,833874,20.13
283,832317,21.88
284,810011,100.0
285,689009,63.42
286,688981,126.81
287,688819,29.63
288,688800,71.66
289,688799,50.79
290,688798,79.87
291,688793,28.97
292,688789,79.41
293,688788,58.98
294,688787,111.79
295,688786,30.65
296,688783,8.62
297,688779,7.03
298,688778,74.99
299,688777,52.55
300,688776,84.31
301,688775,278.57
302,688772,25.12
303,688768,46.92
304,688767,43.21
305,688766,114.0
306,688765,29.06
307,688759,17.78
308,688758,18.79
309,688757,28.3
310,688755,44.76
311,688750,20.55
312,688739,27.45
313,688737,22.21
314,688733,24.8
315,688729,26.83
316,688728,15.83
317,688726,44.2
318,688722,18.06
319,688721,48.32
320,688720,46.42
321,688719,38.78
322,688718,14.24
323,688717,70.92
324,688716,40.64
325,688711,25.29
326,688710,41.49
327,688709,44.42
328,688708,71.2
329,688707,13.88
330,688702,121.45
331,688701,9.31
332,688700,36.95
333,688699,36.12
334,688698,80.19
335,688697,15.74
336,688696,105.99
337,688695,30.06
338,688693,41.75
339,688692,245.72
340,688691,151.26
341,688690,26.96
342,688689,27.41
343,688687,27.99
344,688686,133.43
345,688685,62.4
346,688683,31.49
347,688682,31.96
348,688681,17.9
349,688680,42.43
350,688679,22.92
351,688678,30.35
352,688677,51.92
353,688676,62.3
354,688671,22.28
355,688670,17.03
356,688669,22.71
357,688668,97.8
358,688667,63.41
359,688665,58.53
360,688663,39.53
361,688662,44.46
362,688661,47.73
363,688660,21.81
364,688659,10.77
365,688658,21.51
366,688657,54.8
367,688656,156.04
368,688655,19.48
369,688653,12.98
370,688652,87.1
371,688651,38.23
372,688648,57.85
373,688646,30.97
374,688639,32.02
375,688638,42.44
376,688636,32.55
377,688633,25.17
378,688631,78.0
379,688630,129.2
380,688629,86.28
381,688628,34.25
382,688627,155.6
383,688626,50.92
384,688625,36.39
385,688623,68.99
386,688622,130.64
387,688621,60.25
388,688620,12.75
389,688619,15.62
390,688618,26.11
391,688617,331.86
392,688616,13.0
393,688615,177.33
394,688613,23.41
395,688612,39.22
396,688611,37.73
397,688610,73.25
398,688609,9.54
399,688608,264.52
400,688607,27.9
401,688606,66.98
402,688605,65.9
403,688603,72.07
404,688602,8.27
405,688601,39.2
406,688600,21.75
407,688599,17.44
408,688598,31.07
409,688597,8.59
410,688596,40.21
411,688595,34.64
412,688593,19.53
413,688592,42.0
414,688591,49.33
415,688590,20.32
416,688589,23.84
417,688588,16.7
418,688586,11.0
419,688585,106.3
420,688584,23.18
421,688583,88.26
422,688582,67.4
423,688581,65.92
424,688580,47.79
425,688579,11.29
426,688578,105.28
427,688577,122.3
428,688576,65.71
429,688575,14.54
430,688573,25.77
431,688571,8.06
432,688570,19.54
433,688569,21.84
434,688568,39.06
435,688567,17.03
436,688566,31.88
437,688565,10.38
438,688563,52.05
439,688562,17.31
440,688561,33.58
441,688560,13.88
442,688559,37.69
443,688558,30.16
444,688557,36.71
445,688556,11.18
446,688555,1.12
447,688553,21.93
448,688552,37.09
449,688551,42.22
450,688550,47.1
451,688549,10.36
452,688548,12.43
453,688545,36.86
454,688543,47.28
455,688539,37.26
456,688538,2.73
457,688536,155.15
458,688535,103.91
459,688533,27.33
460,688531,68.6
461,688530,17.69
462,688529,18.99
463,688528,12.29
464,688526,17.15
465,688525,106.08
466,688523,22.51
467,688522,38.68
468,688521,171.9
469,688520,52.73
470,688519,70.22
471,688518,24.57
472,688517,15.63
473,688516,42.23
474,688515,110.6
475,688513,53.1
476,688512,11.34
477,688511,23.9
478,688510,24.1
479,688509,4.91
480,688508,64.34
481,688507,96.57
482,688506,355.0
483,688505,9.08
484,688503,61.14
485,688502,371.0
486,688501,27.02
487,688500,76.58
488,688499,58.16
489,688498,481.5
490,688496,8.75
491,688489,50.21
492,688488,14.77
493,688486,66.6
494,688485,15.68
495,688484,45.54
496,688480,50.88
497,688479,19.33
498,688478,35.7
499,688475,30.7
500,688472,11.89
501,688469,6.39
502,688468,7.82
503,688466,20.79
504,688459,10.21
505,688458,43.02
506,688456,45.4
507,688455,14.9
508,688450,28.25
509,688449,54.33
510,688448,39.66
511,688443,28.75
512,688439,54.83
513,688435,33.46
514,688433,50.6
515,688432,12.35
516,688429,15.5
517,688428,23.11
518,688426,27.29
519,688425,5.75
520,688420,25.37
521,688419,28.83
522,688418,30.5
523,688416,55.71
524,688411,302.48
525,688410,14.52
526,688409,72.01
527,688408,43.33
528,688403,16.31
529,688401,46.08
530,688400,40.86
531,688399,70.4
532,688398,19.79
533,688396,52.69
534,688395,25.54
535,688393,25.79
536,688392,113.3
537,688391,31.0
538,688390,52.26
539,688389,13.88
540,688388,39.05
541,688387,6.6
542,688386,79.0
543,688385,60.76
544,688383,61.15
545,688382,27.9
546,688381,27.04
547,688380,36.87
548,688379,48.87
549,688378,26.52
550,688377,42.73
551,688376,44.34
552,688375,70.59
553,688373,7.72
554,688372,80.97
555,688371,23.66
556,688370,26.58
557,688369,23.07
558,688368,100.97
559,688367,21.28
560,688366,49.95
561,688365,14.35
562,688363,53.7
563,688362,31.78
564,688361,119.74
565,688360,21.07
566,688359,60.79
567,688358,34.28
568,688357,37.07
569,688356,87.8
570,688355,20.0
571,688353,43.31
572,688352,13.09
573,688351,22.49
574,688350,21.39
575,688349,29.5
576,688348,52.57
577,688347,114.6
578,688345,36.31
579,688343,78.07
580,688339,26.95
581,688338,26.61
582,688337,38.17
583,688336,59.6
584,688335,22.05
585,688334,20.44
586,688333,68.24
587,688332,145.88
588,688331,95.1
589,688330,35.22
590,688329,20.56
591,688328,28.79
592,688327,14.81
593,688326,114.06
594,688325,89.58
595,688323,14.95
596,688322,85.32
597,688321,29.52
598,688320,40.66
599,688319,23.16
600,688318,140.98
601,688317,22.88
602,688316,61.29
603,688315,14.72
604,688314,34.67
605,688313,69.08
606,688312,27.89
607,688311,33.44
608,688310,20.88
609,688309,24.73
610,688308,24.85
611,688307,39.14
612,688306,12.51
613,688305,62.8
614,688303,26.93
615,688302,51.38
616,688301,113.4
617,688300,55.74
618,688299,20.36
619,688298,25.34
620,688297,47.31
621,688296,14.69
622,688295,26.55
623,688293,55.19
624,688292,21.21
625,688291,32.35
626,688290,64.63
627,688289,22.02
628,688288,28.06
629,688287,4.8
630,688286,92.72
631,688285,9.1
632,688283,31.02
633,688282,57.76
634,688281,66.83
635,688280,7.82
636,688279,188.35
637,688278,77.31
638,688277,17.51
639,688276,22.45
640,688275,57.65
641,688273,39.15
642,688272,24.54
643,688271,140.0
644,688270,68.22
645,688269,41.8
646,688268,63.63
647,688267,26.45
648,688266,103.8
649,688265,47.99
650,688262,28.78
651,688261,72.37
652,688260,33.98
653,688259,40.97
654,688258,62.52
655,688257,22.09
656,688256,1429.5
657,688255,36.57
658,688253,32.41
659,688252,25.72
660,688251,25.94
661,688249,34.92
662,688248,57.32
663,688247,10.87
664,688246,25.59
665,688244,20.4
666,688239,43.99
667,688238,7.69
668,688237,54.01
669,688236,26.8
670,688235,281.95
671,688234,72.54
672,688233,45.7
673,688232,26.93
674,688231,19.16
675,688230,70.95
676,688229,57.33
677,688228,180.18
678,688227,38.88
679,688226,44.13
680,688225,19.06
681,688223,5.35
682,688222,22.88
683,688221,14.47
684,688220,94.42
685,688219,12.12
686,688218,25.17
687,688217,28.85
688,688216,24.46
689,688215,82.71
690,688213,105.41
691,688212,47.43
692,688211,31.5
693,688210,51.4
694,688209,22.62
695,688208,37.0
696,688207,15.26
697,688206,40.84
698,688205,109.39
699,688203,13.23
700,688202,62.81
701,688201,13.74
702,688200,190.0
703,688199,24.35
704,688198,106.85
705,688197,40.01
706,688196,45.71
707,688195,110.98
708,688193,47.25
709,688192,60.11
710,688191,29.59
711,688190,108.63
712,688189,8.58
713,688188,140.3
714,688187,54.82
715,688186,26.18
716,688185,74.24
717,688184,9.86
718,688183,74.83
719,688182,26.15
720,688181,34.38
721,688180,38.54
722,688179,12.31
723,688178,26.0
724,688177,26.85
725,688176,9.93
726,688175,23.8
727,688173,15.35
728,688172,25.2
729,688171,46.11
730,688170,33.0
731,688169,183.36
732,688168,77.68
733,688167,152.07
734,688166,52.59
735,688165,22.17
736,688163,23.35
737,688162,33.29
738,688161,29.46
739,688160,84.39
740,688159,59.78
741,688158,24.04
742,688157,33.23
743,688156,19.45
744,688155,64.94
745,688153,35.23
746,688152,47.28
747,688151,21.44
748,688150,25.2
749,688148,7.11
750,688147,50.05
751,688146,39.5
752,688143,43.31
753,688141,55.08
754,688139,34.23
755,688138,28.74
756,688137,41.46
757,688136,37.71
758,688135,31.05
759,688133,25.19
760,688132,18.12
761,688131,79.9
762,688130,23.02
763,688129,22.33
764,688128,31.15
765,688127,30.61
766,688126,24.56
767,688125,57.46
768,688123,153.24
769,688122,70.13
770,688121,12.84
771,688120,141.69
772,688119,4.56
773,688118,26.85
774,688117,39.18
775,688116,53.51
776,688115,62.81
777,688114,68.79
778,688113,38.46
779,688112,36.31
780,688111,293.18
781,688110,99.1
782,688109,142.35
783,688108,28.06
784,688107,27.78
785,688106,20.08
786,688105,22.32
787,688103,71.37
788,688102,17.46
789,688101,16.2
790,688100,36.27
791,688099,94.34
792,688098,10.93
793,688097,32.83
794,688096,8.24
795,688095,71.62
796,688093,37.07
797,688092,25.64
798,688091,56.89
799,688090,36.05
800,688089,23.87
801,688088,49.99
802,688087,29.22
803,688086,0.64
804,688085,19.85
805,688084,85.63
806,688083,77.58
807,688082,181.28
808,688081,29.34
809,688080,51.26
810,688079,12.78
811,688078,31.68
812,688077,34.4
813,688076,37.2
814,688075,38.85
815,688073,67.59
816,688072,249.01
817,688071,34.97
818,688070,49.55
819,688069,23.24
820,688068,172.16
821,688067,26.31
822,688066,33.06
823,688065,47.35
824,688063,63.9
825,688062,44.65
826,688061,35.26
827,688060,43.76
828,688059,75.42
829,688058,34.13
830,688057,12.67
831,688056,35.17
832,688055,3.88
833,688053,28.13
834,688052,187.6
835,688051,43.2
836,688050,69.35
837,688049,58.6
838,688048,74.69
839,688047,136.68
840,688046,17.18
841,688045,43.13
842,688041,241.79
843,688039,50.74
844,688038,20.96
845,688037,125.16
846,688036,75.16
847,688035,51.44
848,688033,6.99
849,688032,105.5
850,688031,51.5
851,688030,19.49
852,688029,86.74
853,688028,44.2
854,688027,380.0
855,688026,18.73
856,688025,140.0
857,688023,51.18
858,688022,14.88
859,688021,19.07
860,688020,57.7
861,688019,207.76
862,688018,177.28
863,688017,155.7
864,688016,103.89
865,688015,24.05
866,688013,56.5
867,688012,266.79
868,688011,41.35
869,688010,27.8
870,688009,5.39
871,688008,136.36
872,688007,17.88
873,688006,32.11
874,688005,25.57
875,688004,26.05
876,688003,52.22
877,688002,78.4
878,688001,29.57
879,605599,14.23
880,605598,28.01
881,605589,28.18
882,605588,55.66
883,605580,34.1
884,605577,14.03
885,605567,10.43
886,605566,26.77
887,605555,17.25
888,605507,22.37
889,605500,9.27
890,605499,302.0
891,605488,31.11
892,605399,13.41
893,605398,30.36
894,605389,65.53
895,605388,7.48
896,605378,23.87
897,605377,9.3
898,605376,55.1
899,605369,19.45
900,605368,9.78
901,605366,6.14
902,605365,16.02
903,605358,31.41
904,605339,16.89
905,605338,24.32
906,605337,12.36
907,605336,15.45
908,605333,33.8
909,605319,22.48
910,605318,58.63
911,605305,38.24
912,605303,19.69
913,605300,11.74
914,605299,9.17
915,605298,39.55
916,605296,30.3
917,605289,73.47
918,605288,84.55
919,605287,26.49
920,605286,38.18
921,605277,23.23
922,605268,10.13
923,605266,21.27
924,605259,25.83
925,605258,32.03
926,605255,92.18
927,605228,19.11
928,605222,18.85
929,605218,20.4
930,605208,13.92
931,605199,9.11
932,605198,47.0
933,605196,26.28
934,605189,17.68
935,605188,22.39
936,605186,19.75
937,605183,19.83
938,605180,15.72
939,605179,20.8
940,605178,35.83
941,605177,20.19
942,605169,16.94
943,605168,30.02
944,605167,10.63
945,605166,11.02
946,605162,9.09
947,605158,8.58
948,605155,15.11
949,605151,19.89
950,605138,7.56
951,605136,9.77
952,605133,43.89
953,605128,41.12
954,605123,70.06
955,605122,13.71
956,605118,28.15
957,605117,73.49
958,605116,21.93
959,605111,37.27
960,605108,19.14
961,605100,27.56
962,605099,31.63
963,605098,39.9
964,605090,33.93
965,605089,25.56
966,605088,37.19
967,605086,24.83
968,605081,11.89
969,605080,25.3
970,605077,17.92
971,605069,10.58
972,605068,25.12
973,605066,7.57
974,605060,26.44
975,605058,28.71
976,605056,15.99
977,605055,10.33
978,605050,14.31
979,605033,21.9
980,605028,26.42
981,605020,26.85
982,605018,11.55
983,605016,19.15
984,605011,22.26
985,605009,33.04
986,605008,17.7
987,605007,11.77
988,605006,7.65
989,605005,18.21
990,605003,23.9
991,605001,7.82
992,603999,6.62
993,603998,12.02
994,603997,12.59
995,603996,0.39
996,603995,17.91
997,603993,15.54
998,603992,27.73
999,603991,65.82
1000,603990,15.03
1001,603989,17.48
1002,603988,27.62
1003,603987,9.19
1004,603986,210.93
1005,603985,16.17
1006,603983,36.4
1007,603982,8.97
1008,603980,5.54
1009,603979,63.9
1010,603978,22.0
1011,603977,12.36
1012,603976,19.89
1013,603970,13.66
1014,603969,9.97
1015,603968,12.28
1016,603967,12.18
1017,603966,11.68
1018,603963,1.18
1019,603960,19.42
1020,603959,6.87
1021,603958,16.92
1022,603956,6.48
1023,603955,34.06
1024,603950,35.28
1025,603949,19.77
1026,603948,25.3
1027,603939,25.11
1028,603938,19.7
1029,603937,12.21
1030,603936,11.83
1031,603933,23.43
1032,603931,29.85
1033,603929,38.48
1034,603928,14.87
1035,603927,20.78
1036,603926,16.79
1037,603922,21.16
1038,603920,40.51
1039,603919,19.9
1040,603918,16.33
1041,603917,14.95
1042,603916,10.7
1043,603915,15.71
1044,603912,8.83
1045,603909,11.49
1046,603908,24.67
1047,603906,15.32
1048,603903,15.96
1049,603901,11.81
1050,603900,9.44
1051,603899,27.89
1052,603898,9.92
1053,603897,25.61
1054,603896,20.54
1055,603895,28.13
1056,603893,189.43
1057,603890,12.78
1058,603889,8.01
1059,603888,19.24
1060,603887,15.58
1061,603886,12.35
1062,603885,13.86
1063,603883,16.76
1064,603882,28.31
1065,603881,32.9
1066,603880,6.46
1067,603879,6.23
1068,603878,11.31
1069,603877,14.28
1070,603876,10.67
1071,603871,13.75
1072,603869,9.32
1073,603868,35.76
1074,603867,28.99
1075,603866,5.46
1076,603863,18.15
1077,603861,12.18
1078,603860,31.56
1079,603859,42.43
1080,603858,17.97
1081,603856,12.11
1082,603855,19.98
1083,603848,21.75
1084,603843,5.59
1085,603839,9.21
1086,603838,7.51
1087,603836,14.82
1088,603833,53.87
1089,603829,20.18
1090,603828,5.73
1091,603826,18.35
1092,603825,9.36
1093,603823,15.2
1094,603822,93.8
1095,603819,11.6
1096,603818,4.04
1097,603817,6.63
1098,603816,30.4
1099,603815,12.61
1100,603813,27.95
1101,603811,12.88
1102,603810,17.4
1103,603809,13.37
1104,603808,8.75
1105,603806,14.83
1106,603803,9.13
1107,603801,9.39
1108,603800,51.76
1109,603799,61.7
1110,603798,15.27
1111,603797,4.73
1112,603790,21.75
1113,603789,5.86
1114,603788,17.1
1115,603787,12.49
1116,603786,83.93
1117,603779,7.14
1118,603778,4.58
1119,603777,13.0
1120,603776,19.5
1121,603773,30.8
1122,603768,12.06
1123,603767,25.51
1124,603766,13.03
1125,603759,8.83
1126,603758,14.33
1127,603757,41.76
1128,603755,32.13
1129,603739,13.76
1130,603738,14.87
1131,603737,45.15
1132,603733,22.34
1133,603730,7.55
1134,603729,17.15
1135,603728,70.08
1136,603727,14.61
1137,603726,24.83
1138,603725,10.53
1139,603722,39.95
1140,603721,20.5
1141,603719,12.46
1142,603718,7.04
1143,603717,8.98
1144,603716,25.21
1145,603713,59.26
1146,603712,19.46
1147,603711,13.05
1148,603709,15.16
1149,603708,10.59
1150,603707,10.0
1151,603706,22.04
1152,603703,12.12
1153,603701,19.77
1154,603700,12.2
1155,603699,43.42
1156,603698,19.91
1157,603697,11.89
1158,603696,12.13
1159,603693,12.78
1160,603690,32.82
1161,603689,8.97
1162,603688,38.28
1163,603687,9.2
1164,603686,24.61
1165,603685,19.0
1166,603683,31.52
1167,603682,6.02
1168,603681,16.81
1169,603680,11.95
1170,603679,16.21
1171,603678,35.65
1172,603677,19.37
1173,603676,11.99
1174,603669,5.81
1175,603668,14.43
1176,603667,42.19
1177,603666,30.33
1178,603665,26.58
1179,603663,24.87
1180,603662,66.68
1181,603661,31.76
1182,603660,8.3
1183,603659,26.12
1184,603658,39.01
1185,603657,34.8
1186,603656,22.04
1187,603655,35.79
1188,603650,40.8
1189,603648,11.32
1190,603639,14.5
1191,603638,17.5
1192,603637,11.5
1193,603636,11.61
1194,603633,10.54
1195,603630,22.55
1196,603629,23.1
1197,603628,13.32
1198,603626,12.75
1199,603619,20.85
1200,603618,8.6
1201,603617,7.78
1202,603616,5.52
1203,603615,25.76
1204,603613,27.55
1205,603612,24.12
1206,603611,24.66
1207,603610,17.14
1208,603609,7.96
1209,603608,8.94
1210,603607,24.2
1211,603606,66.1
1212,603605,76.39
1213,603603,0.39
1214,603602,14.52
1215,603601,4.93
1216,603600,11.28
1217,603599,11.58
1218,603598,16.23
1219,603596,47.39
1220,603595,22.1
1221,603590,49.56
1222,603589,32.89
1223,603588,7.48
1224,603587,12.53
1225,603586,19.25
1226,603585,18.29
1227,603583,37.71
1228,603580,14.9
1229,603579,31.46
1230,603578,12.93
1231,603577,9.54
1232,603569,8.28
1233,603568,22.05
1234,603567,11.84
1235,603566,14.01
1236,603565,11.18
1237,603559,8.18
1238,603558,10.59
1239,603557,2.38
1240,603556,28.75
1241,603555,0.67
1242,603551,12.0
1243,603538,22.79
1244,603536,10.95
1245,603535,11.37
1246,603533,19.01
1247,603530,37.28
1248,603529,32.37
1249,603528,8.61
1250,603527,11.42
1251,603520,10.9
1252,603519,12.38
1253,603518,9.71
1254,603517,13.74
1255,603516,158.5
1256,603515,17.7
1257,603511,15.91
1258,603508,31.51
1259,603507,24.15
1260,603506,13.5
1261,603505,17.53
1262,603501,129.01
1263,603500,12.39
1264,603499,16.52
1265,603496,27.93
1266,603489,24.48
1267,603488,8.26
1268,603486,91.58
1269,603477,18.35
1270,603466,9.17
1271,603458,8.69
1272,603456,19.04
1273,603444,466.76
1274,603439,12.66
1275,603429,9.83
1276,603421,7.46
1277,603418,61.47
1278,603416,54.81
1279,603409,34.12
1280,603408,11.65
1281,603406,47.77
1282,603400,58.31
1283,603399,9.36
1284,603398,8.19
1285,603396,27.65
1286,603395,34.0
1287,603393,30.0
1288,603392,55.31
1289,603391,50.58
1290,603390,12.54
1291,603389,42.77
1292,603388,1.1
1293,603387,8.17
1294,603386,13.64
1295,603385,6.91
1296,603383,38.89
1297,603382,33.73
1298,603381,22.46
1299,603380,41.88
1300,603379,55.18
1301,603378,6.2
1302,603377,3.77
1303,603376,12.55
1304,603375,42.89
1305,603373,48.8
1306,603370,50.65
1307,603369,38.98
1308,603368,18.71
1309,603367,24.2
1310,603366,9.23
1311,603365,18.17
1312,603363,5.02
1313,603360,27.43
1314,603359,8.82
1315,603358,41.16
1316,603357,8.55
1317,603356,15.0
1318,603355,24.22
1319,603353,17.97
1320,603351,27.36
1321,603350,38.4
1322,603348,21.87
1323,603345,70.82
1324,603344,27.93
1325,603341,44.37
1326,603339,13.52
1327,603338,49.8
1328,603337,43.1
1329,603336,9.35
1330,603335,5.9
1331,603334,
1332,603333,8.17
1333,603332,13.33
1334,603331,11.36
1335,603330,7.71
1336,603329,12.13
1337,603328,10.83
1338,603327,9.0
1339,603326,9.17
1340,603325,81.12
1341,603324,26.07
1342,603323,5.33
1343,603322,52.89
1344,603321,8.13
1345,603320,21.5
1346,603319,36.16
1347,603318,6.99
1348,603317,11.4
1349,603316,13.57
1350,603315,13.3
1351,603313,10.16
1352,603312,46.18
1353,603311,11.59
1354,603310,17.65
1355,603309,14.04
1356,603308,35.3
1357,603307,45.67
1358,603306,47.65
1359,603305,15.02
1360,603303,13.69
1361,603301,72.09
1362,603300,7.15
1363,603299,12.32
1364,603298,27.1
1365,603297,102.9
1366,603296,91.71
1367,603291,10.92
1368,603290,105.5
1369,603289,10.94
1370,603288,38.65
1371,603286,41.48
1372,603285,24.96
1373,603283,44.61
1374,603282,18.72
1375,603281,24.97
1376,603280,41.47
1377,603279,15.67
1378,603278,10.21
1379,603277,17.86
1380,603276,16.67
1381,603275,45.46
1382,603273,19.17
1383,603272,20.5
1384,603271,37.9
1385,603270,24.61
1386,603269,13.41
1387,603268,52.1
1388,603267,52.4
1389,603266,21.99
1390,603262,29.78
1391,603261,21.74
1392,603260,47.47
1393,603259,100.9
1394,603258,19.38
1395,603257,67.97
1396,603256,33.54
1397,603255,35.95
1398,603239,18.62
1399,603238,19.03
1400,603237,17.41
1401,603236,97.47
1402,603235,27.15
1403,603233,18.92
1404,603232,16.05
1405,603231,20.16
1406,603230,12.4
1407,603229,10.14
1408,603228,60.81
1409,603227,9.4
1410,603226,43.17
1411,603225,15.05
1412,603223,9.89
1413,603222,10.17
1414,603221,12.41
1415,603220,23.78
1416,603219,17.09
1417,603218,13.88
1418,603217,24.16
1419,603216,16.78
1420,603215,20.2
1421,603214,18.6
1422,603213,14.08
1423,603212,11.13
1424,603211,17.8
1425,603210,20.94
1426,603209,14.79
1427,603208,14.52
1428,603207,32.64
1429,603206,16.36
1430,603205,28.54
1431,603203,29.94
1432,603202,94.64
1433,603201,18.75
1434,603200,82.16
1435,603199,35.42
1436,603198,40.19
1437,603197,38.03
1438,603196,23.36
1439,603195,44.12
1440,603194,41.08
1441,603193,26.44
1442,603192,28.87
1443,603191,15.04
1444,603190,23.33
1445,603189,21.98
1446,603188,4.27
1447,603187,14.48
1448,603186,45.45
1449,603185,21.9
1450,603183,4.71
1451,603182,14.56
1452,603181,16.96
1453,603180,20.1
1454,603179,69.63
1455,603178,20.45
1456,603177,11.95
1457,603176,6.2
1458,603175,17.08
1459,603173,46.77
1460,603172,18.51
1461,603171,45.55
1462,603170,14.1
1463,603169,8.19
1464,603168,8.2
1465,603167,9.71
1466,603166,16.3
1467,603165,13.32
1468,603163,42.35
1469,603162,10.63
1470,603161,13.48
1471,603160,76.56
1472,603159,25.44
1473,603158,10.24
1474,603157,0.59
1475,603156,31.15
1476,603155,15.58
1477,603153,18.88
1478,603151,25.57
1479,603150,37.47
1480,603139,22.3
1481,603138,15.78
1482,603137,14.42
1483,603136,11.47
1484,603135,10.82
1485,603133,0.29
1486,603132,13.99
1487,603131,21.31
1488,603130,44.13
1489,603129,237.4
1490,603128,6.18
1491,603127,32.67
1492,603126,6.98
1493,603125,16.53
1494,603124,79.15
1495,603123,12.06
1496,603122,6.62
1497,603121,16.28
