,代码,最新价
0,688195,101.44
1,688041,220.84
2,300252,14.4
3,301600,134.6
4,301377,85.45
5,688167,144.96
6,300004,12.72
7,688593,19.98
8,300475,64.51
9,688335,17.47
10,301123,49.16
11,300852,44.29
12,688325,67.28
13,834765,21.71
14,301200,114.7
15,688031,59.91
16,688375,80.95
17,300476,338.0
18,300990,80.99
19,688498,387.0
20,300308,439.97
21,688519,72.88
22,300761,23.92
23,688183,89.07
24,688702,120.33
25,872808,103.61
26,300814,44.36
27,300394,198.6
28,300502,379.9
29,300811,81.02
30,688503,68.5
31,688685,58.45
32,300570,122.35
33,688110,99.98
34,688068,195.6
35,301248,29.8
36,688141,51.35
37,300680,52.56
38,688630,152.0
39,688216,26.46
40,832662,38.17
41,301217,33.1
42,688168,110.58
43,688515,114.96
44,835438,49.16
45,300956,21.44
46,301630,200.06
47,301568,53.3
48,301338,68.33
49,688603,89.25
50,301319,30.7
51,600103,3.8
52,000750,4.91
53,601778,4.71
54,002491,6.02
55,002796,17.66
56,600785,15.03
57,601116,16.24
58,002706,12.08
59,603222,14.06
60,603861,11.2
61,600776,13.94
62,603301,32.4
63,603124,89.49
64,605398,35.82
65,002518,37.93
66,605058,30.55
67,000586,13.96
68,603698,18.68
69,688234,89.99
70,600071,23.07
71,002815,16.48
72,600183,52.77
73,601138,59.04
74,605188,19.78
75,002335,62.76
76,002130,26.06
77,000988,72.27
78,603986,177.42
79,002008,39.06
80,002916,201.64
81,603083,92.26
82,603380,44.99
83,605289,48.97
84,603516,137.09
85,001359,55.53
86,600510,8.25
87,002364,29.8
88,603228,62.7
89,002463,69.83
90,603019,92.09
91,002715,24.09
92,001202,16.72
93,002384,79.44
94,603633,11.77
95,003021,130.38
96,002938,56.76
97,002475,52.9
98,002548,4.95
99,603151,28.4
100,003022,23.01
101,603978,21.14
102,603308,32.16
103,600629,14.2
104,603131,23.57
105,002436,21.03
106,603256,39.41
107,603989,19.6
108,002968,11.89
109,002182,16.31
110,603359,10.14
111,002140,11.46
112,605287,21.26
113,002579,13.44
114,002527,19.72
115,002642,10.03
116,002636,13.56
117,601208,19.84
118,600246,14.45
119,600846,12.13
120,002905,12.47
121,002431,2.87
122,600601,10.27
123,002772,9.17
124,002100,7.52
125,601619,4.43
126,000035,5.21
127,301205,100.19
128,300213,11.03
129,000718,3.01
130,300701,14.28
131,301251,59.78
132,688313,77.99
133,001389,75.2
134,603790,21.7
135,688220,103.65
136,688525,74.96
137,300492,69.55
138,300964,49.6
139,300083,10.63
140,300785,38.46
141,300120,10.0
142,603296,92.16
143,300925,25.06
144,300153,39.98
145,300134,13.35
146,300803,150.05
147,688692,277.0
148,688171,53.25
149,688256,1387.0
150,688048,74.58
151,300395,90.59
152,688449,48.82
153,301176,31.1
154,688629,82.36
155,603179,69.15
156,688248,47.78
157,688478,39.51
158,300620,100.27
159,301282,29.43
160,300085,54.56
161,002779,126.5
162,688135,27.88
163,300913,57.48
164,301511,36.2
165,002138,36.5
166,833509,34.23
167,000938,28.67
168,300548,127.48
169,834415,18.5
170,300739,17.99
171,300593,18.3
172,688655,23.86
173,301397,45.23
174,300806,24.72
175,603275,55.9
176,300652,59.14
177,002851,81.7
178,300319,12.89
179,300870,226.45
180,605277,26.8
181,300767,21.96
182,603878,7.05
183,688218,31.14
184,002843,23.58
185,002281,63.92
186,000766,26.92
187,836699,61.95
188,920060,39.76
189,601519,15.8
190,688318,159.08
191,002869,32.77
192,301538,98.3
193,600491,3.66
194,873223,21.97
195,600580,41.95
196,603444,513.0
197,300204,39.7
198,001298,35.39
199,300225,5.68
200,300454,118.3
201,605288,104.2
202,301488,147.03
203,603319,40.25
204,301086,65.75
205,000977,63.99
206,600885,27.6
207,300991,39.56
208,300857,137.05
209,688126,21.23
210,600376,5.01
211,300274,137.34
212,688668,120.99
213,300836,42.6
214,300304,13.7
215,603306,50.04
216,300727,41.4
217,688552,35.75
218,688608,259.88
219,688347,73.0
220,002396,30.99
221,300658,8.61
222,688331,110.17
223,000783,8.47
224,688084,80.84
225,300918,25.34
226,002913,43.6
227,688411,177.6
228,603239,18.75
229,301150,39.9
230,001201,17.87
231,688372,76.2
232,603386,15.65
233,688343,87.42
234,603511,18.17
235,000617,11.13
236,605069,11.46
237,603341,44.91
238,688262,29.1
239,300403,16.83
240,688383,74.7
241,300049,69.22
242,688516,46.02
243,688591,51.35
244,000063,43.74
245,301099,39.19
246,601869,93.25
247,301132,37.91
248,688020,64.5
249,688015,26.6
250,300136,26.47
251,000034,44.76
252,688662,43.25
253,688300,55.04
254,000875,5.89
255,301267,21.98
256,601020,26.99
257,603186,38.86
258,002850,150.9
259,301128,90.56
260,688376,56.22
261,002545,12.96
262,600416,16.04
263,600239,2.57
264,605117,74.49
265,301550,112.99
266,301029,30.02
267,301165,89.67
268,300731,47.78
269,002600,14.54
270,688981,110.28
271,300491,38.3
272,301419,35.94
273,605378,29.71
274,920100,88.41
275,688018,188.62
276,002055,7.84
277,603929,42.98
278,300563,40.93
279,001208,12.64
280,600490,6.52
281,300456,23.77
282,300916,42.94
283,301596,92.66
284,688173,15.52
285,300408,43.57
286,300115,25.96
287,300542,22.45
288,600207,5.66
289,002456,13.63
290,001332,47.5
291,688613,26.94
292,301119,37.77
293,300776,77.15
294,688175,21.71
295,300936,40.13
296,002261,37.25
297,000823,13.98
298,002664,29.28
299,301308,97.5
300,688368,101.09
301,600850,28.65
302,600021,22.01
303,300841,76.6
304,603191,16.04
305,688228,141.0
306,603800,53.62
307,001358,29.87
308,688787,125.13
309,688800,74.8
310,688380,32.75
311,688011,43.26
312,301316,60.8
313,600114,29.45
314,301120,14.5
315,002902,23.7
316,002774,11.25
317,688060,43.98
318,301389,65.58
319,300730,19.27
320,300738,21.91
321,603035,15.8
322,603859,45.19
323,688448,47.64
324,301357,120.74
325,301396,74.64
326,600588,15.37
327,603496,31.27
328,603903,12.0
329,603757,51.53
330,003031,59.85
331,002714,57.45
332,001339,60.76
333,688322,89.41
334,688025,168.14
335,603118,12.84
336,839790,49.81
337,688215,68.3
338,600895,34.72
339,002733,22.22
340,688019,178.4
341,002080,36.33
342,688700,42.09
343,603806,16.61
344,603216,16.66
345,000799,73.29
346,000811,13.28
347,688206,37.32
348,600552,12.89
349,301008,33.5
350,603036,22.0
351,002320,8.5
352,688082,149.73
353,301183,97.95
354,300580,29.45
355,600284,9.12
356,688400,40.87
357,688627,111.71
358,688249,23.41
359,300607,39.67
360,002683,36.19
361,600100,7.95
362,605577,14.9
363,688339,24.88
364,002402,37.9
365,002532,10.97
366,300222,13.4
367,002922,21.8
368,603893,211.79
369,603803,9.02
370,002792,17.26
371,300231,12.28
372,603236,99.61
373,301398,54.96
374,688620,13.01
375,603002,7.93
376,600176,16.08
377,688691,71.2
378,300684,36.65
379,688377,32.28
380,001309,99.8
381,301379,24.39
382,688079,12.29
383,688172,22.58
384,000021,20.77
385,001267,16.68
386,300286,24.96
387,300170,18.2
388,603828,5.39
389,301628,93.08
390,002762,8.3
391,000691,7.09
392,688080,56.25
393,002064,8.78
394,600173,8.81
395,605358,25.98
396,002088,13.21
397,000752,12.15
398,300850,37.36
399,600330,10.91
400,300748,36.01
401,002058,22.74
402,603825,10.3
403,003004,20.82
404,300547,44.78
405,300703,35.66
406,603189,21.12
407,688416,42.73
408,300458,46.98
409,688233,33.74
410,688512,12.08
411,002692,6.39
412,002871,18.09
413,002745,8.95
414,600156,8.76
415,300355,4.7
416,603728,72.26
417,300197,2.36
418,600770,6.01
419,300383,14.83
420,300933,9.02
421,688371,27.07
422,688200,175.88
423,688327,16.58
424,688045,43.93
425,688261,82.8
426,601375,4.75
427,301366,39.85
428,300166,11.06
429,601598,6.29
430,000831,55.1
431,688013,60.82
432,688049,55.2
433,002837,75.81
434,688291,36.71
435,603377,3.93
436,002484,33.5
437,605060,27.79
438,688618,26.97
439,833580,18.65
440,002418,4.39
441,002694,4.62
442,300409,26.71
443,603969,9.72
444,688778,86.0
445,300249,17.03
446,002988,46.98
447,688052,180.63
448,300324,6.67
449,301000,53.66
450,603579,36.95
451,000066,16.7
452,300604,59.1
453,300724,99.29
454,300227,9.4
455,002156,32.9
456,300711,22.58
457,688252,27.13
458,688579,12.56
459,300812,24.28
460,600673,25.17
461,870357,28.3
462,688558,32.64
463,601231,19.14
464,688210,48.87
465,688158,25.88
466,300706,41.39
467,300757,265.0
468,600498,25.4
469,688507,98.8
470,301526,7.3
471,300245,16.67
472,002229,18.95
473,603920,42.55
474,600877,14.42
475,688556,10.99
476,300033,367.41
477,002947,43.57
478,688536,146.47
479,300657,32.41
480,000669,3.23
481,600410,19.4
482,301051,24.45
483,002568,26.38
484,605589,32.43
485,300260,39.05
486,839680,11.14
487,688361,89.6
488,301041,29.83
489,603629,24.49
490,688138,29.85
491,301510,34.38
492,002517,24.79
493,300399,29.69
494,688047,129.44
495,688030,21.1
496,688191,25.78
497,300747,27.67
498,301315,53.55
499,300339,60.33
500,002812,45.48
501,301191,99.98
502,002717,1.67
503,601099,5.01
504,688288,29.8
505,688676,54.12
506,688589,23.65
507,688332,113.8
508,300348,16.25
509,002897,45.13
510,600595,5.28
511,688729,28.09
512,603138,17.07
513,688004,25.78
514,301413,144.07
515,688496,9.65
516,300353,25.36
517,300695,106.98
518,603601,5.56
519,002747,25.4
520,688051,42.88
521,300846,22.07
522,603160,78.89
523,000668,10.19
524,603936,12.15
525,301160,64.98
526,002272,16.55
527,001206,28.25
528,000887,22.94
529,603688,38.79
530,603025,16.65
531,600545,3.18
532,688535,93.98
533,300872,24.65
534,002544,24.37
535,601609,11.84
536,002006,18.04
537,300571,33.11
538,600577,8.4
539,600292,14.07
540,300423,7.43
541,000826,2.23
542,603881,33.73
543,688728,15.89
544,688362,33.27
545,000807,19.36
546,836149,16.15
547,600237,7.96
548,000628,51.51
549,300190,4.48
550,688590,22.36
551,300469,71.75
552,603040,65.73
553,300602,29.65
554,688161,35.76
555,688286,95.92
556,688353,46.91
557,300939,36.07
558,002324,14.81
559,600801,17.07
560,301202,45.13
561,300540,19.6
562,603052,34.06
563,600619,20.91
564,300059,27.27
565,002801,36.62
566,002407,17.67
567,300498,19.53
568,603535,11.72
569,300346,34.36
570,603203,31.59
571,002657,37.26
572,002195,8.18
573,002368,27.59
574,300235,12.29
575,688385,58.5
576,688798,84.7
577,688609,10.54
578,688109,44.43
579,301026,31.31
580,300263,8.76
581,603005,30.63
582,300615,14.47
583,300378,51.11
584,300236,52.89
585,688508,65.04
586,600160,37.21
587,002429,5.94
588,002185,11.09
589,600255,4.14
590,688419,30.27
591,600369,4.92
592,688208,37.55
593,688584,24.15
594,301305,23.1
595,301227,37.17
596,688699,37.69
597,600563,121.99
598,688143,47.53
599,300302,15.35
600,002987,22.91
601,300042,25.04
602,300980,25.84
603,300223,74.45
604,601137,25.89
605,600562,27.71
606,300316,35.92
607,688258,71.7
608,600584,38.05
609,002467,7.61
610,600684,6.06
611,301581,57.43
612,688550,47.09
613,688153,34.27
614,600458,15.03
615,688027,289.26
616,002782,16.93
617,600415,20.16
618,688562,18.04
619,688072,176.97
620,603993,13.0
621,300873,25.2
622,688152,51.75
623,688237,51.0
624,300503,30.85
625,688209,19.42
626,300113,25.6
627,300802,21.31
628,300509,9.59
629,603088,10.42
630,688369,28.3
631,688502,410.63
632,000657,19.53
633,603206,17.66
634,300184,12.08
635,002670,19.35
636,301326,109.81
637,688316,72.19
638,300541,15.89
639,688309,26.4
640,688721,49.09
641,301169,48.3
642,002736,14.33
643,688159,71.63
644,688035,51.37
645,603416,60.1
646,000050,9.77
647,300448,6.51
648,300436,114.05
649,688757,30.39
650,603368,19.01
651,300735,29.88
652,000923,16.05
653,300687,27.25
654,871970,11.16
655,603067,17.71
656,688660,18.57
657,300598,52.88
658,605566,27.75
659,300066,6.88
660,688107,29.2
661,873679,26.67
662,688466,23.73
663,002050,34.76
664,688432,11.86
665,301003,38.2
666,002653,59.27
667,301031,106.8
668,603486,100.45
669,688396,49.9
670,300243,12.23
671,002126,37.29
672,688255,35.84
673,002903,24.18
674,600589,8.08
675,688577,135.36
676,002448,10.62
677,300331,31.05
678,301189,33.33
679,300493,21.6
680,603662,72.72
681,688379,52.06
682,600651,7.04
683,300895,49.4
684,300415,28.51
685,600536,49.26
686,001314,50.38
687,603322,40.06
688,600590,10.22
689,300537,24.4
690,002062,9.38
691,871981,40.08
692,002241,32.21
693,300380,51.79
694,837821,32.46
695,301208,44.42
696,688093,39.56
697,603201,19.38
698,300693,39.7
699,002323,2.0
700,603458,8.84
701,003007,35.31
702,002273,26.7
703,300751,93.78
704,600517,6.03
705,300609,47.65
706,002690,20.7
707,301052,79.37
708,002945,16.99
709,605100,25.62
710,002217,3.74
711,603567,12.08
712,603316,10.38
713,300756,40.09
714,831526,30.9
715,002655,13.85
716,603009,50.62
717,832978,32.95
718,688189,13.02
719,301458,37.17
720,301112,49.26
721,603985,16.24
722,300843,57.37
723,601456,11.36
724,688588,18.64
725,300681,30.36
726,688229,72.68
727,600733,8.75
728,688605,62.34
729,300047,16.69
730,002409,58.64
731,688799,58.11
