,代码,昨收
266,600107,4.78
267,603843,2.59
268,000929,8.17
269,600371,9.38
270,600191,8.39
271,002789,8.58
272,605050,15.21
273,002742,4.8
274,002289,26.98
275,002197,8.01
276,600696,6.21
277,600360,9.45
278,002338,54.6
279,603088,10.1
280,000960,18.38
281,600238,6.68
282,603021,4.26
283,688627,93.12
284,600458,14.43
285,688333,77.0
286,603319,34.51
287,300136,25.91
288,688372,68.26
289,603722,46.48
290,000534,16.74
291,300891,10.55
292,000036,4.15
293,000820,2.7
294,301391,53.58
295,002306,1.88
296,002112,14.03
297,430425,25.34
298,600741,18.04
299,003020,37.0
300,688041,148.73
301,000596,153.98
302,000301,8.84
303,300095,10.84
304,603118,13.06
305,002657,42.74
306,600285,23.17
307,601717,17.62
308,688072,166.19
309,002736,14.01
310,002379,15.32
311,688279,213.2
312,688605,62.92
313,688608,259.99
314,603022,10.39
315,002815,15.82
316,300561,17.6
317,002456,12.62
318,688716,53.82
319,300281,8.28
320,603341,43.18
321,603268,56.7
322,301093,32.55
323,002920,113.95
324,300147,10.54
325,831855,21.38
326,300371,13.9
327,600066,26.14
328,835184,27.96
329,300892,34.86
330,300507,8.48
331,600839,11.67
332,300679,48.93
333,002044,5.62
334,002511,8.31
335,600835,30.27
336,603226,21.92
337,301179,16.37
338,301369,62.27
339,002855,19.35
340,600779,44.05
341,603296,86.51
342,870357,27.16
343,002394,10.52
344,688652,63.09
345,600067,3.22
346,002454,9.22
347,301176,34.07
348,600756,16.0
349,300834,23.95
350,300368,16.28
351,603369,41.12
352,300722,38.23
353,688425,6.06
354,603019,73.01
355,833075,32.93
356,603607,27.17
357,605488,34.39
358,836826,12.75
359,688582,79.65
360,300225,4.27
361,002345,14.96
362,300708,9.07
363,600730,8.84
364,603919,19.61
365,000729,12.2
366,600596,10.28
367,300042,25.87
368,603299,11.27
369,001308,25.03
370,601608,5.29
371,688343,65.5
372,002235,8.68
373,300027,2.89
374,002801,38.58
375,300951,39.87
376,831834,14.99
377,300034,17.64
378,002798,7.0
379,688252,26.46
380,000668,9.47
381,688181,38.1
382,002052,18.25
383,000017,6.57
384,002231,4.62
385,832786,11.19
386,002745,8.76
387,603041,13.42
388,002768,48.0
389,831961,24.2
390,603225,13.69
391,600653,1.96
392,601968,5.16
393,838701,20.67
394,301228,26.09
395,300598,55.39
396,301322,32.86
397,688286,79.03
398,002058,14.36
399,000882,1.99
400,688728,16.17
401,603198,43.03
402,688665,59.7
403,600187,2.99
404,688545,32.88
405,301606,66.66
406,600894,10.75
407,300849,13.29
408,601137,26.35
409,600689,13.33
410,300191,20.11
411,301011,30.99
412,000688,14.09
413,002045,17.12
414,601869,59.23
415,603312,46.51
416,301282,28.0
417,300896,181.32
418,002170,10.09
419,000551,12.13
420,002222,41.54
421,688777,49.27
422,002155,18.93
423,300464,5.88
424,000819,16.68
425,300876,30.22
426,301225,83.87
427,002891,60.4
428,002131,4.88
429,603315,13.4
430,002425,3.35
431,002938,51.3
432,300651,23.0
433,002878,18.9
434,920116,71.7
435,831167,30.33
436,002094,8.85
437,002199,10.69
438,002847,71.23
439,300223,71.08
440,600785,12.8
441,603790,19.07
442,002214,10.98
443,300751,77.45
444,688272,29.62
445,600391,30.47
446,300911,50.98
447,600584,36.33
448,601177,20.46
449,300647,7.56
450,300458,43.13
451,301007,46.09
452,000988,52.83
453,603879,6.79
454,603605,83.91
455,600549,25.75
456,603726,19.17
457,688008,89.6
458,600559,17.41
459,000554,6.9
460,301232,38.61
461,603567,12.29
462,688019,148.68
463,002120,8.67
464,600365,3.36
465,600841,7.58
466,688167,118.97
467,603098,12.63
468,002378,10.14
469,000935,19.99
470,688485,13.51
471,603536,9.6
472,300852,35.63
473,002662,3.69
474,688349,27.53
475,002151,30.41
476,688200,144.48
477,002104,28.4
478,603215,20.22
479,603388,2.28
480,600745,37.91
481,600962,20.77
482,002813,25.45
483,600536,49.66
484,300724,74.48
485,300183,17.76
486,300567,61.86
487,301042,39.88
488,871634,28.73
489,832145,22.12
490,603787,13.23
491,300335,6.07
492,000936,7.53
493,603901,11.38
494,600109,9.96
495,603045,19.08
496,836422,14.49
497,688055,4.14
498,603238,20.1
499,002876,26.93
500,000422,13.3
501,600641,14.67
502,603325,89.2
503,688012,191.61
504,688203,13.77
505,600475,20.73
506,872351,29.5
507,688618,26.9
508,301096,54.66
509,600966,5.14
510,002344,4.54
511,301448,34.22
512,600968,3.94
513,300131,9.12
514,002068,11.55
515,300927,28.03
516,688981,89.35
517,601601,39.07
518,688515,99.8
519,301162,51.04
520,000633,7.03
521,600645,28.72
522,600616,5.81
523,688209,19.93
524,834770,19.93
525,832802,20.0
526,002546,6.15
527,873169,38.55
528,000751,3.39
529,603757,46.67
530,603799,44.07
531,301075,40.08
532,600580,34.0
533,300956,17.6
534,301501,55.05
535,300077,26.51
536,600500,4.05
537,300455,18.44
538,301055,20.6
539,605108,20.09
540,002387,10.07
541,002640,5.34
542,603949,19.16
543,002655,14.18
544,000510,5.37
545,688300,57.0
546,300220,17.72
547,301302,26.88
548,688693,38.1
549,000703,6.05
550,600581,4.46
551,002027,7.97
552,000030,6.06
553,000782,5.42
554,300787,15.0
555,600608,4.15
556,603086,10.25
557,603016,27.25
558,600031,20.22
559,000766,23.06
560,601777,10.9
561,600777,4.17
562,600537,3.86
563,601360,10.94
564,603317,11.93
565,300323,8.71
566,688416,42.54
567,000727,2.58
568,300263,8.7
569,002371,339.96
570,600704,5.48
571,000568,126.4
572,002717,1.63
573,301360,53.76
574,300968,15.63
575,002212,8.14
576,300863,38.0
577,688016,116.72
578,000759,7.53
579,603986,123.26
580,603730,5.92
581,300711,23.74
582,605319,34.6
583,300427,6.94
584,300290,23.1
585,605128,38.69
586,603697,12.9
587,002101,13.31
588,001301,54.48
589,002426,3.32
590,600901,5.67
591,300051,7.66
592,301307,26.99
593,002942,19.33
594,300115,25.41
595,300940,30.57
596,603816,27.3
597,300088,6.41
598,002824,19.25
599,000877,5.74
600,002978,30.5
601,002284,11.85
602,002392,7.46
603,300054,30.6
604,300812,24.82
605,002352,46.63
606,688677,45.46
607,688153,34.46
608,000830,11.96
609,688196,45.68
610,600589,8.53
611,601921,8.52
612,688138,31.87
613,002586,3.44
614,002072,7.22
615,688107,29.93
616,300696,28.86
617,603107,16.18
618,688380,30.02
619,002965,47.17
620,832491,32.84
621,000428,3.46
622,603313,8.64
623,300304,12.85
624,300134,13.24
625,600006,7.67
626,002396,31.0
627,600686,12.55
628,601633,24.44
629,603898,11.55
630,000050,9.5
631,002241,28.2
632,002775,4.58
633,688787,132.29
634,600866,8.09
635,600989,15.53
636,603385,7.06
637,300394,121.98
638,300898,28.37
639,603637,11.02
640,603083,64.83
641,301383,41.4
642,002568,25.1
643,603256,35.8
644,603900,10.39
645,603992,29.06
646,301073,23.69
647,870976,28.0
648,002967,21.22
649,603938,15.44
650,835368,30.26
651,301336,61.48
652,688082,114.98
653,002588,9.37
654,603501,125.73
655,688536,142.0
656,000035,4.35
657,300025,7.26
658,300652,60.63
659,600459,15.72
660,301180,16.87
661,301045,25.3
662,002837,67.46
663,002646,10.26
664,430478,25.0
665,300303,6.64
666,301035,66.7
667,688281,70.45
668,002276,15.9
669,600141,25.15
670,688127,32.02
671,002036,11.52
672,601933,4.84
673,300889,15.63
674,000518,2.24
675,002400,8.2
676,600706,10.45
677,603650,34.67
678,300709,50.46
679,300858,20.16
680,688511,23.47
681,300337,11.62
682,000608,1.87
683,002160,4.5
684,301488,78.38
685,603375,41.55
686,300420,4.14
687,600486,63.8
688,002529,6.39
689,600753,6.79
690,301118,24.93
691,600409,5.69
692,002962,15.92
693,300162,7.97
694,002862,19.82
695,002316,6.1
696,301538,71.3
697,001380,24.06
698,301291,43.9
699,300755,18.79
700,300667,16.84
701,002330,4.98
702,000509,3.46
703,301297,43.46
704,600335,6.55
705,688789,74.99
706,600436,202.55
707,002785,29.22
708,603049,45.5
709,301066,15.84
710,600059,10.02
711,600576,7.72
712,688003,57.39
713,603717,8.15
714,603007,4.66
715,002956,21.72
716,603061,96.78
717,605133,34.26
718,603360,21.82
719,002595,58.11
720,688052,175.9
721,002351,14.04
722,600243,4.32
723,300301,2.35
724,301092,32.94
725,000913,16.92
726,002977,39.8
727,002643,13.0
728,300601,17.3
729,601311,9.84
730,300804,43.0
731,688363,53.81
732,301618,61.45
733,600323,26.2
734,301016,18.29
735,688047,132.34
736,300844,52.99
737,603826,19.54
738,000034,44.67
739,000932,5.6
740,600460,27.56
741,002106,11.2
742,002522,5.21
743,000970,15.17
744,601766,7.19
745,600543,6.43
746,605099,31.44
747,688173,15.77
748,600071,21.88
749,300022,8.55
750,600579,8.94
751,603006,13.45
752,603610,14.26
753,300670,7.74
754,600381,4.49
755,002496,1.64
756,301308,90.57
757,002831,24.21
758,688230,70.62
759,002774,11.87
760,601231,18.43
761,301568,47.32
762,002475,39.1
763,002264,6.99
764,002615,8.64
765,600526,4.93
766,688625,34.09
767,688056,39.31
768,002279,7.44
769,002952,21.09
770,002624,15.38
771,603920,37.27
772,688755,50.74
773,000655,8.75
774,605155,14.59
775,688262,30.01
776,000868,5.84
777,000716,6.7
778,688213,99.99
779,603027,12.12
780,600683,4.19
781,001226,35.58
782,300618,38.21
783,837212,18.07
784,300200,10.98
785,603803,8.86
786,600305,8.04
787,688076,45.8
788,000637,4.23
789,601799,122.6
790,301552,42.9
791,002329,3.83
792,600707,6.37
793,603486,89.2
794,688458,45.15
795,002708,12.8
796,002983,21.81
797,603662,70.5
798,603297,98.2
799,603270,27.82
800,300165,4.7
801,603272,19.31
802,301127,15.02
803,600552,12.86
804,300510,6.02
805,002506,2.57
806,601100,82.08
807,300640,6.87
808,688172,20.62
809,301491,65.99
810,600081,13.79
811,002028,83.2
812,688080,51.08
813,000852,6.92
814,300419,6.5
815,002136,11.24
816,600363,62.73
817,002441,9.57
818,603701,21.39
819,300945,18.74
820,688206,34.46
821,000860,16.13
822,600490,4.83
823,000910,7.91
824,301312,48.72
825,300296,6.61
826,002031,8.39
827,603082,42.46
828,300909,33.69
829,600859,14.16
830,002250,10.17
831,688297,55.3
832,688750,24.33
833,688591,50.68
834,688305,60.78
835,301589,159.6
836,603298,21.74
837,688312,29.08
838,688377,31.4
839,601187,6.73
840,603408,12.56
841,000638,4.48
842,002110,4.49
843,300341,17.47
844,688508,61.77
845,002577,21.94
846,603386,15.78
847,603219,20.68
848,002019,15.74
849,002261,34.16
850,000682,10.82
851,600352,10.37
852,600228,4.5
853,300310,6.76
854,000100,4.51
855,600198,9.05
856,600782,4.07
857,601238,7.7
858,600111,44.45
859,836208,29.08
860,000686,8.68
861,600061,8.23
862,000629,2.74
863,600327,5.03
864,688678,28.32
865,688130,25.15
866,603777,13.68
867,301662,110.0
868,003015,17.42
869,603950,27.96
870,301090,8.26
871,001221,48.58
872,300441,9.2
873,001338,11.98
874,600882,27.6
875,002601,17.51
876,002582,10.15
877,000019,6.91
878,600520,30.5
879,600258,14.33
880,601086,11.1
881,000009,9.31
882,002955,26.05
883,300643,26.51
884,300316,29.71
885,600573,12.16
886,301536,62.63
887,002053,11.66
888,300462,10.76
889,688531,58.42
890,600189,7.47
891,836717,13.08
892,002521,8.88
893,603721,19.61
894,600299,10.27
895,300157,5.14
896,002119,17.37
897,002369,9.4
898,300198,2.35
899,300604,48.42
900,000639,3.28
901,300566,20.23
902,605055,7.52
903,002611,19.29
904,002500,6.56
905,603779,7.55
906,002809,12.25
907,300748,28.84
908,003043,44.89
909,300329,11.81
910,002539,9.97
911,603922,21.8
912,603595,19.42
913,600879,10.91
914,601212,3.33
915,688093,36.6
916,002767,20.0
917,600171,35.95
918,301201,29.6
919,002872,4.79
920,000559,8.13
921,000758,6.21
922,603091,61.32
923,688187,45.0
924,002574,5.78
925,600370,1.92
926,002175,4.8
927,603788,17.29
928,920007,77.28
929,002108,3.87
930,300428,19.33
931,002296,12.07
932,688061,35.68
933,002237,12.13
934,002292,9.69
935,688002,68.04
936,002145,4.36
937,000897,2.43
938,002446,7.77
939,003026,37.65
940,601218,4.39
941,688598,28.3
942,600665,3.42
943,601336,66.1
944,000725,3.93
945,300389,12.26
946,002531,6.87
947,000962,21.05
948,301032,14.75
949,600834,8.85
950,600729,29.59
951,301548,53.61
952,300035,18.27
953,002285,2.47
954,300125,6.94
955,002557,22.81
956,603848,22.35
957,600776,11.46
958,300661,75.48
959,600449,13.96
960,300322,25.9
961,002863,5.46
962,002226,6.48
963,600426,23.49
964,000016,5.51
965,600602,23.0
966,002408,5.01
967,002597,23.16
968,603505,17.08
969,301280,51.87
970,603727,14.58
971,002993,50.69
972,002006,18.12
973,603040,62.96
974,301018,68.11
975,601958,13.61
976,601988,5.56
977,000599,5.05
978,002490,6.09
979,002064,7.6
980,300783,26.37
981,600115,4.07
982,002105,7.6
983,300592,11.68
984,688117,44.71
985,600876,11.23
986,002947,40.75
987,600710,11.2
988,000407,3.57
989,603515,18.38
990,002613,4.09
991,002084,3.57
992,601969,8.19
993,603687,7.7
994,000630,4.11
995,001238,47.19
996,600206,19.97
997,003012,6.2
998,600618,10.33
999,000061,6.72
1000,832175,12.97
1001,600470,5.7
1002,688057,13.47
1003,002628,5.17
1004,688100,35.15
1005,301158,19.13
1006,300638,29.76
1007,002895,25.57
1008,600736,5.72
1009,603565,10.4
1010,002079,10.39
1011,605086,28.09
1012,603160,78.45
1013,600429,4.68
1014,000049,23.99
1015,688355,20.32
1016,688530,18.86
1017,301177,29.37
1018,872190,33.53
1019,002587,6.8
1020,300331,23.5
1021,601319,8.42
1022,688249,22.64
1023,688620,13.68
1024,605018,13.17
1025,002376,8.4
1026,002332,11.05
1027,600497,5.79
1028,002001,23.15
1029,300749,8.95
1030,002162,4.75
1031,920489,23.85
1032,000957,11.11
1033,603382,32.26
1034,688653,13.73
1035,300052,11.09
1036,002850,128.43
1037,600004,9.52
1038,000669,3.18
1039,300576,39.24
1040,300230,5.3
1041,601901,8.5
1042,603303,14.9
1043,688267,30.82
1044,301019,18.05
1045,301628,96.6
1046,300375,5.86
1047,301263,35.6
1048,301459,47.81
1049,605577,13.81
1050,600276,61.69
1051,002957,17.6
1052,688131,55.26
1053,603612,24.03
1054,002545,9.61
1055,600684,4.82
1056,300837,25.14
1057,002620,4.28
1058,688589,24.59
1059,603639,14.48
1060,688208,38.23
1061,300195,8.58
1062,300832,59.19
1063,002648,18.86
1064,600166,2.69
1065,837242,41.36
1066,000612,9.17
1067,002779,105.6
1068,002459,11.89
1069,688295,22.67
1070,601990,8.67
1071,002434,8.67
1072,002429,4.88
1073,002807,4.89
1074,000869,21.78
1075,300302,16.3
1076,600718,10.3
1077,001215,29.98
1078,002356,3.28
1079,603599,12.03
1080,601965,19.12
1081,600790,3.82
1082,601678,4.36
1083,000708,12.55
1084,834950,24.0
1085,300014,47.63
1086,600507,6.03
1087,300599,8.81
1088,300350,6.61
1089,002541,17.55
1090,002129,8.23
1091,688311,39.59
1092,300718,99.5
1093,688352,12.15
1094,301595,45.33
1095,600742,10.52
1096,300736,12.14
1097,605100,23.78
1098,000823,13.83
1099,001300,13.37
1100,600523,16.11
1101,002787,8.88
1102,603535,12.23
1103,300932,12.21
1104,000848,8.89
1105,002016,5.56
1106,688029,93.29
1107,605090,28.91
1108,600791,4.99
1109,688518,23.38
1110,300135,4.44
1111,002374,2.8
1112,002247,2.79
1113,600452,11.75
1114,002340,6.73
1115,300758,15.18
1116,300257,14.08
1117,000902,14.06
1118,003000,12.93
1119,603585,19.61
1120,000728,9.01
1121,300797,15.17
1122,301500,16.41
1123,300786,16.35
1124,688386,67.8
1125,600531,8.47
1126,605138,7.9
1127,002299,16.91
1128,002897,45.28
1129,688146,39.58
1130,300160,6.26
1131,920005,52.93
1132,300641,23.35
1133,000636,14.8
1134,603682,6.24
1135,603711,13.62
1136,600446,19.86
1137,001311,23.8
1138,600754,22.68
1139,001222,21.62
1140,600097,11.34
1141,600926,15.98
1142,300061,13.17
1143,603078,19.43
1144,002656,2.28
1145,001366,13.13
1146,600688,2.85
1147,605336,16.0
1148,603010,10.28
1149,002216,11.41
1150,600192,11.4
1151,002715,18.83
1152,600118,29.24
1153,603348,21.82
1154,000908,5.75
1155,603055,9.75
1156,002156,28.8
1157,603301,24.18
1158,000949,4.03
1159,601975,2.87
1160,600679,13.27
1161,000985,19.07
1162,603958,16.78
1163,688097,33.0
1164,600339,3.46
1165,600819,6.36
1166,002195,6.37
1167,837006,34.77
1168,603259,90.26
1169,601811,15.69
1170,002055,8.16
1171,000975,18.06
1172,601318,58.2
1173,002057,10.47
1174,600173,6.4
1175,605098,37.82
1176,600261,3.49
1177,835237,23.95
1178,301039,8.78
1179,000670,8.21
1180,002931,16.95
1181,600693,5.84
1182,300013,4.1
1183,688147,37.35
1184,002661,10.55
1185,300041,11.18
1186,832023,4.7
1187,603236,92.8
1188,601919,15.29
1189,000625,12.97
1190,300581,22.88
1191,300973,44.7
1192,300063,9.43
1193,601126,17.69
1194,603877,14.68
1195,300321,33.77
1196,605500,10.07
1197,301588,20.11
1198,002095,21.9
1199,002578,3.55
1200,688443,33.05
1201,870866,10.06
1202,002405,8.89
1203,000504,10.07
1204,688113,41.3
1205,002714,46.71
1206,001229,34.39
1207,002109,3.54
1208,000586,12.49
1209,600163,5.36
1210,601007,7.75
1211,002538,5.37
1212,603203,29.85
1213,002404,6.56
1214,300625,12.53
1215,001203,11.91
1216,600809,193.73
1217,688496,10.13
1218,000690,4.77
1219,603798,13.75
1220,301512,46.84
1221,002230,49.67
1222,002650,5.98
1223,600993,28.13
1224,002498,3.59
1225,601568,4.19
1226,000711,1.81
1227,688469,5.43
1228,601698,20.47
1229,603708,10.82
1230,300489,43.9
1231,603508,33.13
1232,300623,32.61
1233,300320,10.93
1234,601216,5.47
1235,300715,10.92
1236,834261,16.37
1237,000617,9.72
1238,835985,10.28
1239,600626,4.25
1240,603633,9.67
1241,000951,18.17
1242,301192,27.97
1243,002202,10.38
1244,600356,9.13
1245,301101,48.3
1246,300915,26.9
1247,300241,6.1
1248,871642,19.48
1249,002239,3.06
1250,300866,143.4
1251,600733,9.2
1252,300146,12.28
1253,000020,14.13
1254,600731,7.96
1255,600568,1.84
1256,605183,21.41
1257,600328,7.99
1258,000715,6.17
1259,301611,56.07
1260,836414,15.47
1261,300144,8.66
1262,688480,41.92
1263,300317,4.33
1264,002233,8.64
1265,600469,6.17
1266,000778,3.71
1267,300097,5.6
1268,600165,4.34
1269,300904,63.23
1270,300969,94.44
1271,600846,9.98
1272,603076,28.11
1273,601688,21.23
1274,603600,11.24
1275,837092,45.84
1276,300080,4.41
1277,301024,47.2
1278,831370,5.04
1279,002377,3.14
1280,601878,11.97
1281,600935,2.51
1282,873679,23.33
1283,000757,5.03
1284,002076,1.9
1285,002762,6.33
1286,871753,29.18
1287,600338,12.02
1288,001216,14.6
1289,688035,60.66
1290,002421,3.8
1291,603075,24.61
1292,688030,20.27
1293,000545,3.16
1294,688325,62.81
1295,300203,20.91
1296,688236,22.93
1297,600726,2.55
1298,688111,296.35
1299,603286,34.48
1300,603517,15.9
1301,002752,5.72
1302,002925,18.51
1303,688612,33.88
1304,688288,31.31
1305,873305,67.3
1306,603048,20.48
1307,600561,7.06
1308,605365,16.01
1309,301215,6.39
1310,600463,11.53
1311,300560,14.73
1312,605122,14.16
1313,603289,10.33
1314,000750,4.53
1315,600965,5.17
1316,603066,12.26
1317,603235,28.95
1318,603179,47.6
1319,603766,13.56
1320,002609,11.59
1321,603023,4.54
1322,302132,86.45
1323,300778,16.24
1324,001319,28.61
1325,301050,53.3
1326,600082,3.93
1327,002749,15.02
1328,688557,39.76
1329,688190,97.95
1330,002960,10.43
1331,688168,77.17
1332,601616,3.92
1333,002571,7.19
1334,601388,2.61
1335,605198,49.11
1336,002606,9.82
1337,002861,16.36
1338,688225,21.56
1339,603903,8.48
1340,002077,14.46
1341,002269,1.97
1342,600955,14.5
1343,002889,16.46
1344,002558,28.34
1345,002799,8.54
1346,601399,3.3
1347,601168,17.78
1348,605358,25.67
1349,301362,44.12
1350,601211,20.39
1351,000523,3.3
1352,002617,7.88
1353,300209,5.27
1354,601061,8.58
1355,000425,8.54
1356,300868,31.51
1357,601121,6.56
1358,688799,51.4
1359,603210,21.16
1360,000601,5.31
1361,600814,7.93
1362,300842,45.58
1363,603151,23.78
1364,688729,27.73
1365,002602,13.22
1366,300327,27.22
1367,002461,10.57
1368,603613,24.58
1369,603005,31.28
1370,002312,11.36
1371,002165,9.36
1372,003002,25.52
1373,301567,45.08
1374,600871,2.03
1375,002290,29.79
1376,688199,29.11
1377,002526,4.06
1378,002228,3.37
1379,300695,107.87
1380,600060,20.99
1381,300888,41.28
1382,300957,45.93
1383,603043,16.36
1384,300672,95.87
1385,688623,70.58
1386,603580,15.01
1387,000925,8.17
1388,300376,4.77
1389,688128,27.97
1390,603690,26.53
1391,300590,13.59
1392,603806,14.39
1393,301059,12.29
1394,600300,3.43
1395,920088,39.8
1396,600219,4.1
1397,600493,6.85
1398,002056,17.18
1399,920029,100.19
1400,002232,18.53
1401,605599,15.04
1402,000776,20.71
1403,600058,8.28
1404,002495,2.76
1405,002555,17.19
1406,601225,21.41
1407,603255,32.49
1408,301356,18.68
1409,603967,11.69
1410,300504,16.59
1411,300442,55.96
1412,688628,36.67
1413,002901,57.88
1414,605111,34.4
1415,300353,22.94
1416,300106,12.52
1417,603056,16.72
1418,601012,15.97
1419,603218,13.16
1420,837821,33.31
1421,001268,35.37
1422,002803,16.73
1423,603615,24.5
1424,601528,5.59
1425,603365,18.21
1426,688216,25.81
1427,000981,2.1
1428,002948,4.9
1429,836149,16.07
1430,300383,15.39
1431,002697,5.61
1432,600456,32.9
1433,600137,20.33
1434,603336,9.17
1435,688083,76.27
1436,600865,9.18
1437,002416,12.64
1438,601011,2.82
1439,300056,14.74
1440,688106,18.95
1441,301373,35.86
1442,301379,26.72
1443,300577,22.06
1444,301361,34.68
1445,603969,9.91
1446,000967,7.07
1447,001872,20.53
1448,300405,6.37
1449,603208,14.94
1450,601339,5.67
1451,600593,32.0
1452,002139,15.63
1453,603220,22.73
1454,002976,26.94
1455,688282,48.45
1456,605268,10.02
1457,601888,65.73
1458,603676,12.9
1459,002363,8.58
1460,834058,35.64
1461,001368,25.7
1462,688126,19.33
1463,605389,43.65
1464,002442,6.44
1465,603869,8.65
1466,605088,38.88
1467,300437,9.38
1468,002528,2.88
1469,603173,47.46
1470,002194,13.66
1471,603266,23.76
1472,603201,17.21
1473,600770,5.74
1474,300979,51.91
1475,833346,30.24
1476,688475,34.67
1477,002690,17.45
1478,002849,16.0
1479,002654,12.32
1480,600655,5.81
1481,688177,33.97
1482,301598,65.06
1483,688432,12.28
1484,600235,6.54
1485,300098,5.81
1486,837174,18.18
1487,002200,7.27
1488,688210,42.1
1489,688601,44.08
1490,603658,41.25
1491,301607,35.72
1492,002060,3.64
1493,600869,6.58
1494,000893,30.76
1495,601118,5.1
1496,600309,62.19
1497,301273,29.25
