代码,昨收
834261,15.77
600468,6.66
300520,25.65
603028,8.27
002085,16.52
301210,43.83
831641,18.2
688478,33.9
001226,36.36
300172,5.77
601778,3.3
830896,19.86
688120,107.5
002262,24.03
688633,28.85
300616,14.08
300484,22.4
002580,14.02
600156,7.44
603085,11.61
300724,67.21
920068,20.63
300354,41.39
688717,61.89
603059,32.95
301622,87.82
300837,25.34
688503,47.61
300481,15.62
872374,31.85
688160,93.76
002309,3.27
002025,50.66
300936,43.3
600089,13.89
301043,37.65
833230,17.17
300965,80.98
002445,2.46
301418,38.57
870299,20.53
300195,8.22
002902,22.17
600137,20.55
603076,28.63
688530,18.72
300068,16.26
000507,5.7
600399,5.69
301311,22.76
301321,16.24
834599,23.49
688138,30.14
002377,3.24
002825,10.53
600107,4.04
002391,6.43
600593,32.38
603595,19.37
300307,8.06
601933,4.85
300617,34.77
003033,46.15
838670,18.52
603139,23.35
688578,90.13
688015,22.67
002951,15.37
600151,8.03
603061,95.31
300626,12.04
301517,51.0
001367,25.59
300982,20.01
688623,72.75
300233,19.14
601669,6.39
002774,11.98
300601,17.59
000688,14.41
300523,23.92
601012,16.01
600819,6.41
300849,13.49
000586,12.7
600977,13.45
002864,30.96
001256,24.56
300212,22.98
002181,7.16
688191,26.96
300342,19.12
002644,9.51
300053,14.26
688315,16.7
002376,7.94
300359,6.28
836675,12.64
603778,3.93
688109,43.99
688107,29.96
300248,14.94
600293,3.16
600558,5.53
002664,23.6
688728,15.72
688061,35.47
002575,7.9
300705,18.12
002886,21.2
603004,23.71
603992,29.87
002596,3.95
002988,45.16
002090,10.12
839273,38.15
300525,15.63
000635,9.41
300543,12.53
688472,9.39
002725,14.09
688636,38.92
601005,1.56
000565,8.62
301501,55.52
000922,11.69
688569,24.75
300607,34.17
688132,21.64
002638,2.33
301552,42.64
603091,64.95
601996,2.33
300142,13.22
002348,3.87
002319,13.22
603938,15.48
837046,16.33
300537,26.45
600774,10.88
603999,6.97
002885,16.34
301030,19.35
300274,84.52
300353,22.39
688395,26.14
300434,10.75
300670,7.7
002931,16.98
832491,29.31
301318,37.01
301368,65.58
920002,126.27
300099,7.7
430476,19.2
300109,17.65
300129,7.7
301025,11.54
002163,10.03
300276,10.73
836149,15.98
603032,19.09
600052,4.59
301308,90.08
605058,29.88
002731,14.53
600281,6.85
688567,16.84
000756,16.85
600810,9.87
688566,31.9
002773,42.55
600869,6.04
688800,67.98
600765,17.43
831278,12.1
301285,51.6
603333,8.36
300438,27.29
300100,46.89
300092,13.67
300076,6.81
300241,6.06
300120,9.09
300402,19.69
300379,5.32
301266,35.33
688638,40.57
002138,29.42
300645,18.85
002712,6.03
000989,11.25
300036,16.57
000972,3.76
605588,51.98
300321,33.12
000733,50.36
301157,55.31
301193,19.47
600159,2.99
603151,24.56
689009,62.1
300955,20.89
301395,12.68
831087,18.7
000935,19.95
603739,14.85
300903,12.56
600939,3.7
002201,8.13
002527,17.0
002347,7.39
300946,59.07
600372,12.62
600152,6.68
300091,2.95
301578,38.1
301268,22.05
002730,17.66
605116,23.61
301393,58.12
600072,13.28
600505,14.7
688618,27.9
688590,22.1
688119,4.42
603878,5.83
002442,6.57
300227,9.47
002048,21.24
301456,27.1
002860,13.86
600330,8.05
300987,19.69
002437,3.65
603680,13.88
300501,16.78
300424,17.51
301002,24.02
002266,3.65
600476,18.82
603036,18.07
600596,10.16
301256,11.6
300278,5.79
002570,7.27
688162,31.85
002585,5.8
605066,7.96
002258,12.28
300388,7.98
000049,23.84
688292,22.4
834475,22.46
600226,2.88
603659,18.05
300224,18.02
688232,29.54
002171,9.33
688211,35.88
300885,30.88
873570,42.42
002813,25.69
301225,84.24
003043,45.7
300749,9.31
688620,13.54
002865,43.61
002203,12.14
002406,8.56
688390,45.0
300296,6.44
000656,1.42
002564,8.54
300907,31.98
688485,13.48
301261,82.05
603082,41.23
603879,7.1
603206,18.42
603662,68.11
688501,31.22
600361,4.26
300044,4.25
002483,7.09
000691,7.08
688563,58.39
605118,33.69
002362,25.39
600802,5.62
605196,21.15
301391,49.14
300071,5.62
688283,29.59
600800,4.23
300137,7.04
300660,47.83
002459,11.25
688131,53.48
688115,75.88
002049,75.07
000789,6.28
301313,27.29
300669,32.28
300921,25.11
001266,30.15
002783,10.52
301150,27.31
600507,6.3
300427,7.01
000155,10.47
871245,33.38
000420,4.18
600499,11.83
873223,11.12
300040,7.63
688163,25.65
605166,12.52
688589,24.26
001206,26.41
688172,20.15
002560,8.36
000892,4.84
605006,7.57
002624,15.21
688529,22.72
603718,7.61
688559,31.65
300752,24.12
300022,8.99
301512,47.85
603255,32.17
688726,47.3
301100,19.92
688285,9.59
002558,28.83
300277,12.97
301231,26.03
300331,22.65
873001,24.02
002184,13.74
002038,8.22
002342,7.47
002933,38.16
688223,5.46
836871,17.73
301211,19.01
600241,8.78
002413,6.1
600262,24.36
300074,5.39
002923,15.53
301007,39.32
301230,37.23
603648,12.05
872925,24.75
605018,13.39
688017,137.0
600624,7.39
688234,61.02
002125,13.38
301071,30.97
600338,12.06
000551,12.12
600644,14.12
603916,11.44
600592,22.22
605398,33.3
002645,14.01
002250,9.97
002729,15.33
300813,24.69
300656,27.97
002114,7.33
300807,51.27
603121,19.98
300405,6.62
301185,21.17
601212,3.31
300844,44.25
603520,11.29
688439,60.31
001268,34.33
603507,27.78
301487,22.39
603256,25.08
688113,41.48
002542,3.96
002599,9.23
300222,11.18
300215,6.56
603260,54.61
002786,9.9
300550,13.81
688152,47.45
603977,13.12
300102,13.77
688401,41.2
688279,202.6
301507,15.71
300050,5.87
603667,38.45
600685,29.46
601086,11.14
000633,6.55
605399,13.71
300582,14.3
688561,35.6
603626,9.11
301526,5.18
301219,57.89
002514,5.86
603266,22.01
688655,28.0
688305,61.12
003031,55.82
002506,2.59
601698,20.77
002858,14.25
002096,14.25
300927,27.91
835579,29.3
301571,49.8
301237,38.68
003037,9.06
300288,16.14
300488,36.16
300801,24.45
300781,43.25
300508,32.19
600831,4.53
920060,36.69
603773,32.88
605288,54.1
688489,40.7
002935,16.69
688484,45.0
301586,60.25
600268,10.28
688610,54.32
002407,12.84
301282,27.5
688368,91.87
002365,20.33
001207,26.8
688259,45.31
605151,20.42
688619,15.26
833427,16.43
301009,15.19
920005,51.84
301333,55.17
601615,11.42
300203,20.26
002881,49.51
301600,122.47
300419,6.28
002178,7.54
002422,37.06
001379,22.62
600118,30.19
838171,18.25
301216,16.38
000931,5.65
688593,16.94
603685,15.72
688419,29.62
002629,7.55
837748,56.62
603181,15.58
688616,14.37
000710,14.97
300719,19.34
301112,48.84
300945,19.95
001212,44.45
301516,18.69
603135,10.57
002975,44.01
300935,27.87
600345,28.02
688302,56.69
300317,4.34
873132,23.62
600980,22.31
603330,7.44
000897,2.48
002037,12.4
301020,24.15
300546,27.95
688270,58.55
002544,24.04
603380,37.0
301070,44.4
301248,27.09
600528,9.25
688700,48.07
600860,12.93
600193,4.94
688320,47.46
688426,24.69
300503,24.58
688336,50.19
688031,54.15
002805,13.48
600711,7.96
000969,13.52
000758,6.12
600207,4.92
300118,10.39
688429,15.22
835892,23.15
300073,42.71
000790,4.28
000880,46.41
301050,53.68
300585,15.85
301265,11.57
301135,30.41
300830,13.41
688092,25.55
000533,7.9
600080,7.86
600661,11.52
002899,23.03
001267,13.33
002937,19.36
000803,7.27
603586,20.05
688193,53.06
300853,26.47
301089,35.49
688671,24.74
300758,15.63
873152,20.93
300181,20.39
603039,66.04
300265,10.19
300804,42.63
300825,12.0
600733,8.98
688779,5.98
603655,36.03
600322,3.0
000777,21.38
301126,13.66
605589,31.57
300072,3.57
605389,45.73
601865,16.71
688458,44.08
002151,30.87
300207,21.99
603806,14.25
871396,35.65
600478,5.9
002734,23.05
600696,6.49
688286,74.35
605303,13.0
300305,7.11
000837,13.04
002985,30.8
002102,4.14
301038,37.9
002263,3.55
002793,5.92
688055,4.13
301024,46.84
830839,30.57
301137,33.6
688207,16.43
688235,228.98
832225,22.3
600599,8.24
301209,94.25
300513,9.36
002815,14.02
688625,33.94
603538,28.68
603601,4.69
603906,15.24
688096,9.95
600893,41.51
836414,15.14
300179,11.04
002634,5.22
002115,8.74
688167,100.34
688612,33.58
300103,7.52
688032,110.95
600538,6.36
001255,34.76
831627,27.79
003001,29.44
300718,96.69
300767,16.73
002768,40.57
688772,15.53
600143,14.97
605178,23.57
688333,70.68
920082,22.99
603698,18.89
300111,4.01
300432,14.32
605086,28.65
000530,6.87
835237,23.45
688599,15.92
301075,35.7
002609,11.34
300350,6.8
300393,6.23
301037,15.78
601231,17.55
002279,7.36
600233,16.37
688711,29.24
002019,15.16
300549,21.9
301092,34.36
600117,3.92
002485,3.9
688433,37.51
002981,31.8
300080,4.48
301107,32.42
688757,28.81
688393,31.62
002466,44.91
300871,23.33
300726,36.57
300730,15.0
300699,31.75
688201,12.21
300474,83.9
603608,6.67
603811,15.98
300436,132.81
830779,43.69
300146,12.73
603396,28.69
688319,20.45
603138,16.01
300516,42.56
002598,10.99
688006,21.47
300461,21.48
688192,74.31
603863,18.11
688611,41.2
603192,23.08
688033,7.13
300971,23.07
301378,34.05
301255,31.87
002741,20.23
688598,26.8
873169,39.4
002851,67.63
688685,56.39
000738,21.35
300034,18.0
688308,21.3
688371,19.68
002811,12.0
600389,21.87
300279,8.2
688710,43.5
300518,14.15
688306,10.35
688579,11.94
301056,11.98
300051,7.62
871753,28.87
688005,22.73
600721,8.12
603579,40.49
688758,18.95
688010,34.97
300452,14.49
002162,4.84
300746,17.25
300890,31.5
603978,17.65
002735,15.5
603089,16.58
003022,16.58
000695,12.29
301091,32.64
600579,9.08
688165,24.49
300019,21.31
300709,47.92
301228,27.69
301281,36.79
688558,29.78
301626,142.11
600588,15.41
002218,3.73
300270,8.98
300161,29.65
603273,20.11
688377,31.7
002812,31.72
688227,31.73
301279,24.85
300810,46.08
688069,25.45
603728,60.45
002829,22.78
600773,11.12
002227,14.18
301387,42.72
688117,39.94
830809,5.8
688078,35.82
000903,3.16
300826,19.41
301520,47.72
301023,45.6
603351,32.52
688778,51.85
002074,29.85
600105,8.9
688698,54.97
002694,4.71
001380,24.55
688202,59.59
002878,18.84
300689,66.37
300865,34.12
002168,4.16
000795,11.46
300530,34.85
688506,303.39
300446,18.75
688058,32.29
688186,26.39
605180,16.06
688692,237.25
688110,84.63
603676,12.98
600288,13.5
300659,15.52
300473,30.99
600111,38.65
002990,31.49
688701,10.31
688420,27.82
300221,9.8
688545,30.9
300447,17.03
301263,36.33
002484,26.69
688631,97.4
002428,22.61
837403,25.6
300538,17.94
600010,2.57
300158,8.7
301168,39.99
301105,42.4
688022,16.83
688151,26.05
002547,4.59
688505,10.74
300306,14.26
835640,28.06
002826,22.81
688548,10.16
688536,144.1
002539,10.67
688141,29.88
688456,45.09
688562,19.23
688176,11.6
001234,24.3
300021,5.52
300900,21.1
688070,56.75
920116,75.0
301096,59.28
002977,40.98
688435,36.44
688143,50.41
301459,48.0
688300,54.1
300512,9.47
001288,22.34
603922,22.4
600178,14.93
832566,14.43
688325,62.0
002386,5.44
001269,27.73
600678,9.88
001221,46.95
688155,54.88
300964,49.03
600238,6.9
688602,9.38
000739,16.76
603051,20.65
600135,8.36
600523,16.73
300858,20.16
301179,17.12
688218,24.0
300411,14.24
300618,37.81
002373,11.77
300578,20.93
688233,34.58
600405,6.82
688287,5.37
834950,23.9
605376,41.54
300812,24.44
300590,13.62
834765,17.46
688229,65.05
301003,34.9
301322,32.58
002129,8.26
600326,16.52
301603,60.8
603937,11.11
301072,27.02
301108,27.6
688603,72.6
600877,13.96
300382,14.93
301040,27.82
600777,3.83
688496,10.06
600212,10.04
000762,23.42
603616,6.23
600415,19.17
834770,19.58
300777,37.88
688355,20.54
603585,19.64
837344,30.93
000558,5.72
301555,34.22
688068,233.75
301077,23.76
003005,23.86
688776,89.03
300440,14.21
002900,15.63
832786,10.88
688689,27.55
300702,29.77
603466,10.85
600610,13.66
301302,26.94
601908,3.78
300014,46.59
836263,16.52
600376,2.83
605189,16.96
002188,6.1
300166,12.23
600801,15.95
300992,28.6
300802,20.69
301151,22.55
688425,6.07
300243,11.7
002792,18.24
688295,22.83
002210,3.26
833914,33.44
300583,18.6
835857,7.92
688365,16.75
600354,6.97
300519,17.64
301163,29.22
871263,23.12
688081,25.96
688455,15.64
688721,48.28
688687,36.37
301525,88.09
603271,40.03
600463,12.37
837006,34.86
300986,14.2
688488,16.08
688175,22.46
300932,12.8
688177,31.5
002979,47.4
300153,33.34
002297,9.13
002366,8.19
300009,12.3
300420,4.1
002846,15.94
300490,9.98
688519,45.18
300095,11.32
301008,25.3
001208,13.12
839719,16.71
301349,40.09
000970,13.95
300963,19.82
603915,15.77
301199,28.41
688388,21.6
601089,31.11
688206,31.38
688059,67.41
688387,6.29
002777,20.58
002747,23.61
688020,54.01
301111,18.28
603777,14.22
603678,38.15
688357,35.07
300877,27.99
688231,21.33
002912,28.75
688466,23.35
688799,50.68
301162,52.05
688511,25.07
300859,44.79
002132,3.94
603087,62.26
688586,12.74
300564,17.99
002767,20.62
603112,16.65
600530,7.88
688750,22.78
603666,32.79
300004,8.73
603398,5.68
002795,5.68
002326,14.0
688129,27.99
300797,15.26
301548,54.24
300559,13.05
830879,28.7
000501,11.32
688718,15.25
002294,47.49
300485,14.77
688118,31.62
603567,12.97
300748,28.16
301320,22.98
600316,43.7
603516,95.39
603267,58.68
600397,6.45
002623,21.77
301310,43.59
300572,26.94
836208,28.59
600521,20.9
300980,24.83
002667,12.76
301083,17.88
002653,56.97
002141,3.83
300808,35.95
000546,5.52
300522,14.43
300553,43.67
300010,8.9
688653,13.5
002189,29.11
605088,42.22
300204,52.0
601020,20.7
688560,15.61
000792,19.86
301389,49.76
688499,54.1
300127,30.61
002827,46.71
300629,23.86
001359,48.93
300456,20.48
300267,4.17
000016,5.42
002625,44.65
003040,26.65
300966,24.2
300024,19.17
300363,22.86
688375,66.51
300841,88.11
920008,40.11
300254,12.33
688237,34.55
301233,61.38
002190,37.38
300390,21.41
002709,20.15
603663,26.67
300835,59.91
688182,28.11
688030,20.4
300891,10.16
688509,4.88
603699,33.35
603950,25.2
688722,22.71
300515,26.35
002120,8.51
603011,15.75
605050,17.28
300199,24.87
300722,39.78
300283,7.2
603799,44.86
300819,27.58
603163,33.84
603275,57.03
870204,23.1
873167,26.3
002921,17.93
301592,163.38
301079,32.49
688373,7.95
301119,41.71
688197,46.79
300510,5.96
688553,22.49
600475,22.88
002782,16.14
603486,90.27
600379,13.34
836961,41.4
688261,60.27
688585,88.72
873305,65.81
301325,61.5
002592,7.37
300872,25.54
003038,19.36
688707,15.83
001283,71.1
688520,65.44
605488,32.67
688048,74.5
688690,27.35
688639,37.37
688137,46.95
601798,9.6
688697,15.79
838402,11.13
301000,46.96
300558,67.59
603150,41.3
300031,27.43
000032,24.09
002859,26.66
600862,26.2
688173,15.16
001223,47.38
002067,4.52
300554,25.99
000890,4.52
002295,11.3
688331,65.39
000953,8.28
601208,16.52
603052,32.34
688095,81.55
301213,70.02
000590,13.09
836892,18.7
688219,13.42
603268,53.35
002134,21.95
839725,30.48
300852,35.15
300632,14.42
688293,55.9
603406,53.21
300056,15.03
688071,49.12
002471,5.11
000768,28.82
001316,36.51
688091,72.25
603280,54.1
002756,37.44
002550,10.2
603159,21.11
002465,14.13
688443,33.16
688269,40.09
603959,5.77
300304,13.3
300149,12.94
000519,22.65
835174,66.65
600114,26.88
002674,11.77
688299,18.22
002683,36.79
002265,43.26
300930,35.72
688216,25.58
300855,28.45
831961,24.23
603810,17.41
301556,111.76
603316,8.87
300378,56.08
688238,7.81
688678,25.85
688179,15.54
600416,14.84
920037,98.05
002882,31.3
300086,7.38
688311,43.22
688272,30.53
301662,101.78
600351,7.65
688056,40.0
688592,44.01
688125,44.96
300416,17.22
300937,31.62
688098,9.96
002651,13.7
600391,31.89
603557,2.73
833454,21.52
688682,37.02
002688,7.79
300762,26.82
301538,68.48
002515,7.45
688565,11.48
601002,5.74
603232,16.13
300922,31.88
688786,27.99
301331,37.36
688551,46.0
002888,19.91
600110,6.29
300747,30.59
688135,21.69
600539,11.52
688028,26.22
688323,17.64
002022,7.85
833943,29.3
688077,33.2
430017,22.49
002212,8.12
300264,6.81
300769,37.0
301591,50.52
301069,22.64
300680,42.89
002046,31.95
002915,28.83
688659,11.22
688557,36.85
002289,26.57
688156,21.78
603097,23.25
688203,14.0
688290,60.1
300593,19.12
688239,37.93
300084,8.59
300159,3.49
601718,4.75
603185,19.28
301152,29.98
001203,12.3
600265,17.96
002370,7.24
600764,35.84
000831,42.91
688621,68.66
002068,11.83
300289,10.6
600438,20.88
300649,17.38
688185,85.1
301229,23.05
300591,13.79
430047,23.65
002896,97.07
688733,22.88
688448,41.1
600343,15.84
002248,11.24
300329,12.17
600425,4.85
300942,13.3
300066,7.23
301201,29.56
603001,9.94
688513,59.12
600481,5.99
688552,40.1
603367,33.9
300225,4.46
688428,28.57
688400,32.7
301568,44.63
600259,61.95
002890,15.73
301338,66.19
605128,38.62
603829,19.75
688543,59.56
836942,50.78
300006,5.27
688345,30.66
688369,34.08
600192,11.06
002389,27.03
002107,7.22
605123,76.86
600732,14.4
300681,30.77
688266,109.57
300491,22.08
000877,6.25
832469,16.5
002552,16.77
002497,15.06
300410,8.77
002460,40.51
600435,17.56
688282,53.57
002225,7.37
301131,55.0
688307,37.9
600172,5.06
301128,66.9
600698,13.41
688321,36.59
002838,24.57
603109,37.61
600760,62.02
603712,24.62
301227,31.48
300421,17.15
605566,25.07
301277,15.69
688680,50.17
688148,6.05
301491,67.99
300950,29.8
688356,100.2
688180,42.54
300263,8.68
688281,72.43
300644,39.41
688170,39.58
688328,28.21
301141,68.76
920007,80.2
600366,15.0
002436,16.61
600184,24.41
688523,26.39
832885,25.85
002857,24.75
300695,99.99
002490,6.62
002822,3.7
301382,35.87
688210,40.46
300600,21.41
688418,32.4
300732,12.22
301397,40.01
603859,42.0
301129,31.3
002760,23.94
301509,39.58
300218,23.9
688053,37.36
688573,31.01
000889,4.32
002414,13.19
688093,39.35
603499,17.49
301026,28.1
688577,67.7
300878,25.0
300960,35.25
600537,3.78
603310,20.85
603200,70.19
300340,18.06
002167,13.03
688716,47.71
300780,21.51
688630,143.1
603373,51.07
300581,23.4
300821,11.38
300723,68.05
600392,22.77
300631,33.54
688222,22.94
301217,25.37
000823,14.28
301200,100.0
688398,22.78
688062,33.8
688353,34.83
301076,49.75
688607,31.18
688166,116.49
605055,8.13
300608,14.83
301373,37.77
835438,27.9
688622,117.74
605580,18.05
688221,18.9
603216,14.87
002706,11.32
603828,4.48
831834,15.06
603716,30.36
300850,38.94
688039,53.94
600879,11.68
002755,27.05
002192,38.9
300696,32.4
301300,44.78
001306,100.1
688788,75.2
002221,10.07
002468,16.95
300414,15.36
300776,74.99
300717,25.69
688280,8.61
603399,10.91
603228,60.35
688297,58.58
300400,24.94
301616,53.5
002742,5.7
000851,2.1
300993,19.09
688246,36.67
688258,70.76
688627,91.82
300943,19.53
300586,13.48
688066,24.16
836807,20.93
688510,26.72
002164,11.52
688102,17.1
301357,158.4
001278,20.07
836247,33.33
000504,12.54
688011,48.72
300588,20.49
605598,32.25
002738,42.63
300662,33.94
833284,27.3
000576,12.78
300665,9.86
300229,25.95
837663,25.59
002543,13.58
688303,27.16
920027,34.91
300478,17.55
002908,13.29
000802,5.37
603590,55.5
688322,84.9
003036,18.51
301022,47.82
688136,48.2
832982,320.03
688189,14.85
603131,22.37
300455,20.31
688556,12.11
603991,68.42
688658,32.19
300731,52.17
300683,55.27
301117,41.76
300875,64.86
300542,22.14
000010,5.1
300045,22.24
002940,57.51
600605,40.78
688382,40.25
300069,23.88
688708,80.86
300906,36.97
000788,6.93
603063,40.3
002695,15.94
000056,3.07
920101,17.41
920056,7.21
920018,9.17
833994,32.9
833874,20.13
832317,21.88
688555,1.12
688291,33.39
688228,65.8
688086,0.64
603996,0.39
603963,1.18
603603,0.39
603555,0.67
603389,27.4
603377,2.95
603157,0.59
603133,0.29
603003,2.44
601558,0.25
601299,29.98
601268,2.35
601258,0.4
601088,37.56
601028,12.83
600991,17.82
600978,0.52
600899,1.13
600898,0.74
600896,1.12
600891,0.38
600890,0.36
600878,2.64
600870,0.6
600856,0.27
600852,0.72
600849,14.73
600842,13.96
600840,23.8
600837,10.41
600836,0.45
600832,23.18
600823,0.43
600813,3.83
600811,0.36
600806,1.47
600804,0.14
600799,0.54
600788,0.91
600786,82.2
600781,0.77
600772,1.3
600767,0.42
600766,0.42
600762,0.77
600752,0.84
600747,0.26
600723,8.93
600709,3.02
600705,3.47
600701,0.45
600700,0.64
600695,0.51
600687,0.3
600680,7.69
600677,3.01
600672,0.7
600670,2.87
600669,2.19
600659,1.41
600656,4.49
600652,1.19
600647,1.52
600646,5.82
600634,0.28
600632,9.53
600631,15.68
600627,28.73
600625,4.8
600614,0.26
600607,23.52
600591,7.27
600565,0.85
600555,0.26
600553,14.98
600532,0.72
600485,1.39
600472,51.82
600466,0.4
600462,0.21
600432,1.38
600401,0.15
600393,0.37
600387,0.94
600385,1.2
600357,7.4
600321,0.5
600317,2.6
600311,0.61
600306,0.29
600297,0.78
600296,14.61
600291,0.89
600290,0.37
600286,0.67
600277,0.38
600275,0.41
600270,20.99
600263,16.43
600260,0.47
600253,6.26
600247,0.65
600242,0.25
600240,0.41
600225,0.29
600220,0.37
600213,6.36
600209,1.18
600208,4.12
600205,25.41
600190,0.63
600181,1.02
600175,0.21
600146,0.22
600145,0.34
600139,0.74
600122,0.38
600112,0.73
600102,7.13
600093,0.5
600092,0.96
600091,0.76
600090,0.27
600087,0.83
600086,0.16
600083,0.92
600077,0.41
600074,0.17
600070,0.42
600069,0.28
600068,9.93
600065,1.7
600005,3.71
600003,3.87
600002,10.09
600001,5.29
300799,1.08
300742,0.18
300630,0.89
300526,0.56
300495,0.13
300431,0.28
300392,0.21
300372,1.48
300367,0.29
300362,1.34
300356,1.69
300336,0.25
300330,2.45
300325,0.25
300312,0.3
300309,0.23
300297,0.23
300282,0.13
300280,2.74
300273,0.38
300262,0.68
300216,0.19
300208,0.28
300202,0.5
300186,45.72
300178,0.2
300156,0.12
300117,0.43
300116,0.11
300108,0.21
300104,0.18
300090,0.12
300089,0.19
300064,1.32
300038,0.3
300028,0.3
300023,1.09
002781,0.42
002776,0.4
002770,0.6
002751,0.86
002750,0.59
002740,0.38
002711,0.32
002699,0.41
002684,0.69
002680,0.77
002665,0.37
002621,0.37
002619,0.56
002618,1.26
002610,0.37
002604,0.25
002509,0.15
002505,0.36
002504,0.38
002503,0.42
002502,0.64
002499,0.86
002477,0.17
002473,0.79
002464,0.26
002450,0.2
002447,0.19
002435,0.37
002433,0.27
002417,0.45
002411,0.62
002359,0.35
002341,0.61
002336,0.36
002325,0.38
002308,0.37
002288,0.37
002280,0.37
002260,0.53
002220,0.26
002147,0.37
002143,0.25
002118,0.37
002113,0.41
002089,0.24
002087,0.16
002071,0.31
002070,0.71
002018,0.26
002013,10.78
002002,0.58
000996,0.38
000982,0.18
000979,0.22
000976,0.41
000971,0.55
000961,0.56
000956,11.91
000939,0.15
000918,0.49
000916,8.82
000866,13.84
000861,0.62
000836,0.37
000835,0.35
000832,1.45
000827,1.16
000817,8.75
000806,0.43
000805,1.88
000787,4.68
000780,10.95
000769,0.9
000765,2.36
000763,4.22
000760,0.26
000748,20.31
000732,0.43
000730,2.6
000699,0.81
000693,0.37
000689,4.88
000687,0.29
000675,7.94
000673,0.25
000671,0.37
000667,0.58
000666,8.97
000662,0.25
000660,2.38
000658,4.24
000653,2.51
000622,0.15
000621,2.66
000618,5.24
000616,0.85
000613,0.58
000611,1.39
000606,0.28
000602,13.41
000594,1.29
000588,4.37
000587,0.72
000585,0.35
000584,0.29
000583,0.76
000578,24.44
000569,7.05
000562,30.5
000556,1.5
000549,8.9
000542,27.34
000540,0.4
000535,0.5
000527,14.02
000522,23.27
000515,15.29
000511,0.61
000508,
000502,0.59
000418,57.39
000416,0.45
000413,0.37
000412,2.89
000406,10.12
000405,2.86
000150,0.51
000047,8.03
000046,0.38
000040,0.49
000038,0.52
000033,1.7
000024,40.5
000023,1.72
000018,0.27
000015,6.85
000013,2.47
000005,0.83
000003,2.71
