代码,昨收
833781,11.9
000498,6.05
837212,17.55
002576,17.59
603231,17.51
600452,11.68
601390,5.75
600287,5.83
000810,11.75
603353,17.3
301380,38.35
873703,16.49
600818,11.4
002697,5.7
600056,10.91
000411,11.37
002726,5.41
603650,33.6
000059,5.42
002953,11.07
301060,10.84
300784,56.03
600884,11.35
300425,5.61
301012,22.27
300983,22.77
600704,5.43
603489,28.32
003011,21.86
300735,28.43
688570,22.34
300536,10.32
601216,5.37
000786,26.79
605336,16.19
300164,5.39
002042,5.23
600789,10.29
002170,10.31
603936,10.76
002116,10.7
300655,10.77
300268,10.45
301295,26.42
871981,35.73
300175,5.11
600483,9.78
688065,49.07
600502,4.91
002926,10.0
000338,15.23
000782,5.11
603055,10.02
001330,4.91
002202,10.25
600791,5.12
002687,4.9
002357,10.14
835508,29.77
601952,9.76
002476,4.95
301049,24.96
001332,39.56
000998,10.01
000876,9.76
301589,156.03
688667,65.13
000902,14.04
605300,13.99
301479,90.34
603007,4.71
688001,28.06
000899,9.49
000012,4.79
832023,4.66
600266,4.81
002244,9.69
300470,38.88
002524,4.82
000423,51.27
600320,4.68
600848,9.26
603899,31.4
301567,44.8
001259,27.88
600217,4.47
000966,4.6
000912,4.54
600119,9.04
300798,9.1
600356,9.15
002183,4.65
603132,13.47
000009,9.18
000883,4.61
002344,4.52
000058,9.27
601133,13.32
600406,22.01
002641,4.28
601677,13.13
001300,13.29
300567,60.1
300061,12.8
000035,4.35
603233,17.42
002322,12.83
002405,8.54
300355,4.32
603306,43.27
000055,4.26
300893,25.61
603040,51.7
002875,17.13
300376,4.27
603357,8.85
001335,38.78
600058,8.25
002573,4.1
000819,16.34
600039,8.42
300101,24.83
300917,45.79
301123,33.25
000573,4.22
002511,8.28
002061,4.14
301177,29.55
000582,8.32
600176,12.33
000698,4.18
300256,4.15
002549,12.41
300240,8.5
000524,12.6
301580,50.01
003018,12.65
300743,21.25
002031,8.19
920819,4.2
601061,8.23
600829,8.34
688253,33.74
603477,21.2
920099,32.94
603225,12.72
002237,12.03
603569,8.15
002818,12.07
002235,8.06
600731,7.91
300096,3.98
300700,12.23
003027,19.86
000725,4.01
603656,19.61
600500,4.05
834033,19.93
600863,4.06
600716,3.97
300970,15.86
603939,24.05
300136,24.37
001311,24.39
600637,7.89
002737,16.19
688337,36.29
002724,7.99
000034,40.44
600248,4.01
920111,28.3
002642,8.16
603382,32.03
601619,3.9
002976,26.97
300401,15.68
301073,22.95
600459,15.58
600073,7.81
603826,19.56
300285,19.5
301370,11.41
603637,11.47
600515,3.9
603687,7.84
600969,7.57
603073,18.87
600197,15.63
600657,3.89
600628,7.65
688651,38.96
002207,7.53
002368,25.64
603363,3.77
831167,29.23
001317,48.85
300130,29.43
002763,7.37
002091,7.44
002084,3.69
600648,11.27
600710,10.94
600479,11.03
002397,3.66
605266,22.25
300458,40.05
833429,22.2
688220,88.14
002381,7.16
000713,7.23
603729,17.96
600352,10.59
603703,10.7
688739,28.93
600229,7.12
300768,18.08
600308,3.6
000090,3.58
002054,7.25
300623,31.62
603598,18.04
000752,10.85
000800,7.11
603727,14.38
000509,3.54
301068,32.49
601116,10.89
002153,10.34
002421,3.41
002555,17.03
002412,6.88
600918,6.89
603022,10.49
002208,6.95
688195,44.86
001308,23.9
600362,24.02
601126,17.26
002655,13.66
601949,6.81
000428,3.39
300609,44.81
688111,293.0
300882,16.99
301005,55.87
603071,13.87
870866,10.05
001391,6.76
601858,19.92
603439,13.3
605136,9.99
300163,3.38
603989,16.6
603218,13.13
600017,3.28
603219,16.53
301260,23.07
000523,3.34
002698,16.83
002410,13.36
002394,10.16
002591,6.62
600230,13.41
300820,49.72
000906,6.61
601877,23.5
300898,27.11
002606,9.86
600283,10.0
836717,12.92
300426,9.75
601069,19.53
002909,6.5
000531,6.43
600510,6.42
002045,16.36
300674,26.13
000050,9.73
603239,16.03
001323,32.33
600689,13.1
688329,22.88
002380,25.97
600757,9.67
600059,9.82
600835,26.04
300783,25.79
002425,3.26
600210,6.37
001209,18.65
000030,6.17
300527,9.32
600186,6.18
002144,12.67
688819,28.56
002416,12.41
603078,18.8
688049,49.64
002855,18.75
600436,202.83
600787,6.05
300666,69.75
300957,45.61
300048,6.15
300710,20.9
000560,3.0
002540,6.14
002010,6.03
300295,15.19
600234,9.19
601016,3.03
002124,3.05
688516,36.0
002155,18.43
600292,12.05
002574,5.9
002556,5.96
002554,2.96
002752,5.84
600252,2.91
002469,8.91
002732,17.54
603386,14.57
300498,17.63
601828,2.94
600185,5.85
300521,26.19
600838,8.78
605077,17.67
603117,5.86
300236,43.97
600161,20.47
300271,8.75
601168,17.77
603803,8.86
600895,35.22
301062,8.81
301042,40.6
605162,8.91
605009,40.81
836720,14.57
000597,5.81
000868,5.83
833873,8.72
600630,8.92
000717,2.98
000008,2.93
600728,5.82
600522,14.53
000301,8.92
002247,2.84
000514,5.67
600821,5.64
603898,11.46
002590,14.12
300638,28.92
300412,5.79
603730,5.76
831768,11.46
002454,8.57
301577,63.08
002086,2.86
300622,34.25
300548,91.74
002739,11.45
000862,5.7
301287,42.8
600272,14.1
003030,19.84
688089,28.55
603696,11.02
002339,8.3
603786,52.6
300441,8.4
300479,22.36
301448,30.21
000820,2.78
301439,16.77
002478,5.58
600623,8.3
001358,24.94
002647,5.6
600993,27.97
605358,24.84
002723,8.39
601518,2.75
300679,47.35
603296,82.96
603313,8.41
301529,71.61
002880,29.67
603390,13.43
000513,40.47
603113,8.04
300881,37.34
603259,91.23
002050,27.01
600916,8.2
002519,5.45
603515,18.92
688100,34.7
300678,38.1
600720,8.17
002658,8.07
002637,10.92
603215,18.7
600128,10.92
301306,67.5
301468,26.67
300997,16.25
600477,2.69
002863,5.42
002538,5.46
300796,10.82
600063,5.31
002349,7.83
002026,13.31
600933,18.3
002790,7.82
837023,18.43
300450,26.18
600278,7.87
600929,5.29
300155,5.29
600482,23.61
600742,10.43
603045,18.39
605028,20.97
870656,18.65
002707,7.65
605337,12.89
601068,5.14
603037,12.73
603223,10.26
300230,5.16
600935,2.56
002679,10.17
301167,17.93
601007,7.69
300320,10.19
603798,12.68
002910,10.24
603779,7.7
000559,7.79
603690,25.53
002530,10.17
300604,44.04
002290,30.94
300587,7.68
600586,5.07
301290,28.2
000506,10.24
002907,18.06
603202,102.43
002379,15.5
002408,5.09
300098,5.16
002748,10.13
688729,23.23
600817,12.69
688719,43.76
300911,51.58
688608,228.4
600785,12.8
001260,20.75
600570,35.16
002491,4.99
301488,74.9
300343,5.06
002182,12.61
300642,17.58
300594,20.24
832149,15.08
601989,5.01
300619,27.21
603166,17.7
601118,4.95
000759,7.56
002215,12.45
001270,42.56
002041,10.08
301665,30.05
600150,37.88
603535,12.63
600171,34.57
000757,5.06
301585,35.31
300349,12.62
002021,2.49
603122,7.37
603338,51.79
300621,9.64
600714,12.18
002567,4.93
600467,2.42
001229,34.26
300757,167.55
002722,17.19
301283,41.44
000060,4.93
300125,7.26
873593,38.73
836239,34.45
300141,9.81
001376,12.24
600963,4.84
603272,19.5
600189,7.34
603855,21.69
300445,19.07
002569,9.46
603681,16.57
688361,82.97
688352,11.78
002224,4.72
600724,4.77
605033,21.49
836260,14.4
300290,19.18
002672,4.78
002889,16.63
603070,14.23
603050,16.8
002197,7.2
300327,25.91
600715,2.36
603183,4.65
603456,18.45
002455,7.03
002603,16.19
600958,11.52
603099,39.52
603421,7.05
600103,2.32
000571,4.67
301611,54.08
605199,9.24
000069,2.32
000859,6.99
002256,2.33
002186,11.52
688200,139.99
834415,16.3
000088,4.6
831195,18.45
000403,18.51
301080,53.7
600763,46.1
603115,15.84
300135,4.55
002429,4.55
603120,41.27
001298,31.8
300131,9.07
300828,18.32
002702,4.52
000920,11.36
605305,38.54
000591,4.52
000679,9.01
002420,6.78
002533,11.29
601096,4.53
603600,11.29
601515,4.5
300640,6.87
002160,4.56
603517,15.98
002871,11.21
688038,17.7
603111,6.69
600845,24.67
600820,6.72
688027,275.85
000988,51.38
603860,33.46
688289,22.05
002238,8.89
600400,2.22
300140,6.61
600986,8.84
002762,6.61
300968,15.41
603966,11.16
300856,15.45
002986,12.92
000676,8.75
000541,6.49
301165,64.9
001914,13.17
600340,2.18
002779,96.16
600313,6.47
300785,34.53
002199,10.88
688533,28.4
000612,8.72
600527,2.16
839792,13.09
002355,6.53
300477,2.16
830832,8.75
002073,8.77
300713,19.55
603988,23.69
002106,10.84
600381,4.32
301305,19.37
601958,12.98
301336,57.7
301078,12.72
600930,6.44
605068,21.5
000985,19.3
300435,17.04
002883,12.72
601568,4.24
300364,25.75
001282,21.12
600231,2.11
601579,19.17
301355,12.84
300636,8.58
300134,12.84
600782,4.29
002978,29.93
836395,14.53
600707,6.25
300879,33.19
001287,20.68
300668,18.87
601113,4.13
831175,16.79
002140,10.51
833580,14.65
002077,14.44
301539,20.82
600641,14.71
603190,25.18
002117,12.53
002395,18.72
600101,10.34
002385,4.2
600668,12.47
301115,16.68
300663,18.94
301236,54.15
688099,71.56
002099,6.23
600310,4.17
603758,14.58
301618,59.85
600746,8.28
601003,6.11
300184,10.2
002791,22.5
000981,2.05
833075,32.39
600722,6.15
300094,4.08
600380,12.26
002057,10.14
920066,32.65
300106,12.15
872392,34.57
603289,10.3
000570,6.05
603583,38.29
301246,16.02
600191,8.06
301130,36.21
002987,20.15
301259,39.9
688153,33.8
603311,12.07
000826,2.02
835985,10.1
688035,43.99
605499,292.67
002523,4.04
603658,42.34
601009,12.0
603083,51.61
600638,5.95
301183,65.68
301458,37.99
688522,46.23
002320,8.06
603312,46.17
002315,51.59
000948,20.05
002185,10.09
600853,4.02
688676,45.76
600664,3.98
603119,62.18
600857,13.61
600370,1.95
603086,9.75
600136,1.96
605108,19.53
601128,7.91
002602,13.78
000893,31.41
000962,17.58
688057,13.71
002105,7.92
300385,5.83
301392,156.8
000761,3.89
603381,21.46
688432,11.82
600734,3.91
603214,19.42
002276,15.55
001217,11.88
002972,13.84
300133,7.64
301190,25.05
600936,3.83
300062,5.74
301613,59.2
002660,9.68
300496,59.95
301063,28.95
603882,30.7
603931,27.06
301127,15.3
300464,5.73
300562,17.19
688226,44.38
603511,15.45
600032,7.63
301029,25.17
300848,17.36
002446,7.69
832000,20.83
600097,11.26
000766,22.7
000157,7.54
300428,18.94
002292,9.47
002441,9.5
000705,9.48
601588,1.88
002023,11.34
000066,15.02
000404,7.57
002119,17.14
600567,1.9
002200,7.61
002072,7.57
000778,3.8
603331,11.35
300234,5.69
300664,5.63
001228,26.17
301175,5.65
603187,12.98
300827,24.1
002036,11.14
688208,35.5
600615,12.85
603020,9.27
600303,3.68
603031,29.72
603335,5.51
832802,18.69
300075,18.36
300337,11.18
300433,24.26
002245,16.73
000737,11.13
688196,45.99
000720,3.65
301149,12.77
600163,5.44
833346,29.31
838262,27.11
688380,28.88
603136,12.81
600460,27.04
002766,5.43
002999,7.3
603102,43.42
300187,5.5
002949,14.58
873679,21.75
300949,42.07
002481,5.41
688002,68.8
300625,12.63
838701,19.74
605222,16.08
603180,21.42
603948,21.42
836826,12.43
300384,19.61
300899,24.87
000400,23.22
300909,30.3
300541,16.0
605218,23.16
603356,14.32
300894,14.35
000601,5.38
832978,23.38
002498,3.55
002992,63.01
301262,26.81
002605,26.94
000626,7.19
002358,5.36
001211,25.15
002703,12.58
001388,46.61
300012,12.4
603002,7.19
002946,17.4
002470,1.74
603790,19.16
603305,13.93
301429,20.98
600663,8.8
600141,24.63
688079,12.31
600880,5.22
603665,27.96
000636,14.14
603153,19.46
600375,7.07
688766,68.08
605007,12.34
873527,21.05
300614,15.64
002228,3.44
600556,5.14
600201,8.67
688475,34.54
002691,8.66
002930,12.15
603105,8.56
600130,3.46
301207,18.82
300311,5.21
603285,24.28
603958,16.95
002194,13.53
002180,23.81
301353,27.34
688187,44.42
002133,3.38
002628,5.06
600979,5.05
002681,6.78
002593,5.09
002772,8.43
430718,18.8
000886,6.74
300123,6.73
603217,18.63
600496,3.39
002801,35.71
605289,39.05
600223,8.51
603286,33.06
600235,6.71
603927,20.15
605500,9.93
300984,61.32
002671,4.97
300124,65.5
300292,4.96
600679,13.24
000798,8.35
300293,26.51
300454,104.15
300915,26.86
603887,18.26
603908,26.79
605268,9.97
002678,5.02
300939,33.3
300566,19.9
600543,6.71
600833,13.4
600839,9.99
300415,21.63
301329,21.82
688262,28.33
600526,4.99
002531,6.7
002510,6.65
688106,18.22
002587,6.63
688067,28.55
601992,1.67
836504,28.48
301519,14.91
839729,10.01
601969,8.23
601179,6.6
301606,59.0
002557,23.13
605258,32.63
002399,13.14
300870,163.38
002716,4.91
300183,17.9
301170,29.74
301176,31.26
002872,4.88
300868,31.25
002682,4.94
300126,8.22
600807,3.28
000978,6.52
003029,26.21
603968,13.06
603095,16.02
300952,28.95
001201,17.65
301296,9.64
003016,8.06
002226,6.42
300494,14.56
603869,8.02
002161,8.09
600727,8.1
603797,4.81
000779,9.7
600516,4.85
000812,4.83
300261,8.03
832175,12.94
300244,16.06
300228,8.11
600182,16.21
002204,6.48
002685,8.1
000697,8.1
300635,14.51
002058,14.23
002241,23.99
001202,14.36
603325,89.04
600982,4.75
301631,85.78
002064,7.94
000816,3.19
300910,58.6
300880,20.6
300838,15.98
002403,15.84
600371,9.6
002876,27.02
002616,6.34
003003,12.75
601880,1.6
301235,33.22
000529,6.34
600433,3.19
000539,4.73
301550,101.09
688312,28.12
002150,12.55
001328,45.65
001389,65.94
002743,6.26
688695,33.04
603165,12.47
300404,11.0
603329,12.55
603169,7.8
600449,14.06
002675,17.25
605555,17.3
000910,7.8
688383,76.03
601611,9.38
603668,14.12
000572,4.67
688351,23.6
300242,4.68
688146,35.19
600221,1.53
600490,4.65
920167,20.01
000672,9.19
603895,29.2
600675,3.06
600684,4.61
605388,7.67
870436,20.15
300185,3.07
600180,4.64
600195,7.69
603297,89.46
430564,24.8
688787,128.1
000408,50.46
000701,6.17
301011,27.65
300605,16.86
688257,16.83
600796,6.11
872895,30.6
300926,27.1
600622,3.02
688276,24.33
603048,19.78
300975,12.14
838030,7.58
301158,19.68
871694,21.36
603566,15.26
000402,3.01
600551,9.14
603262,30.46
000682,10.54
002165,9.15
603276,18.05
000767,3.05
300948,12.09
834639,9.14
300176,7.49
301339,17.98
301166,34.25
300239,5.97
000926,2.99
002877,8.98
000908,5.94
603322,37.15
301239,43.16
832651,31.51
300741,19.4
601999,7.42
600682,7.47
002439,16.45
601678,4.46
002350,7.43
603172,17.81
002239,2.99
603281,25.36
300634,28.52
600031,21.0
835670,14.91
002135,4.45
002650,6.01
000785,2.93
603344,26.65
002769,8.82
002607,2.95
600536,46.8
001258,7.39
300599,8.78
300805,11.79
002456,11.78
600693,5.85
300079,5.88
000932,5.85
000425,8.84
002528,2.92
430478,23.03
600955,14.51
605507,23.32
002480,7.27
601330,7.26
300152,2.9
603823,13.06
002157,2.88
000680,10.12
300977,20.24
001213,4.32
600062,20.33
001360,16.0
002513,5.76
300643,25.61
300201,5.71
001696,24.33
603578,14.3
002745,8.6
002172,4.29
300647,7.14
000952,7.14
002145,4.31
002312,11.35
003020,28.65
002261,31.47
002566,8.57
688003,51.44
002486,2.87
830964,8.52
002928,8.62
688168,75.56
603701,20.04
301327,57.22
601882,20.12
301101,45.64
600718,10.02
600531,8.55
600497,5.69
688597,8.4
002548,4.2
300487,50.92
300831,15.56
603506,14.05
300740,18.28
000898,2.81
603222,7.08
605259,28.14
603238,19.8
831856,21.03
000959,4.21
002321,2.8
603956,7.06
603068,35.22
688539,33.74
300716,8.5
600867,8.5
301195,39.56
603017,9.91
600533,2.78
000553,6.96
300115,25.08
000927,2.78
600868,2.78
603226,22.17
600828,4.19
603213,13.95
301366,40.3
000632,4.17
300352,5.53
000681,20.8
600808,4.14
603990,15.2
000839,2.76
000967,6.9
002879,16.67
300675,16.58
832876,32.0
002535,4.18
603533,20.69
002809,12.43
601279,4.18
601100,77.28
603530,30.35
002761,9.73
301122,24.88
601011,2.79
688449,46.15
688147,34.66
301633,77.8
603030,2.73
601890,10.9
688122,55.03
688699,38.5
688073,57.86
300715,11.02
002343,8.19
002648,19.22
000878,13.65
300507,8.19
301289,52.17
600850,26.04
301206,29.94
603137,16.5
688247,12.32
000629,2.75
002360,5.49
600301,23.14
600257,5.48
300570,121.98
600206,19.2
603220,22.04
688007,16.39
605117,52.5
002905,9.48
000791,6.72
603876,9.49
301390,39.34
871478,28.51
603282,18.88
600509,6.73
002842,9.4
600276,61.07
300976,61.1
300854,17.5
000925,8.09
300694,13.45
300771,13.52
000410,6.72
300467,23.01
002340,6.72
873122,44.72
300281,8.12
002112,13.55
300039,6.74
870357,25.81
000949,4.04
603920,33.9
002588,9.36
600312,15.95
603496,29.3
605168,33.31
002583,12.03
605158,9.38
003009,47.85
300624,80.11
301046,21.41
300200,10.6
831305,21.3
002332,10.7
603170,13.41
002169,6.64
301047,72.26
600595,5.34
300786,16.02
301045,25.47
300929,12.07
831832,22.57
002613,4.01
002131,4.02
600099,11.91
301172,22.27
831304,14.54
002798,6.57
603768,13.11
300565,13.11
603738,15.71
600706,10.48
300897,29.12
601616,3.95
301588,19.73
603069,21.16
300209,5.29
833533,34.35
002522,5.28
002158,18.36
688335,14.45
600965,5.26
300105,7.92
600331,10.51
688084,99.87
300250,16.92
300316,28.75
300037,38.94
600562,29.7
301106,32.48
300318,6.53
002997,40.14
300303,6.47
000151,13.04
600882,27.24
601599,3.91
600703,12.99
300148,5.2
603700,12.92
300275,14.24
603057,21.96
300962,18.28
688082,113.74
002943,32.65
603025,14.22
300571,31.9
600834,8.99
603679,16.68
600889,15.38
301182,37.25
003026,35.72
688696,107.77
002579,12.78
600726,2.58
300259,3.84
002692,5.11
688720,43.47
301319,30.85
300615,15.38
300787,15.32
301273,29.49
301565,23.04
603010,10.27
601968,5.13
430510,21.85
688605,60.58
605003,22.87
600609,5.05
688571,8.82
872931,18.99
000036,3.78
603639,15.12
300676,52.93
834014,13.92
002956,21.5
002079,10.18
002631,5.04
002643,12.68
000566,6.34
605567,11.4
300334,7.57
300324,5.04
688381,23.96
603257,53.08
688518,22.71
301059,12.6
000007,7.58
600776,11.35
000401,5.07
688330,27.74
603707,11.45
605296,33.12
002753,7.51
002217,2.49
600550,8.78
300413,22.48
688101,15.02
300299,7.49
002156,27.45
002690,17.56
000426,18.82
000736,4.99
300235,12.54
600590,10.03
301098,10.03
003008,23.68
002009,17.41
600076,2.47
601609,8.63
600486,65.67
300063,8.6
301301,12.37
300122,23.46
002451,7.37
605167,11.07
600691,2.46
000655,8.64
603559,8.68
688255,38.36
002969,3.69
002255,8.63
688213,97.49
605133,32.15
300335,6.17
688252,25.89
300682,19.58
688609,10.93
000709,2.43
301469,29.32
002424,6.12
600822,12.2
002108,3.64
600959,3.64
002467,6.11
600319,7.32
688681,17.12
002337,6.11
603176,7.33
301257,39.19
833394,43.82
300018,8.58
301017,13.48
603258,23.21
920445,11.0
301099,39.07
301328,46.55
605122,14.46
688686,112.6
603324,27.59
600216,15.73
832471,15.63
002127,3.63
603677,20.44
301359,22.82
000603,15.68
300876,29.95
300387,9.62
603813,15.61
688188,131.65
300658,7.23
600512,2.4
002487,32.51
300025,7.19
600569,2.41
002578,3.58
300985,19.04
002030,7.13
002431,2.37
601700,4.76
300916,45.0
300688,35.81
601360,10.73
300873,26.15
300220,17.78
300751,73.92
603909,10.72
301090,8.33
001318,14.28
688588,15.49
002296,11.84
832110,39.35
002775,4.75
300774,9.57
301136,13.09
600501,26.33
605255,26.32
600992,15.45
300772,14.32
688582,65.73
600444,17.85
002802,14.13
833751,21.18
605299,9.46
000607,4.7
002402,26.95
603160,76.8
300417,14.19
601956,7.07
300552,28.27
300253,10.57
688550,42.25
000518,2.34
600699,18.77
002823,15.36
603815,8.2
688090,36.45
300691,19.99
688248,34.2
600851,7.1
002632,9.44
300994,17.75
301317,36.34
002080,27.02
002065,9.45
300219,7.08
302132,85.13
300423,7.1
300011,8.22
831152,20.84
000852,7.01
600491,3.47
300407,11.63
688662,45.17
301113,23.21
300707,15.03
002230,49.06
603960,19.81
600071,22.06
002103,10.42
600218,9.3
300107,8.17
300070,4.65
002462,15.11
832662,33.83
301197,20.85
300043,4.64
603110,16.19
300087,9.3
300575,6.93
002149,18.37
600794,4.61
600129,24.02
920118,27.64
603819,12.58
300834,24.04
002919,16.1
688683,33.29
300733,23.0
835179,34.5
600250,11.47
301332,11.52
603188,4.61
002056,16.16
000722,12.6
002393,24.27
002284,11.49
002810,13.75
831906,24.08
605001,8.07
002253,10.32
603088,9.23
002015,11.56
301581,58.51
300886,29.75
301386,24.24
603688,34.59
603065,9.24
600418,47.59
601991,3.4
003023,23.77
300460,11.36
301028,13.66
603719,13.59
832089,17.06
300560,14.77
600866,7.93
002787,9.12
300339,53.35
300687,31.67
600995,10.22
300139,19.24
603636,13.69
600081,13.7
300374,18.08
002196,9.06
873806,15.83
600604,5.71
603998,11.36
300443,23.79
300988,22.36
002968,11.27
603006,13.46
300389,12.3
301503,42.83
300883,6.73
300358,8.97
836433,7.87
300887,8.97
000100,4.49
002104,20.3
600812,6.74
603332,14.61
301226,30.26
603193,31.56
002559,10.11
002136,11.19
688023,58.25
688327,16.78
603360,21.31
603116,6.75
603327,10.13
301275,57.43
603321,8.94
003021,117.13
688528,12.2
300174,15.61
000833,12.27
002989,31.05
002291,6.68
430556,11.12
000993,11.11
605208,13.27
003042,17.86
603429,10.04
688391,32.18
603013,21.11
002219,2.22
300287,5.58
688212,54.74
300759,29.01
002278,9.97
300210,11.06
300721,15.55
833523,25.49
300310,6.61
300765,50.39
002932,21.92
000677,5.5
688379,49.66
300150,5.48
603270,27.61
002300,6.61
301102,12.1
833575,16.55
300958,14.29
002398,5.52
300737,5.51
300323,7.71
600756,15.4
603458,9.94
002427,7.64
605366,6.54
834021,7.6
603825,11.95
300938,24.93
600576,7.62
002661,10.9
301215,6.49
688060,42.26
836077,14.16
605177,21.75
688583,97.59
300540,17.3
002517,19.46
300928,36.03
002828,10.9
603976,22.73
300444,7.57
300861,15.16
301218,23.95
600743,2.17
003002,26.05
301348,21.66
002356,3.26
000639,3.27
603776,23.55
603366,9.66
002957,17.28
300188,16.14
300269,5.37
688385,52.75
000409,12.84
600173,6.46
301118,24.69
000534,17.1
002849,16.01
600645,26.62
300217,5.31
003028,36.21
301298,18.06
002426,3.19
002577,21.28
688150,27.79
301222,30.95
301607,35.07
002283,6.39
603602,15.88
688755,47.8
301019,18.08
300532,12.81
603693,13.82
603278,10.62
300901,18.0
688595,38.29
603918,20.0
300437,9.47
300505,22.03
002434,8.46
002666,5.29
603060,7.4
002082,7.4
300580,26.43
002870,34.92
002659,5.28
002449,9.51
603023,4.2
603211,19.93
600439,3.16
300375,5.27
600976,42.14
301270,45.38
301314,46.52
301499,29.5
688277,19.02
301522,36.89
603350,38.79
603018,8.39
300251,19.8
002903,21.92
600148,22.98
301557,75.91
600843,11.4
301156,19.78
300941,28.2
688244,27.2
601311,9.41
603127,31.22
301372,28.08
603261,21.82
301171,31.2
600078,6.25
603903,8.27
002346,16.55
300081,7.22
838163,18.58
688339,23.64
300919,35.06
300745,20.71
301587,23.71
002331,9.3
600841,7.2
000659,3.09
600552,12.37
002330,5.17
002232,18.58
600038,40.01
601608,5.18
002448,9.29
688479,20.7
002246,19.6
300370,3.1
300822,19.36
603108,18.37
688535,81.71
603599,12.27
300504,16.37
002254,11.17
688088,48.95
601106,3.05
300173,6.12
603628,13.29
605008,14.32
002512,4.07
300078,4.07
300686,11.17
002474,7.14
603933,17.15
301269,111.45
688777,48.43
600613,7.07
300931,9.08
000099,23.27
000821,12.14
002727,15.2
300953,105.42
300162,8.06
600671,15.18
300369,8.11
300168,8.1
605333,34.25
688600,24.18
603897,25.19
301082,19.12
872541,18.15
600662,6.04
002952,21.18
688517,16.15
002122,4.0
300189,4.98
000838,2.99
001296,21.0
002669,14.03
603917,14.01
600358,5.99
603227,8.98
300912,17.05
603901,11.04
002526,4.01
002521,8.99
836419,15.05
603320,19.96
300652,59.88
688128,28.1
300650,14.96
301013,17.99
003015,16.99
300654,11.88
688468,8.94
600640,12.83
300058,6.96
300851,29.75
301276,25.69
002111,10.92
002137,8.93
600560,17.81
300448,6.96
603528,8.94
688670,16.91
300528,17.89
001313,7.93
688450,30.6
300778,15.81
000525,6.92
002198,6.93
600847,11.87
301221,54.91
000503,10.75
603527,11.79
002996,7.82
300338,3.94
002520,6.88
300817,23.61
920019,24.33
688251,24.19
300693,35.06
688072,165.23
301337,31.2
001324,22.35
838810,16.5
603062,50.66
600315,22.28
001239,17.48
688416,41.94
300648,56.4
300480,16.58
603660,7.67
603207,36.48
688615,171.95
600215,7.67
300357,26.03
301630,177.21
300639,6.7
600815,2.89
688568,39.4
002329,3.85
301212,28.74
603618,6.68
301535,20.9
603787,13.34
605277,25.69
301388,32.37
300497,10.5
600423,3.82
603066,12.42
300258,14.34
002626,19.0
605056,15.21
688051,33.17
300725,46.09
300612,16.07
600549,23.64
002917,15.11
833455,10.36
603982,9.43
301286,27.38
603194,43.36
002175,4.72
300489,42.39
000158,23.4
000037,9.35
301508,35.51
300569,5.6
002378,9.34
300701,11.22
601965,19.64
002457,12.16
300597,10.28
600771,21.42
300598,43.74
002965,42.89
001896,5.63
300923,28.09
688130,25.22
600580,24.29
301178,53.27
300842,45.0
836270,17.79
300035,17.59
688512,11.99
688657,49.17
600488,4.63
300843,35.2
832735,37.89
688114,72.26
002663,1.86
603168,8.32
600876,11.13
603638,18.58
688046,16.69
300534,11.14
000657,16.62
603843,2.78
688601,42.78
300610,12.79
300978,11.89
300451,5.5
000652,4.57
600620,6.4
300933,8.22
688076,46.61
300703,32.08
002536,22.86
688225,21.07
301365,19.3
300121,13.82
688396,47.08
301446,27.33
601686,6.34
002778,19.14
000881,8.17
002179,39.08
002333,5.45
300556,21.86
301032,13.6
301055,20.07
830974,9.12
002361,7.29
300027,2.72
301159,38.61
300112,9.89
002271,12.64
600166,2.7
603488,9.04
834407,19.74
600962,20.68
002063,6.31
600198,9.0
301220,48.75
871642,19.9
920016,25.21
301566,17.96
001319,27.84
300627,37.02
300284,9.79
300449,8.05
600626,4.45
300272,7.17
920682,10.75
603155,16.01
002995,19.69
002715,17.88
600456,32.05
300067,5.34
600598,15.19
301198,12.45
301041,27.6
688515,93.6
688080,48.33
300551,11.6
001231,22.3
300083,8.91
301278,36.29
300779,191.46
871857,19.43
600469,6.18
300651,21.3
603098,10.62
002759,9.71
300457,21.3
300381,7.99
833509,25.71
301187,33.56
688508,58.53
603949,19.5
838837,16.8
688538,2.66
300154,9.72
002139,14.99
300373,57.68
301379,25.52
300365,7.04
300667,16.7
688063,44.6
301186,46.29
601388,2.64
003025,14.93
301360,54.3
002983,21.87
688360,23.6
688348,46.64
688309,24.64
830946,12.2
688278,86.4
600861,21.65
688249,21.68
600768,13.06
836422,13.9
873690,27.74
835185,22.53
002206,6.07
300996,18.3
601218,4.34
603038,14.82
688408,50.53
603026,38.67
300712,26.66
301238,18.99
600594,4.31
920106,100.83
002363,8.59
002892,14.66
300568,12.09
300809,45.81
002066,12.91
301161,38.86
688133,28.24
603072,53.0
688693,38.5
603409,36.76
688268,54.54
000751,3.41
002214,11.15
601399,3.41
601868,2.57
300366,8.55
688469,5.14
300082,7.7
000973,6.76
000678,16.13
300557,28.76
603015,12.76
688367,21.12
600396,3.39
688288,31.27
688126,18.66
600006,7.64
871634,27.93
688660,19.46
600844,3.38
002401,19.45
603697,12.7
002418,4.2
688317,24.32
871553,10.12
002689,4.19
600875,20.11
300403,15.89
603212,11.64
002492,7.51
002852,12.53
002873,11.68
300057,5.81
603633,9.98
300836,41.72
603928,15.84
300708,13.33
688087,29.12
603926,13.35
002318,22.52
873576,32.57
