,代码,最新价
0,832145,32.3
1,300111,8.57
2,688233,44.51
3,300604,96.32
4,301209,104.4
5,688585,110.08
6,301148,30.06
7,300666,98.82
8,300270,10.8
9,688545,39.32
10,300854,23.17
11,688403,18.21
12,688147,57.4
13,300379,2.7
14,688082,189.2
15,300421,18.02
16,300774,11.06
17,688160,109.1
18,688559,45.82
19,688312,35.75
20,688120,155.0
21,688290,74.48
22,688141,57.97
23,300346,42.94
24,301629,254.0
25,688652,97.71
26,688380,37.94
27,301256,11.43
28,688019,218.5
29,688335,24.02
30,688409,72.36
31,688210,62.78
32,688038,17.03
33,688361,114.25
34,688037,145.46
35,834765,23.9
36,688392,98.2
37,301360,69.93
38,301396,82.93
39,688503,68.71
40,301093,44.74
41,000826,2.49
42,600239,2.82
43,600103,3.92
44,002513,7.1
45,600172,5.24
46,002418,5.03
47,600400,3.83
48,000685,11.94
49,001330,6.57
50,002453,8.87
51,605055,10.51
52,600095,12.71
53,002490,6.14
54,002632,11.18
55,002129,8.55
56,002295,12.27
57,603316,13.92
58,600637,9.76
59,002207,8.12
60,603703,11.31
61,600843,12.41
62,600857,16.91
63,600126,10.43
64,603823,14.38
65,002020,21.63
66,000514,5.71
67,603809,16.58
68,002971,34.52
69,601717,27.69
70,600848,10.66
71,002040,11.98
72,603650,41.55
73,600895,50.78
74,002150,17.25
75,002294,60.24
76,603090,51.98
77,000009,11.32
78,603991,67.13
79,603135,11.66
80,605566,29.91
81,603728,80.31
82,600060,24.97
83,603087,79.34
84,002298,12.54
85,603800,52.8
86,002156,37.72
87,002371,460.68
88,001221,70.22
89,000021,25.0
90,603726,23.89
91,002812,44.59
92,605358,33.04
93,603931,30.51
94,002246,21.15
95,603045,20.38
96,001208,14.65
97,003036,18.19
98,600604,5.84
99,603156,23.25
100,002708,15.33
101,600167,9.6
102,002015,12.68
103,002562,7.51
104,002029,8.5
105,000006,9.27
106,000672,9.61
107,835179,40.23
108,600159,3.67
109,688507,112.92
110,300236,63.83
111,688072,252.19
112,002992,59.06
113,688631,97.12
114,688516,50.4
115,300751,95.7
116,300115,39.75
117,688778,91.38
118,832651,39.0
119,601908,4.46
120,300715,12.74
121,000921,27.3
122,688535,118.82
123,301192,29.85
124,688307,38.19
125,688079,13.69
126,001326,49.27
127,301007,48.6
128,833914,38.65
129,002347,8.91
130,603444,626.5
131,688538,2.92
132,688052,199.5
133,688070,57.1
134,603867,32.38
135,300584,61.56
136,838402,11.66
137,601020,26.43
138,301027,15.74
139,605287,22.71
140,301056,11.94
141,688777,53.38
142,688419,32.58
143,688008,135.86
144,301327,71.83
145,002885,17.59
146,301071,33.44
147,001339,62.1
148,300274,154.2
149,603226,32.87
150,688698,92.36
151,301322,35.35
152,688772,24.91
153,301261,93.99
154,688061,39.23
155,688249,25.66
156,002765,14.66
157,834415,18.58
158,300450,67.9
159,300002,15.37
160,600748,4.64
161,603815,12.6
162,002759,15.63
163,603189,22.73
164,832978,45.15
165,835640,30.8
166,301067,36.92
167,600288,14.12
168,002658,8.27
169,600577,10.13
170,688035,56.89
171,600133,9.22
172,301369,82.79
173,600718,11.54
174,688123,128.31
175,688197,48.28
176,688617,321.65
177,002475,70.2
178,301043,47.0
179,301358,43.12
180,601012,17.4
181,301379,31.98
182,301118,25.48
183,300054,37.0
184,603786,98.96
185,873693,55.54
186,688090,42.48
187,300686,14.29
188,300681,31.48
189,600667,7.8
190,872925,31.15
191,300975,13.57
192,688432,13.9
193,001309,182.0
194,300438,36.79
195,002203,13.0
196,300373,72.03
197,688302,55.69
198,002230,55.05
199,301525,106.79
200,002709,33.35
201,688525,93.2
202,001211,24.94
203,000593,6.73
204,300567,81.33
205,605178,31.83
206,301392,185.71
207,603458,8.63
208,688268,64.78
209,603163,45.06
210,300445,20.45
211,603688,42.59
212,300523,22.4
213,300809,48.34
214,603220,26.51
215,688596,40.68
216,832491,35.04
217,002407,17.02
218,000962,24.9
219,001212,60.65
220,001696,25.99
221,300183,18.15
222,600206,21.6
223,688531,64.35
224,600889,16.33
225,688786,28.38
226,301213,55.11
227,603062,53.2
228,002353,53.87
229,001206,29.81
230,002409,71.18
