,代码,最新价
0,920198,13.13
1,920694,25.07
2,920942,47.8
3,688509,5.08
4,688148,7.78
5,301158,25.66
6,300557,30.64
7,688260,36.17
8,688498,496.78
9,301231,30.6
10,301563,197.17
11,300948,22.03
12,920748,39.68
13,301099,57.09
14,300814,57.0
15,301251,67.29
16,688313,67.71
17,300959,106.08
18,300395,80.5
19,688539,38.35
20,300080,5.82
21,300588,30.36
22,301021,41.7
23,300434,11.39
24,300901,17.48
25,300179,15.61
26,300502,365.42
27,300480,18.25
28,920839,56.39
29,600815,3.15
30,600681,5.03
31,002513,8.86
32,600403,7.99
33,601608,6.9
34,600871,2.3
35,002772,11.17
36,000665,6.35
37,601515,4.82
38,002542,4.05
39,603878,11.18
40,600748,7.34
41,002097,13.81
42,920964,8.22
43,603329,12.61
44,600133,10.86
45,002956,21.4
46,600293,3.4
47,600172,7.02
48,001267,17.88
49,002213,21.84
50,601231,21.29
51,002169,8.12
52,002767,25.03
53,002632,10.87
54,002278,11.21
55,601956,9.13
56,002523,4.29
57,603067,18.48
58,600262,27.18
59,002554,3.52
60,002748,11.55
61,600783,15.51
62,600708,4.07
63,000016,5.5
64,000620,1.98
65,605188,20.35
66,000637,4.73
67,000061,9.02
68,600629,40.93
69,002380,30.24
70,600667,8.91
71,600984,4.18
72,600745,41.71
73,000759,7.82
74,605228,18.82
75,605580,33.03
76,600021,24.33
77,002208,14.31
78,603686,25.11
79,002831,28.09
80,601061,11.24
81,002961,22.48
82,002062,11.57
83,600268,12.78
84,000006,13.22
85,600168,5.62
86,000852,7.72
87,000952,7.06
88,603608,8.72
89,600960,6.07
90,600626,5.31
91,002490,7.74
92,000548,5.98
93,000838,2.99
94,000509,3.45
95,600169,2.9
96,002663,2.35
97,600162,2.35
98,301056,13.69
99,601138,68.0
100,300308,441.5
101,688380,37.98
102,688109,144.0
103,301207,21.68
104,920781,10.95
105,688392,114.55
106,688678,30.99
107,300475,104.9
108,920367,23.21
109,920402,11.38
110,301225,92.13
111,920122,40.76
112,920706,24.97
113,301048,12.64
114,688691,141.0
115,920101,47.94
116,301181,40.12
117,300370,3.12
118,300157,5.01
119,688238,7.78
120,002841,40.13
121,688767,43.39
122,002384,68.33
123,300516,39.08
124,300232,7.87
125,920174,57.34
126,301063,27.66
127,600730,9.5
128,688518,25.0
129,688670,16.6
130,300802,21.49
131,688167,153.88
132,920857,27.46
133,002728,10.08
134,688205,109.3
135,600183,59.02
136,301183,103.5
137,002938,51.96
138,301291,51.1
139,300849,14.76
140,000026,17.73
141,002053,13.13
142,920675,12.09
143,603090,51.15
144,300812,24.25
145,688123,155.94
146,000819,19.21
147,688378,25.74
148,600676,7.03
149,920082,20.08
150,603669,5.97
151,002028,122.85
152,688210,52.1
153,603069,28.66
154,300057,5.97
155,600769,14.35
156,300811,75.6
157,002787,10.2
158,688425,5.7
159,601106,3.3
160,300983,25.59
161,600239,2.72
162,920274,33.15
163,301123,45.55
164,002475,61.15
165,688081,29.53
166,603958,16.85
167,000722,13.04
168,920221,19.95
169,002768,49.77
170,300778,13.7
171,301121,47.0
172,300046,40.65
173,002957,20.4
174,300042,30.34
175,688679,24.03
176,002379,19.44
177,688256,1368.96
178,601869,87.98
179,301211,13.12
180,920047,25.86
181,301086,78.08
182,600699,32.47
183,301568,46.9
184,600737,15.54
185,300368,19.2
186,688485,14.33
187,605289,75.26
188,688358,34.93
189,300400,23.2
190,300865,32.56
191,301205,95.8
192,301668,57.93
193,688519,70.15
194,301093,39.3
195,002270,24.39
196,300164,6.38
197,603335,5.75
198,688183,75.87
199,002963,16.96
200,002080,31.64
201,301326,128.8
202,688119,4.63
203,002174,12.41
204,688310,21.02
205,300476,281.15
206,601399,3.65
207,301626,128.76
208,600820,7.0
209,300121,16.02
210,300321,44.35
211,688689,28.23
212,301489,210.38
213,688377,43.59
214,300154,8.93
215,603272,20.07
216,000969,20.63
217,002443,8.36
218,688328,28.39
219,920001,21.59
220,688545,37.17
221,300319,12.16
222,301356,24.45
223,920223,17.88
224,688001,30.11
225,601798,10.1
226,603309,14.31
227,002241,32.26
228,002133,3.85
229,605133,42.42
230,600684,5.79
231,688608,266.0
232,300111,8.98
233,300424,17.79
234,000593,7.6
235,301413,148.98
236,688080,51.83
237,301112,50.3
238,688359,60.08
239,605287,27.25
240,688143,42.76
241,920090,7.19
242,688603,70.07
243,002375,4.16
244,600561,7.25
245,920475,18.84
246,000726,7.45
247,920879,24.35
248,002134,19.63
249,920834,15.67
250,600693,6.2
251,688060,43.75
252,920407,21.75
253,688100,36.18
254,688195,103.24
255,688102,17.94
256,000980,3.49
257,300221,8.83
258,000586,14.01
259,603186,42.4
260,601162,5.38
261,601208,19.3
262,000899,10.95
263,300167,6.51
264,920195,19.35
265,688381,29.7
266,603979,65.66
267,920158,18.55
268,688078,31.16
269,002368,27.2
270,600067,3.6
